,buying,maint,doors,persons,lug_boot,safety,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
900,1,3,1,1,0,0,unacc,1,0,unacc,True,3
901,1,3,1,1,0,1,unacc,103,34,unacc,True,3
906,1,3,1,1,2,0,unacc,1,0,unacc,True,3
910,1,3,1,2,0,1,unacc,117,41,unacc,True,3
912,1,3,1,2,1,0,unacc,1,0,unacc,True,3
915,1,3,1,2,2,0,unacc,1,0,unacc,True,3
919,1,3,2,0,0,1,unacc,5,2,unacc,True,3
920,1,3,2,0,0,2,unacc,7,3,unacc,True,3
922,1,3,2,0,1,1,unacc,5,2,unacc,True,3
925,1,3,2,0,2,1,unacc,5,2,unacc,True,3
926,1,3,2,0,2,2,unacc,7,3,unacc,True,3
927,1,3,2,1,0,0,unacc,1,0,unacc,True,3
930,1,3,2,1,1,0,unacc,1,0,unacc,True,3
939,1,3,2,2,1,0,unacc,1,0,unacc,True,3
942,1,3,2,2,2,0,unacc,1,0,unacc,True,3
945,1,3,3,0,0,0,unacc,1,0,unacc,True,3
947,1,3,3,0,0,2,unacc,7,3,unacc,True,3
950,1,3,3,0,1,2,unacc,7,3,unacc,True,3
952,1,3,3,0,2,1,unacc,5,2,unacc,True,3
955,1,3,3,1,0,1,unacc,103,34,unacc,True,3
960,1,3,3,1,2,0,unacc,1,0,unacc,True,3
963,1,3,3,2,0,0,unacc,1,0,unacc,True,3
969,1,3,3,2,2,0,unacc,1,0,unacc,True,3
976,1,2,0,0,1,1,unacc,5,2,unacc,True,3
979,1,2,0,0,2,1,unacc,5,2,unacc,True,3
981,1,2,0,1,0,0,unacc,1,0,unacc,True,3
982,1,2,0,1,0,1,unacc,88,27,unacc,True,3
984,1,2,0,1,1,0,unacc,1,0,unacc,True,3
987,1,2,0,1,2,0,unacc,1,0,unacc,True,3
990,1,2,0,2,0,0,unacc,1,0,unacc,True,3
992,1,2,0,2,0,2,unacc,65,20,acc,False,3
993,1,2,0,2,1,0,unacc,1,0,unacc,True,3
996,1,2,0,2,2,0,unacc,1,0,unacc,True,3
1002,1,2,1,0,1,0,unacc,1,0,unacc,True,3
1003,1,2,1,0,1,1,unacc,5,2,unacc,True,3
1011,1,2,1,1,1,0,unacc,1,0,unacc,True,3
1012,1,2,1,1,1,1,unacc,89,27,unacc,True,3
1018,1,2,1,2,0,1,unacc,115,41,unacc,True,3
1023,1,2,1,2,2,0,unacc,1,0,unacc,True,3
1026,1,2,2,0,0,0,unacc,1,0,unacc,True,3
1027,1,2,2,0,0,1,unacc,5,2,unacc,True,3
1047,1,2,2,2,1,0,unacc,1,0,unacc,True,3
1050,1,2,2,2,2,0,unacc,1,0,unacc,True,3
1053,1,2,3,0,0,0,unacc,1,0,unacc,True,3
1057,1,2,3,0,1,1,unacc,5,2,unacc,True,3
1062,1,2,3,1,0,0,unacc,1,0,unacc,True,3
1063,1,2,3,1,0,1,unacc,88,27,unacc,True,3
1065,1,2,3,1,1,0,unacc,1,0,unacc,True,3
1071,1,2,3,2,0,0,unacc,1,0,unacc,True,3
1080,1,1,0,0,0,0,unacc,1,0,unacc,True,3
1081,1,1,0,0,0,1,unacc,5,2,unacc,True,3
1082,1,1,0,0,0,2,unacc,7,3,unacc,True,3
1083,1,1,0,0,1,0,unacc,1,0,unacc,True,3
1095,1,1,0,1,2,0,unacc,1,0,unacc,True,3
1101,1,1,0,2,1,0,unacc,1,0,unacc,True,3
1112,1,1,1,0,1,2,unacc,7,3,unacc,True,3
1114,1,1,1,0,2,1,unacc,5,2,unacc,True,3
1116,1,1,1,1,0,0,unacc,1,0,unacc,True,3
1119,1,1,1,1,1,0,unacc,1,0,unacc,True,3
1125,1,1,1,2,0,0,unacc,1,0,unacc,True,3
1131,1,1,1,2,2,0,unacc,1,0,unacc,True,3
1134,1,1,2,0,0,0,unacc,1,0,unacc,True,3
1137,1,1,2,0,1,0,unacc,1,0,unacc,True,3
1138,1,1,2,0,1,1,unacc,5,2,unacc,True,3
1139,1,1,2,0,1,2,unacc,7,3,unacc,True,3
1141,1,1,2,0,2,1,unacc,5,2,unacc,True,3
1142,1,1,2,0,2,2,unacc,7,3,unacc,True,3
1143,1,1,2,1,0,0,unacc,1,0,unacc,True,3
1146,1,1,2,1,1,0,unacc,1,0,unacc,True,3
1155,1,1,2,2,1,0,unacc,1,0,unacc,True,3
1161,1,1,3,0,0,0,unacc,1,0,unacc,True,3
1163,1,1,3,0,0,2,unacc,7,3,unacc,True,3
1165,1,1,3,0,1,1,unacc,5,2,unacc,True,3
1167,1,1,3,0,2,0,unacc,1,0,unacc,True,3
1173,1,1,3,1,1,0,unacc,1,0,unacc,True,3
1179,1,1,3,2,0,0,unacc,1,0,unacc,True,3
1182,1,1,3,2,1,0,unacc,1,0,unacc,True,3
1188,1,0,0,0,0,0,unacc,1,0,unacc,True,3
1191,1,0,0,0,1,0,unacc,1,0,unacc,True,3
1193,1,0,0,0,1,2,unacc,7,3,unacc,True,3
1196,1,0,0,0,2,2,unacc,7,3,unacc,True,3
1203,1,0,0,1,2,0,unacc,1,0,unacc,True,3
1208,1,0,0,2,0,2,unacc,171,68,good,False,3
1217,1,0,1,0,0,2,unacc,7,3,unacc,True,3
1219,1,0,1,0,1,1,unacc,5,2,unacc,True,3
1223,1,0,1,0,2,2,unacc,7,3,unacc,True,3
1227,1,0,1,1,1,0,unacc,1,0,unacc,True,3
1230,1,0,1,1,2,0,unacc,1,0,unacc,True,3
1233,1,0,1,2,0,0,unacc,1,0,unacc,True,3
1236,1,0,1,2,1,0,unacc,1,0,unacc,True,3
1245,1,0,2,0,1,0,unacc,1,0,unacc,True,3
1248,1,0,2,0,2,0,unacc,1,0,unacc,True,3
1251,1,0,2,1,0,0,unacc,1,0,unacc,True,3
1254,1,0,2,1,1,0,unacc,1,0,unacc,True,3
1263,1,0,2,2,1,0,unacc,1,0,unacc,True,3
1274,1,0,3,0,1,2,unacc,7,3,unacc,True,3
1284,1,0,3,1,2,0,unacc,1,0,unacc,True,3
1296,0,3,0,0,0,0,unacc,1,0,unacc,True,3
1297,0,3,0,0,0,1,unacc,5,2,unacc,True,3
1302,0,3,0,0,2,0,unacc,1,0,unacc,True,3
1303,0,3,0,0,2,1,unacc,5,2,unacc,True,3
1308,0,3,0,1,1,0,unacc,1,0,unacc,True,3
1311,0,3,0,1,2,0,unacc,1,0,unacc,True,3
1315,0,3,0,2,0,1,unacc,119,43,unacc,True,3
1316,0,3,0,2,0,2,unacc,63,19,acc,False,3
1324,0,3,1,0,0,1,unacc,5,2,unacc,True,3
1326,0,3,1,0,1,0,unacc,1,0,unacc,True,3
1328,0,3,1,0,1,2,unacc,7,3,unacc,True,3
1329,0,3,1,0,2,0,unacc,1,0,unacc,True,3
1330,0,3,1,0,2,1,unacc,5,2,unacc,True,3
1331,0,3,1,0,2,2,unacc,7,3,unacc,True,3
1332,0,3,1,1,0,0,unacc,1,0,unacc,True,3
1333,0,3,1,1,0,1,unacc,35,12,unacc,True,3
1335,0,3,1,1,1,0,unacc,1,0,unacc,True,3
1338,0,3,1,1,2,0,unacc,1,0,unacc,True,3
1342,0,3,1,2,0,1,unacc,119,43,unacc,True,3
1344,0,3,1,2,1,0,unacc,1,0,unacc,True,3
1347,0,3,1,2,2,0,unacc,1,0,unacc,True,3
1351,0,3,2,0,0,1,unacc,5,2,unacc,True,3
1354,0,3,2,0,1,1,unacc,5,2,unacc,True,3
1355,0,3,2,0,1,2,unacc,7,3,unacc,True,3
1358,0,3,2,0,2,2,unacc,7,3,unacc,True,3
1359,0,3,2,1,0,0,unacc,1,0,unacc,True,3
1360,0,3,2,1,0,1,unacc,35,12,unacc,True,3
1362,0,3,2,1,1,0,unacc,1,0,unacc,True,3
1365,0,3,2,1,2,0,unacc,1,0,unacc,True,3
1374,0,3,2,2,2,0,unacc,1,0,unacc,True,3
1378,0,3,3,0,0,1,unacc,5,2,unacc,True,3
1379,0,3,3,0,0,2,unacc,7,3,unacc,True,3
1381,0,3,3,0,1,1,unacc,5,2,unacc,True,3
1382,0,3,3,0,1,2,unacc,7,3,unacc,True,3
1395,0,3,3,2,0,0,unacc,1,0,unacc,True,3
1396,0,3,3,2,0,1,unacc,121,43,acc,False,3
1398,0,3,3,2,1,0,unacc,1,0,unacc,True,3
1401,0,3,3,2,2,0,unacc,1,0,unacc,True,3
1404,0,2,0,0,0,0,unacc,1,0,unacc,True,3
1405,0,2,0,0,0,1,unacc,5,2,unacc,True,3
1406,0,2,0,0,0,2,unacc,7,3,unacc,True,3
1408,0,2,0,0,1,1,unacc,5,2,unacc,True,3
1410,0,2,0,0,2,0,unacc,1,0,unacc,True,3
1412,0,2,0,0,2,2,unacc,7,3,unacc,True,3
1419,0,2,0,1,2,0,unacc,1,0,unacc,True,3
1422,0,2,0,2,0,0,unacc,1,0,unacc,True,3
1435,0,2,1,0,1,1,unacc,5,2,unacc,True,3
1437,0,2,1,0,2,0,unacc,1,0,unacc,True,3
1460,0,2,2,0,0,2,unacc,7,3,unacc,True,3
1464,0,2,2,0,2,0,unacc,1,0,unacc,True,3
1466,0,2,2,0,2,2,unacc,7,3,unacc,True,3
1467,0,2,2,1,0,0,unacc,1,0,unacc,True,3
1470,0,2,2,1,1,0,unacc,1,0,unacc,True,3
1487,0,2,3,0,0,2,unacc,7,3,unacc,True,3
1488,0,2,3,0,1,0,unacc,1,0,unacc,True,3
1489,0,2,3,0,1,1,unacc,5,2,unacc,True,3
1492,0,2,3,0,2,1,unacc,5,2,unacc,True,3
1493,0,2,3,0,2,2,unacc,7,3,unacc,True,3
1494,0,2,3,1,0,0,unacc,1,0,unacc,True,3
1506,0,2,3,2,1,0,unacc,1,0,unacc,True,3
1512,0,1,0,0,0,0,unacc,1,0,unacc,True,3
1515,0,1,0,0,1,0,unacc,1,0,unacc,True,3
1516,0,1,0,0,1,1,unacc,5,2,unacc,True,3
1518,0,1,0,0,2,0,unacc,1,0,unacc,True,3
1530,0,1,0,2,0,0,unacc,1,0,unacc,True,3
1540,0,1,1,0,0,1,unacc,5,2,unacc,True,3
1541,0,1,1,0,0,2,unacc,7,3,unacc,True,3
1542,0,1,1,0,1,0,unacc,1,0,unacc,True,3
1543,0,1,1,0,1,1,unacc,5,2,unacc,True,3
1545,0,1,1,0,2,0,unacc,1,0,unacc,True,3
1546,0,1,1,0,2,1,unacc,5,2,unacc,True,3
1547,0,1,1,0,2,2,unacc,7,3,unacc,True,3
1557,0,1,1,2,0,0,unacc,1,0,unacc,True,3
1566,0,1,2,0,0,0,unacc,1,0,unacc,True,3
1568,0,1,2,0,0,2,unacc,7,3,unacc,True,3
1569,0,1,2,0,1,0,unacc,1,0,unacc,True,3
1571,0,1,2,0,1,2,unacc,7,3,unacc,True,3
1590,0,1,2,2,2,0,unacc,1,0,unacc,True,3
1623,0,0,0,0,1,0,unacc,1,0,unacc,True,3
1624,0,0,0,0,1,1,unacc,5,2,unacc,True,3
1626,0,0,0,0,2,0,unacc,1,0,unacc,True,3
1628,0,0,0,0,2,2,unacc,7,3,unacc,True,3
1640,0,0,0,2,0,2,unacc,165,64,good,False,3
1641,0,0,0,2,1,0,unacc,1,0,unacc,True,3
1652,0,0,1,0,1,2,unacc,7,3,unacc,True,3
1655,0,0,1,0,2,2,unacc,7,3,unacc,True,3
1656,0,0,1,1,0,0,unacc,1,0,unacc,True,3
1659,0,0,1,1,1,0,unacc,1,0,unacc,True,3
1665,0,0,1,2,0,0,unacc,1,0,unacc,True,3
1671,0,0,1,2,2,0,unacc,1,0,unacc,True,3
1679,0,0,2,0,1,2,unacc,7,3,unacc,True,3
1681,0,0,2,0,2,1,unacc,5,2,unacc,True,3
1682,0,0,2,0,2,2,unacc,7,3,unacc,True,3
1683,0,0,2,1,0,0,unacc,1,0,unacc,True,3
1686,0,0,2,1,1,0,unacc,1,0,unacc,True,3
1689,0,0,2,1,2,0,unacc,1,0,unacc,True,3
1698,0,0,2,2,2,0,unacc,1,0,unacc,True,3
1701,0,0,3,0,0,0,unacc,1,0,unacc,True,3
1703,0,0,3,0,0,2,unacc,7,3,unacc,True,3
1708,0,0,3,0,2,1,unacc,5,2,unacc,True,3
1719,0,0,3,2,0,0,unacc,1,0,unacc,True,3
1722,0,0,3,2,1,0,unacc,1,0,unacc,True,3
1725,0,0,3,2,2,0,unacc,1,0,unacc,True,3
241,3,1,0,2,2,1,acc,141,50,acc,True,3
259,3,1,1,1,2,1,acc,105,37,unacc,False,3
263,3,1,1,2,0,2,acc,56,17,acc,True,3
286,3,1,2,1,2,1,acc,107,37,acc,True,3
293,3,1,2,2,1,2,acc,56,17,acc,True,3
296,3,1,2,2,2,2,acc,56,17,acc,True,3
308,3,1,3,1,0,2,acc,71,21,acc,True,3
314,3,1,3,1,2,2,acc,71,21,acc,True,3
347,3,0,0,2,1,2,acc,153,55,acc,True,3
349,3,0,0,2,2,1,acc,142,50,acc,True,3
362,3,0,1,1,0,2,acc,72,21,acc,True,3
368,3,0,1,1,2,2,acc,72,21,acc,True,3
371,3,0,1,2,0,2,acc,151,55,unacc,False,3
373,3,0,1,2,1,1,acc,132,48,acc,True,3
376,3,0,1,2,2,1,acc,142,50,acc,True,3
377,3,0,1,2,2,2,acc,152,55,acc,True,3
400,3,0,2,2,1,1,acc,132,48,acc,True,3
401,3,0,2,2,1,2,acc,153,55,acc,True,3
403,3,0,2,2,2,1,acc,142,50,acc,True,3
418,3,0,3,1,1,1,acc,92,29,unacc,False,3
419,3,0,3,1,1,2,acc,72,21,acc,True,3
421,3,0,3,1,2,1,acc,93,29,acc,True,3
422,3,0,3,1,2,2,acc,72,21,acc,True,3
425,3,0,3,2,0,2,acc,151,55,unacc,False,3
428,3,0,3,2,1,2,acc,153,55,acc,True,3
551,2,2,0,1,0,2,acc,74,22,acc,True,3
556,2,2,0,1,2,1,acc,87,26,acc,True,3
581,2,2,1,1,1,2,acc,74,22,acc,True,3
584,2,2,1,1,2,2,acc,74,22,acc,True,3
587,2,2,1,2,0,2,acc,59,18,acc,True,3
589,2,2,1,2,1,1,acc,127,46,unacc,False,3
592,2,2,1,2,2,1,acc,137,49,acc,True,3
605,2,2,2,1,0,2,acc,74,22,acc,True,3
610,2,2,2,1,2,1,acc,87,26,acc,True,3
611,2,2,2,1,2,2,acc,74,22,acc,True,3
619,2,2,2,2,2,1,acc,137,49,acc,True,3
643,2,2,3,2,1,1,acc,125,46,acc,True,3
647,2,2,3,2,2,2,acc,59,18,acc,True,3
659,2,1,0,1,0,2,acc,76,22,acc,True,3
664,2,1,0,1,2,1,acc,110,38,acc,True,3
665,2,1,0,1,2,2,acc,76,22,acc,True,3
671,2,1,0,2,1,2,acc,154,58,unacc,False,3
686,2,1,1,1,0,2,acc,76,22,acc,True,3
695,2,1,1,2,0,2,acc,154,58,unacc,False,3
698,2,1,1,2,1,2,acc,154,58,unacc,False,3
700,2,1,1,2,2,1,acc,138,49,acc,True,3
701,2,1,1,2,2,2,acc,154,58,unacc,False,3
718,2,1,2,1,2,1,acc,110,38,acc,True,3
724,2,1,2,2,1,1,acc,128,47,unacc,False,3
743,2,1,3,1,1,2,acc,76,22,acc,True,3
746,2,1,3,1,2,2,acc,76,22,acc,True,3
749,2,1,3,2,0,2,acc,155,58,acc,True,3
751,2,1,3,2,1,1,acc,128,47,unacc,False,3
767,2,0,0,1,0,2,acc,75,22,acc,True,3
770,2,0,0,1,1,2,acc,75,22,acc,True,3
772,2,0,0,1,2,1,acc,96,30,acc,True,3
773,2,0,0,1,2,2,acc,75,22,acc,True,3
781,2,0,0,2,2,1,acc,136,49,acc,True,3
782,2,0,0,2,2,2,acc,60,18,acc,True,3
794,2,0,1,1,0,2,acc,75,22,acc,True,3
800,2,0,1,1,2,2,acc,75,22,acc,True,3
803,2,0,1,2,0,2,acc,60,18,acc,True,3
806,2,0,1,2,1,2,acc,60,18,acc,True,3
826,2,0,2,1,2,1,acc,96,30,acc,True,3
830,2,0,2,2,0,2,acc,60,18,acc,True,3
833,2,0,2,2,1,2,acc,60,18,acc,True,3
836,2,0,2,2,2,2,acc,60,18,acc,True,3
850,2,0,3,1,1,1,acc,95,30,unacc,False,3
851,2,0,3,1,1,2,acc,75,22,acc,True,3
857,2,0,3,2,0,2,acc,60,18,acc,True,3
863,2,0,3,2,2,2,acc,60,18,acc,True,3
881,1,3,0,1,2,2,acc,77,23,acc,True,3
902,1,3,1,1,0,2,acc,77,23,acc,True,3
911,1,3,1,2,0,2,acc,66,20,acc,True,3
914,1,3,1,2,1,2,acc,66,20,acc,True,3
917,1,3,1,2,2,2,acc,66,20,acc,True,3
929,1,3,2,1,0,2,acc,77,23,acc,True,3
932,1,3,2,1,1,2,acc,77,23,acc,True,3
934,1,3,2,1,2,1,acc,104,34,acc,True,3
938,1,3,2,2,0,2,acc,66,20,acc,True,3
940,1,3,2,2,1,1,acc,124,45,acc,True,3
944,1,3,2,2,2,2,acc,66,20,acc,True,3
958,1,3,3,1,1,1,acc,103,34,unacc,False,3
959,1,3,3,1,1,2,acc,77,23,acc,True,3
971,1,3,3,2,2,2,acc,66,20,acc,True,3
986,1,2,0,1,1,2,acc,78,23,acc,True,3
989,1,2,0,1,2,2,acc,78,23,acc,True,3
998,1,2,0,2,2,2,acc,65,20,acc,True,3
1024,1,2,1,2,2,1,acc,144,51,acc,True,3
1039,1,2,2,1,1,1,acc,89,27,unacc,False,3
1040,1,2,2,1,1,2,acc,78,23,acc,True,3
1042,1,2,2,1,2,1,acc,90,27,acc,True,3
1046,1,2,2,2,0,2,acc,65,20,acc,True,3
1052,1,2,2,2,2,2,acc,65,20,acc,True,3
1066,1,2,3,1,1,1,acc,89,27,unacc,False,3
1067,1,2,3,1,1,2,acc,78,23,acc,True,3
1073,1,2,3,2,0,2,acc,65,20,acc,True,3
1075,1,2,3,2,1,1,acc,125,46,acc,True,3
1076,1,2,3,2,1,2,acc,65,20,acc,True,3
1090,1,1,0,1,0,1,acc,40,13,acc,True,3
1093,1,1,0,1,1,1,acc,40,13,acc,True,3
1096,1,1,0,1,2,1,acc,40,13,acc,True,3
1105,1,1,0,2,2,1,acc,145,51,acc,True,3
1118,1,1,1,1,0,2,acc,173,79,acc,True,3
1120,1,1,1,1,1,1,acc,40,13,acc,True,3
1123,1,1,1,1,2,1,acc,40,13,acc,True,3
1129,1,1,1,2,1,1,acc,131,47,acc,True,3
1145,1,1,2,1,0,2,acc,173,79,acc,True,3
1147,1,1,2,1,1,1,acc,40,13,acc,True,3
1150,1,1,2,1,2,1,acc,40,13,acc,True,3
1154,1,1,2,2,0,2,acc,166,67,acc,True,3
1159,1,1,2,2,2,1,acc,145,51,acc,True,3
1171,1,1,3,1,0,1,acc,40,13,acc,True,3
1174,1,1,3,1,1,1,acc,40,13,acc,True,3
1180,1,1,3,2,0,1,acc,116,41,unacc,False,3
1201,1,0,0,1,1,1,acc,98,31,acc,True,3
1252,1,0,2,1,0,1,acc,97,31,acc,True,3
1307,0,3,0,1,0,2,acc,81,24,acc,True,3
1312,0,3,0,1,2,1,acc,35,12,unacc,False,3
1340,0,3,1,1,2,2,acc,81,24,acc,True,3
1345,0,3,1,2,1,1,acc,124,45,acc,True,3
1349,0,3,1,2,2,2,acc,63,19,acc,True,3
1363,0,3,2,1,1,1,acc,35,12,unacc,False,3
1373,0,3,2,2,1,2,acc,63,19,acc,True,3
1375,0,3,2,2,2,1,acc,148,52,acc,True,3
1390,0,3,3,1,1,1,acc,35,12,unacc,False,3
1394,0,3,3,1,2,2,acc,81,24,acc,True,3
1397,0,3,3,2,0,2,acc,63,19,acc,True,3
1399,0,3,3,2,1,1,acc,124,45,acc,True,3
1402,0,3,3,2,2,1,acc,148,52,acc,True,3
1414,0,2,0,1,0,1,acc,28,10,acc,True,3
1415,0,2,0,1,0,2,acc,178,82,acc,True,3
1426,0,2,0,2,1,1,acc,126,46,unacc,False,3
1429,0,2,0,2,2,1,acc,147,52,acc,True,3
1444,0,2,1,1,1,1,acc,28,10,acc,True,3
1445,0,2,1,1,1,2,acc,177,82,vgood,False,3
1451,0,2,1,2,0,2,acc,157,61,unacc,False,3
1453,0,2,1,2,1,1,acc,127,46,unacc,False,3
1468,0,2,2,1,0,1,acc,28,10,acc,True,3
1471,0,2,2,1,1,1,acc,28,10,acc,True,3
1474,0,2,2,1,2,1,acc,28,10,acc,True,3
1478,0,2,2,2,0,2,acc,157,61,unacc,False,3
1480,0,2,2,2,1,1,acc,125,46,acc,True,3
1495,0,2,3,1,0,1,acc,28,10,acc,True,3
1496,0,2,3,1,0,2,acc,178,82,acc,True,3
1507,0,2,3,2,1,1,acc,125,46,acc,True,3
1549,0,1,1,1,0,1,acc,111,39,acc,True,3
1603,0,1,3,1,0,1,acc,114,39,good,False,3
1612,0,1,3,2,0,1,acc,121,43,acc,True,3
1630,0,0,0,1,0,1,acc,101,32,acc,True,3
1660,0,0,1,1,1,1,acc,100,32,acc,True,3
1666,0,0,1,2,0,1,acc,119,43,unacc,False,3
1720,0,0,3,2,0,1,acc,121,43,acc,True,3
1097,1,1,0,1,2,2,vgood,174,79,vgood,True,3
1106,1,1,0,2,2,2,vgood,168,67,vgood,True,3
1130,1,1,1,2,1,2,vgood,167,67,acc,False,3
1178,1,1,3,1,2,2,vgood,174,79,vgood,True,3
1184,1,1,3,2,1,2,vgood,167,67,acc,False,3
1214,1,0,0,2,2,2,vgood,170,68,vgood,True,3
1232,1,0,1,1,2,2,vgood,175,80,vgood,True,3
1256,1,0,2,1,1,2,vgood,175,80,vgood,True,3
1265,1,0,2,2,1,2,vgood,169,68,vgood,True,3
1268,1,0,2,2,2,2,vgood,170,68,vgood,True,3
1283,1,0,3,1,1,2,vgood,175,80,vgood,True,3
1286,1,0,3,1,2,2,vgood,175,80,vgood,True,3
1295,1,0,3,2,2,2,vgood,170,68,vgood,True,3
1475,0,2,2,1,2,2,vgood,179,82,vgood,True,3
1508,0,2,3,2,1,2,vgood,158,61,acc,False,3
1511,0,2,3,2,2,2,vgood,159,61,vgood,True,3
1538,0,1,0,2,2,2,vgood,160,62,unacc,False,3
1562,0,1,1,2,1,2,vgood,161,62,vgood,True,3
1589,0,1,2,2,1,2,vgood,162,62,good,False,3
1592,0,1,2,2,2,2,vgood,162,62,good,False,3
1616,0,1,3,2,1,2,vgood,162,62,good,False,3
1619,0,1,3,2,2,2,vgood,162,62,good,False,3
1646,0,0,0,2,2,2,vgood,164,64,vgood,True,3
1664,0,0,1,1,2,2,vgood,181,83,vgood,True,3
1673,0,0,1,2,2,2,vgood,164,64,vgood,True,3
1700,0,0,2,2,2,2,vgood,164,64,vgood,True,3
1202,1,0,0,1,1,2,good,175,80,vgood,False,3
1204,1,0,0,1,2,1,good,99,31,good,True,3
1213,1,0,0,2,2,1,good,146,51,good,True,3
1240,1,0,1,2,2,1,good,146,51,good,True,3
1253,1,0,2,1,0,2,good,176,80,good,True,3
1262,1,0,2,2,0,2,good,171,68,good,True,3
1264,1,0,2,2,1,1,good,133,48,good,True,3
1267,1,0,2,2,2,1,good,146,51,good,True,3
1280,1,0,3,1,0,2,good,176,80,good,True,3
1528,0,1,0,1,2,1,good,112,39,acc,False,3
1555,0,1,1,1,2,1,good,111,39,acc,False,3
1559,0,1,1,2,0,2,good,161,62,vgood,False,3
1561,0,1,1,2,1,1,good,130,47,acc,False,3
1564,0,1,1,2,2,1,good,149,52,good,True,3
1579,0,1,2,1,1,1,good,113,39,acc,False,3
1582,0,1,2,1,2,1,good,113,39,acc,False,3
1588,0,1,2,2,1,1,good,130,47,acc,False,3
1613,0,1,3,2,0,2,good,162,62,good,True,3
1618,0,1,3,2,2,1,good,149,52,good,True,3
1631,0,0,0,1,0,2,good,182,83,good,True,3
1661,0,0,1,1,1,2,good,180,83,vgood,False,3
1672,0,0,1,2,2,1,good,150,52,good,True,3
1687,0,0,2,1,1,1,good,100,32,acc,False,3
1696,0,0,2,2,1,1,good,134,48,good,True,3
1699,0,0,2,2,2,1,good,150,52,good,True,3
1712,0,0,3,1,0,2,good,182,83,good,True,3
1714,0,0,3,1,1,1,good,100,32,acc,False,3
690,2,1,1,1,2,0,unacc,1,0,unacc,True,4
48,3,3,1,2,1,0,unacc,1,0,unacc,True,4
205,3,2,3,1,2,1,unacc,26,10,unacc,True,4
1224,1,0,1,1,0,0,unacc,1,0,unacc,True,4
1491,0,2,3,0,2,0,unacc,1,0,unacc,True,4
1560,0,1,1,2,1,0,unacc,1,0,unacc,True,4
1089,1,1,0,1,0,0,unacc,1,0,unacc,True,4
1055,1,2,3,0,0,2,unacc,7,3,unacc,True,4
352,3,0,1,0,0,1,unacc,4,2,unacc,True,4
148,3,2,1,1,1,1,unacc,26,10,unacc,True,4
1446,0,2,1,1,2,0,unacc,1,0,unacc,True,4
1072,1,2,3,2,0,1,unacc,128,46,acc,False,4
892,1,3,1,0,0,1,unacc,4,2,unacc,True,4
543,2,2,0,0,1,0,unacc,1,0,unacc,True,4
609,2,2,2,1,2,0,unacc,1,0,unacc,True,4
1357,0,3,2,0,2,1,unacc,4,2,unacc,True,4
201,3,2,3,1,1,0,unacc,1,0,unacc,True,4
318,3,1,3,2,1,0,unacc,1,0,unacc,True,4
699,2,1,1,2,2,0,unacc,1,0,unacc,True,4
1272,1,0,3,0,1,0,unacc,1,0,unacc,True,4
1000,1,2,1,0,0,1,unacc,4,2,unacc,True,4
729,2,1,3,0,0,0,unacc,1,0,unacc,True,4
1216,1,0,1,0,0,1,unacc,4,2,unacc,True,4
325,3,0,0,0,0,1,unacc,4,2,unacc,True,4
190,3,2,3,0,0,1,unacc,4,2,unacc,True,4
131,3,2,0,2,1,2,unacc,68,21,unacc,True,4
539,2,3,3,2,2,2,unacc,71,22,unacc,True,4
534,2,3,3,2,1,0,unacc,1,0,unacc,True,4
1068,1,2,3,1,2,0,unacc,1,0,unacc,True,4
1563,0,1,1,2,2,0,unacc,1,0,unacc,True,4
441,2,3,0,1,0,0,unacc,1,0,unacc,True,4
98,3,3,3,1,2,2,unacc,52,17,unacc,True,4
471,2,3,1,1,1,0,unacc,1,0,unacc,True,4
198,3,2,3,1,0,0,unacc,1,0,unacc,True,4
524,2,3,3,1,0,2,unacc,56,18,unacc,True,4
76,3,3,2,2,1,1,unacc,132,48,unacc,True,4
1503,0,2,3,2,0,0,unacc,1,0,unacc,True,4
704,2,1,2,0,0,2,unacc,7,3,unacc,True,4
966,1,3,3,2,1,0,unacc,1,0,unacc,True,4
15,3,3,0,1,2,0,unacc,1,0,unacc,True,4
1170,1,1,3,1,0,0,unacc,1,0,unacc,True,4
246,3,1,1,0,1,0,unacc,1,0,unacc,True,4
871,1,3,0,0,2,1,unacc,4,2,unacc,True,4
654,2,1,0,0,2,0,unacc,1,0,unacc,True,4
171,3,2,2,1,0,0,unacc,1,0,unacc,True,4
1352,0,3,2,0,0,2,unacc,7,3,unacc,True,4
388,3,0,2,1,0,1,unacc,28,10,acc,False,4
1088,1,1,0,0,2,2,unacc,7,3,unacc,True,4
102,3,3,3,2,1,0,unacc,1,0,unacc,True,4
575,2,2,1,0,2,2,unacc,7,3,unacc,True,4
1293,1,0,3,2,2,0,unacc,1,0,unacc,True,4
574,2,2,1,0,2,1,unacc,4,2,unacc,True,4
329,3,0,0,0,1,2,unacc,7,3,unacc,True,4
629,2,2,3,0,2,2,unacc,7,3,unacc,True,4
1621,0,0,0,0,0,1,unacc,4,2,unacc,True,4
517,2,3,3,0,1,1,unacc,4,2,unacc,True,4
21,3,3,0,2,1,0,unacc,1,0,unacc,True,4
34,3,3,1,0,2,1,unacc,4,2,unacc,True,4
1596,0,1,3,0,1,0,unacc,1,0,unacc,True,4
1029,1,2,2,0,1,0,unacc,1,0,unacc,True,4
1611,0,1,3,2,0,0,unacc,1,0,unacc,True,4
