,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
238,1,1,1,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
319,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
81,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,democrat,16,9,democrat,True,2
124,-1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
187,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
289,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,0,democrat,16,9,democrat,True,2
70,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,0,democrat,16,9,democrat,True,2
6,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,democrat,13,5,republican,False,2
183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,democrat,7,2,republican,False,2
380,1,1,1,-1,-1,1,0,1,1,-1,1,-1,1,-1,1,1,democrat,16,9,democrat,True,2
103,1,-1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,1,0,-1,democrat,24,19,republican,False,2
43,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
408,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,0,1,1,1,democrat,16,9,democrat,True,2
352,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,0,democrat,26,22,republican,False,2
371,1,1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
147,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,democrat,20,15,democrat,True,2
341,-1,0,1,0,-1,1,1,1,1,1,1,-1,0,0,1,1,democrat,7,2,republican,False,2
383,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,democrat,16,9,democrat,True,2
320,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,democrat,16,9,democrat,True,2
370,1,1,1,-1,0,1,1,1,-1,1,0,0,-1,-1,1,1,democrat,16,9,democrat,True,2
367,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
423,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat,16,9,democrat,True,2
431,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,16,9,democrat,True,2
388,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,democrat,13,5,republican,False,2
19,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
13,1,1,1,-1,-1,1,1,1,0,1,1,0,-1,-1,1,0,democrat,16,9,democrat,True,2
288,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,1,1,democrat,16,9,democrat,True,2
415,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,1,democrat,16,9,democrat,True,2
421,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,democrat,16,9,democrat,True,2
90,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
50,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
174,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
179,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
213,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,democrat,16,9,democrat,True,2
398,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,democrat,16,9,democrat,True,2
243,-1,1,1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,1,1,democrat,16,9,democrat,True,2
221,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
329,1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
175,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
127,-1,0,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat,16,9,democrat,True,2
78,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,1,democrat,16,9,democrat,True,2
202,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
317,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,24,19,republican,False,2
193,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
286,-1,-1,1,-1,-1,1,0,1,0,1,1,1,-1,1,1,0,democrat,16,9,democrat,True,2
27,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
397,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,democrat,25,19,democrat,True,2
159,-1,1,1,-1,0,1,1,1,1,1,1,-1,-1,0,-1,0,democrat,16,9,democrat,True,2
336,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,0,1,democrat,16,9,democrat,True,2
20,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
108,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
406,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,democrat,16,9,democrat,True,2
208,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,democrat,16,9,democrat,True,2
104,0,0,0,0,-1,1,1,1,1,1,0,-1,1,1,-1,0,democrat,7,2,republican,False,2
321,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,democrat,16,9,democrat,True,2
337,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
325,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,democrat,20,15,democrat,True,2
31,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
354,-1,1,1,-1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,democrat,16,9,democrat,True,2
215,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,democrat,17,12,republican,False,2
85,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat,16,9,democrat,True,2
40,1,1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,0,democrat,16,9,democrat,True,2
139,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
76,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,democrat,16,9,democrat,True,2
110,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
149,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat,16,9,democrat,True,2
263,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
261,1,-1,1,-1,-1,0,1,1,1,-1,0,0,-1,0,0,0,democrat,16,9,democrat,True,2
88,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,1,democrat,16,9,democrat,True,2
376,1,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
368,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
216,1,1,1,-1,1,1,-1,-1,0,1,-1,-1,-1,1,1,0,democrat,16,9,democrat,True,2
47,1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,0,democrat,16,9,democrat,True,2
395,1,1,1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,democrat,7,2,republican,False,2
54,1,1,1,-1,-1,1,0,1,-1,-1,1,1,-1,1,-1,0,democrat,16,9,democrat,True,2
254,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,16,9,democrat,True,2
101,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,democrat,16,9,democrat,True,2
386,-1,0,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,democrat,16,9,democrat,True,2
164,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,democrat,20,15,democrat,True,2
271,-1,1,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,1,democrat,16,9,democrat,True,2
284,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,1,democrat,16,9,democrat,True,2
362,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,democrat,16,9,democrat,True,2
186,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
422,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
426,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
290,1,-1,1,-1,0,1,0,1,1,1,-1,-1,1,1,-1,1,democrat,16,9,democrat,True,2
3,-1,1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat,16,9,democrat,True,2
26,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
145,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,0,1,democrat,16,9,democrat,True,2
232,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
109,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
182,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
97,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,democrat,24,19,republican,False,2
210,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
307,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,0,democrat,16,9,democrat,True,2
246,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,democrat,16,9,democrat,True,2
93,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
212,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
396,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,democrat,16,9,democrat,True,2
95,1,-1,1,-1,1,1,-1,0,0,-1,1,0,0,0,1,1,democrat,16,9,democrat,True,2
129,0,0,1,-1,-1,-1,1,1,0,-1,0,0,0,0,0,0,democrat,16,9,democrat,True,2
130,1,0,1,-1,0,0,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,16,9,democrat,True,2
181,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,16,9,democrat,True,2
152,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,democrat,16,9,democrat,True,2
269,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,16,9,democrat,True,2
21,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,0,1,1,democrat,16,9,democrat,True,2
7,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,republican,21,15,democrat,False,3
18,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,republican,21,15,democrat,False,3
28,1,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,republican,28,20,democrat,False,3
30,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
36,1,0,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,1,republican,21,15,democrat,False,3
51,-1,1,-1,1,1,1,-1,0,-1,-1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
53,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
55,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,republican,21,15,democrat,False,3
57,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
58,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
61,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
65,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican,28,20,democrat,False,3
67,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
71,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,republican,14,5,republican,True,3
82,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
83,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
84,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
86,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
106,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
119,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
120,-1,0,0,1,1,1,-1,-1,-1,1,-1,1,1,1,0,1,republican,21,15,democrat,False,3
121,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
122,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican,21,15,democrat,False,3
133,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
134,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican,21,15,democrat,False,3
141,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,republican,27,20,republican,True,3
142,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,republican,27,20,republican,True,3
148,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,republican,21,15,democrat,False,3
155,1,1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,-1,republican,21,15,democrat,False,3
156,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,republican,28,20,democrat,False,3
163,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican,28,20,democrat,False,3
167,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,republican,14,5,republican,True,3
171,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
176,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,republican,14,5,republican,True,3
197,-1,0,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,republican,14,5,republican,True,3
211,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
228,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,1,republican,21,15,democrat,False,3
229,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,republican,14,5,republican,True,3
233,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
235,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican,21,15,democrat,False,3
247,-1,1,-1,1,1,1,0,-1,-1,-1,-1,0,1,1,-1,-1,republican,28,20,democrat,False,3
257,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,0,1,republican,21,15,democrat,False,3
273,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,0,1,republican,27,20,republican,True,3
274,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,republican,27,20,republican,True,3
276,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,republican,21,15,democrat,False,3
295,-1,1,-1,1,1,1,0,0,-1,1,-1,1,0,0,0,0,republican,27,20,republican,True,3
296,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,republican,14,5,republican,True,3
300,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,republican,27,20,republican,True,3
305,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
306,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
308,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
314,-1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,republican,28,20,democrat,False,3
315,-1,1,1,1,1,1,1,0,-1,-1,-1,-1,0,0,1,0,republican,14,5,republican,True,3
346,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
349,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,republican,14,5,republican,True,3
355,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,republican,14,5,republican,True,3
363,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,republican,21,15,democrat,False,3
364,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,republican,21,15,democrat,False,3
374,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,21,15,democrat,False,3
392,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican,21,15,democrat,False,3
399,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
400,-1,1,-1,1,1,1,-1,0,-1,-1,0,0,0,1,-1,0,republican,21,15,democrat,False,3
403,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,-1,republican,21,15,democrat,False,3
409,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,21,15,democrat,False,3
413,1,1,1,1,1,1,1,1,-1,1,0,0,0,1,-1,1,republican,14,5,republican,True,3
430,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,republican,14,5,republican,True,3
434,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,-1,republican,21,15,democrat,False,3
3,-1,1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat,26,19,democrat,True,3
4,1,1,1,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,1,democrat,26,19,democrat,True,3
20,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,democrat,24,19,republican,False,3
21,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,0,1,1,democrat,25,19,democrat,True,3
24,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
32,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat,25,19,democrat,True,3
34,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,25,19,democrat,True,3
40,1,1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,0,democrat,25,19,democrat,True,3
45,1,1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
47,1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,0,democrat,25,19,democrat,True,3
72,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
74,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,democrat,26,19,democrat,True,3
77,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,democrat,14,5,republican,False,3
81,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,democrat,25,19,democrat,True,3
90,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,25,19,democrat,True,3
92,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,0,1,1,democrat,25,19,democrat,True,3
96,-1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat,18,8,republican,False,3
98,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,26,19,democrat,True,3
104,0,0,0,0,-1,1,1,1,1,1,0,-1,1,1,-1,0,democrat,16,6,republican,False,3
108,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
116,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,25,19,democrat,True,3
129,0,0,1,-1,-1,-1,1,1,0,-1,0,0,0,0,0,0,democrat,25,19,democrat,True,3
130,1,0,1,-1,0,0,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,24,19,republican,False,3
143,0,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat,18,8,republican,False,3
147,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,democrat,18,8,republican,False,3
151,1,1,0,1,1,1,-1,-1,1,-1,1,0,1,1,-1,-1,democrat,14,5,republican,False,3
152,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,democrat,26,19,democrat,True,3
157,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,0,0,democrat,26,19,democrat,True,3
160,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,democrat,18,8,republican,False,3
162,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,democrat,26,19,democrat,True,3
169,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,democrat,25,19,democrat,True,3
170,1,-1,1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
172,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,democrat,25,19,democrat,True,3
174,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
178,0,-1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,0,democrat,25,19,democrat,True,3
179,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,25,19,democrat,True,3
184,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,25,19,democrat,True,3
189,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,25,19,democrat,True,3
193,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,25,19,democrat,True,3
198,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,0,-1,1,0,democrat,25,19,democrat,True,3
199,1,1,-1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,0,democrat,18,8,republican,False,3
200,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,democrat,25,19,democrat,True,3
205,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,democrat,26,19,democrat,True,3
213,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,democrat,26,19,democrat,True,3
222,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
232,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
236,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,25,19,democrat,True,3
238,1,1,1,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
241,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat,25,19,democrat,True,3
243,-1,1,1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,1,1,democrat,25,19,democrat,True,3
252,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,26,19,democrat,True,3
259,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,25,19,democrat,True,3
260,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,25,19,democrat,True,3
261,1,-1,1,-1,-1,0,1,1,1,-1,0,0,-1,0,0,0,democrat,24,19,republican,False,3
262,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,democrat,25,19,democrat,True,3
263,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
264,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
284,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,1,democrat,26,19,democrat,True,3
285,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,democrat,26,19,democrat,True,3
286,-1,-1,1,-1,-1,1,0,1,0,1,1,1,-1,1,1,0,democrat,26,19,democrat,True,3
288,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,1,1,democrat,26,19,democrat,True,3
289,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,0,democrat,26,19,democrat,True,3
290,1,-1,1,-1,0,1,0,1,1,1,-1,-1,1,1,-1,1,democrat,26,19,democrat,True,3
297,1,1,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,1,0,democrat,26,19,democrat,True,3
301,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,18,8,republican,False,3
309,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat,18,8,republican,False,3
311,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat,26,19,democrat,True,3
312,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,25,19,democrat,True,3
316,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,democrat,18,8,republican,False,3
320,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,democrat,26,19,democrat,True,3
321,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,democrat,25,19,democrat,True,3
