,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
277,3,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,2.462149662665384,57,10,2.93651291389402,0.225020494116202,3
279,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,2.376764491168297,57,10,2.93651291389402,0.31331829674393497,3
281,6,5,12,2,85.4,25.4,349.7,2.6,5.1,24.0,8.5,0.0,3.2492110246642736,56,10,2.5006159434931803,0.5603945955535558,3
282,6,3,2,7,84.9,27.5,353.5,3.4,4.2,51.0,4.0,0.0,0.0,7,0,1.6839246893914726,2.8356023595421673,3
284,5,4,2,5,85.2,4.9,15.8,6.3,7.5,46.0,8.0,0.0,3.228430037673012,7,0,1.6839246893914726,2.38549677087028,3
285,2,5,7,7,93.9,169.7,411.8,12.3,23.4,40.0,6.3,0.0,0.0,1,0,0.8939452074287288,0.7991380338847931,3
287,7,4,7,6,91.6,104.2,474.9,9.0,22.1,49.0,2.7,0.0,0.0,1,0,0.8939452074287288,0.7991380338847931,3
290,2,5,7,6,91.6,104.2,474.9,9.0,18.7,53.0,1.8,0.0,0.0,1,0,0.8939452074287288,0.7991380338847931,3
292,4,5,7,5,91.6,100.2,466.3,6.3,22.9,40.0,1.3,0.0,1.2919836816486494,1,0,0.8939452074287288,0.15843462695932237,3
293,7,6,7,2,93.1,180.4,430.8,11.0,26.9,28.0,5.4,0.0,4.471067201464611,1,0,0.8939452074287288,12.795801760215245,3
295,7,5,6,7,93.1,180.4,430.8,11.0,22.2,48.0,1.3,0.0,0.0,64,19,0.0,0.0,3
298,8,6,6,3,91.2,147.8,377.2,12.7,19.6,43.0,4.9,0.0,0.0,337,323,1.1074230893430197,1.2263858988100378,3
299,6,5,6,6,53.4,71.0,233.8,0.4,10.6,90.0,2.7,0.0,0.0,24,2,4.267176792994939,18.208797782674573,3
300,6,5,6,1,90.4,93.3,298.1,7.5,20.7,25.0,4.9,0.0,0.0,23,2,1.0784095813505905,1.162967225148756,3
301,6,5,6,1,90.4,93.3,298.1,7.5,19.1,39.0,5.4,0.0,1.5085119938441398,23,2,1.0784095813505905,0.18498808523277124,3
303,3,6,6,5,91.1,94.1,232.1,7.1,19.2,38.0,4.5,0.0,0.0,22,2,0.0,0.0,3
307,3,4,9,7,89.6,84.1,714.3,5.7,23.8,35.0,3.6,0.0,1.8213182714695997,27,3,1.4634468509025045,0.12807195365871074,3
310,7,4,9,7,92.4,105.8,758.1,9.9,25.3,27.0,2.7,0.0,0.0,27,3,1.4634468509025045,2.1416766854164573,3
311,6,3,9,7,92.4,105.8,758.1,9.9,24.8,28.0,1.8,0.0,2.727199019940971,27,3,1.4634468509025045,1.5970695447494283,3
312,2,4,9,7,50.4,46.2,706.6,0.4,12.2,78.0,6.3,0.0,0.0,27,3,1.4634468509025045,2.1416766854164573,3
318,6,5,9,4,92.8,119.0,783.5,7.5,21.6,27.0,2.2,0.0,0.0,77,29,1.1712186679101635,1.3717531680612578,3
319,5,4,9,4,92.8,119.0,783.5,7.5,21.6,28.0,6.3,0.0,1.6882490928583902,77,29,1.1712186679101635,0.2673204603221439,3
323,3,5,9,4,90.7,136.9,822.8,6.8,12.9,39.0,2.7,0.0,1.1568811967920856,77,29,1.1712186679101635,0.0002055630780617187,3
327,6,5,9,6,92.2,102.3,751.5,8.4,21.2,32.0,2.2,0.0,0.0,25,3,1.0106570971606843,1.021427768041261,3
329,4,3,9,6,92.2,102.3,751.5,8.4,23.5,27.0,4.0,0.0,1.4655675420143983,25,3,1.0106570971606843,0.206943512837004,3
331,7,4,9,6,91.2,124.4,795.3,8.5,21.5,28.0,4.5,0.0,2.8118094353930627,25,3,1.0106570971606843,3.244149745519964,3
332,4,4,9,6,91.2,124.4,795.3,8.5,17.1,41.0,2.2,0.0,2.503073953743449,25,3,1.0106570971606843,2.227308073812381,3
337,6,3,9,1,91.6,108.4,764.0,6.2,23.0,34.0,2.2,0.0,4.04375277610604,242,185,0.0,16.351936514265308,3
343,8,6,9,1,91.5,130.1,807.1,7.5,15.9,51.0,4.5,0.0,1.1568811967920856,123,74,0.3852624007906449,0.595395566342713,3
345,2,2,9,1,91.5,130.1,807.1,7.5,16.8,43.0,3.1,0.0,1.9213246735826988,123,74,0.3852624007906449,2.3594873058950903,3
347,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,0.0,172,118,1.9416152247724323,3.7698696810681027,3
353,7,4,9,5,92.1,99.0,745.3,9.6,19.8,47.0,2.7,0.0,1.000631880307906,172,118,1.9416152247724323,0.8854496545596455,3
357,6,3,9,5,92.5,122.0,789.7,10.2,15.9,55.0,3.6,0.0,0.0,172,118,1.9416152247724323,3.7698696810681027,3
358,6,3,9,5,92.5,122.0,789.7,10.2,19.7,39.0,2.7,0.0,0.0,172,118,1.9416152247724323,3.7698696810681027,3
360,6,5,9,5,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0.0,0.7371640659767197,172,118,1.9416152247724323,1.4507025939243352,3
362,7,4,9,5,88.2,55.2,732.3,11.6,15.2,64.0,3.1,0.0,0.418710334858185,172,118,1.9416152247724323,2.3192393037247254,3
365,6,5,9,2,91.9,111.7,770.3,6.5,19.6,45.0,3.1,0.0,3.0459499897146083,31,3,1.6372265163657975,1.9845018243639376,3
366,4,5,9,2,91.1,132.3,812.1,12.5,15.9,38.0,5.4,0.0,1.01160091167848,31,3,1.6372265163657975,0.3914073972403716,3
367,4,5,9,2,91.1,132.3,812.1,12.5,16.4,27.0,3.6,0.0,0.0,31,3,1.6372265163657975,2.680510665891285,3
372,4,5,8,7,92.0,203.2,664.5,8.1,10.4,75.0,0.9,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
373,5,4,8,4,94.8,222.4,698.6,13.9,20.3,42.0,2.7,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
374,6,5,9,5,90.3,290.0,855.3,7.4,10.3,78.0,4.0,0.0,2.96010509591084,174,119,0.0,8.762222178837325,3
376,8,6,8,1,92.1,207.0,672.6,8.2,21.1,54.0,2.2,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
379,4,5,1,7,18.7,1.1,171.4,0.0,5.2,100.0,0.9,0.0,0.0,11,0,0.0,0.0,3
382,8,6,8,3,95.2,217.7,690.0,18.0,28.2,29.0,1.8,0.0,1.925707441737794,5,0,1.1025570947626817,0.6775764937252476,3
383,9,6,8,4,91.6,248.4,753.8,6.3,20.5,58.0,2.7,0.0,3.7812307151781215,5,0,1.1025570947626817,7.175292364709559,3
385,2,4,8,7,91.6,181.3,613.0,7.6,20.9,50.0,2.2,0.0,2.833213344056216,5,0,1.1025570947626817,2.9951710532187645,3
391,8,6,9,5,91.1,91.3,738.1,7.2,20.7,46.0,2.7,0.0,3.43977686362963,172,118,1.9416152247724323,2.244488296143285,3
393,2,4,3,2,93.4,15.0,25.6,11.4,15.2,19.0,7.6,0.0,0.0,35,4,0.0,0.0,3
397,5,6,8,7,91.6,181.3,613.0,7.6,24.3,33.0,3.6,0.0,1.5325568680981427,5,0,1.1025570947626817,0.18489980506854786,3
402,9,9,8,5,94.8,227.0,706.7,12.0,25.0,36.0,4.0,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
408,4,3,9,5,90.3,290.0,855.3,7.4,19.9,44.0,3.1,0.0,2.174751721484161,176,120,0.0,4.729545050098322,3
411,7,4,2,5,84.6,3.2,43.6,3.3,8.2,53.0,9.4,0.0,1.7263316639055997,7,0,1.6839246893914726,0.0017983514874418268,3
412,9,4,7,1,92.3,92.1,442.1,9.8,22.8,27.0,4.5,0.0,0.9669838461896731,1,0,0.8939452074287288,0.005334642752051715,3
413,7,5,8,6,93.7,231.1,715.1,8.4,26.4,33.0,3.6,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
414,5,4,8,7,93.6,235.1,723.1,10.1,24.1,50.0,4.0,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
419,2,5,8,7,91.6,181.3,613.0,7.6,24.8,36.0,4.0,0.0,1.3987168811184478,5,0,1.1025570947626817,0.08771061905429303,3
421,2,4,8,3,95.2,217.7,690.0,18.0,30.8,19.0,4.5,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
427,2,4,8,1,92.1,207.0,672.6,8.2,27.9,33.0,2.2,0.0,1.208960345836975,5,0,1.1025570947626817,0.011321651839179115,3
428,1,3,8,4,94.8,222.4,698.6,13.9,26.2,34.0,5.8,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
430,7,4,9,4,89.7,287.2,849.3,6.8,19.4,45.0,3.6,0.0,0.0,77,29,1.1712186679101635,1.3717531680612578,3
432,8,6,8,4,94.8,222.4,698.6,13.9,23.9,38.0,6.7,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
435,2,5,7,6,90.8,84.7,376.6,5.6,23.8,51.0,1.8,0.0,0.0,1,0,0.8939452074287288,0.7991380338847931,3
436,8,6,8,1,92.1,207.0,672.6,8.2,26.8,35.0,1.3,0.0,0.4317824164255378,5,0,1.1025570947626817,0.449938669098299,3
442,6,5,4,1,87.9,24.9,41.6,3.7,10.9,64.0,3.1,0.0,1.4701758451005926,8,0,1.724550719534605,0.06470657674331957,3
444,2,5,9,5,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,2.394252281519869,176,120,0.0,5.732443987563098,3
445,5,5,8,7,94.0,47.9,100.7,10.7,17.3,80.0,4.5,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
446,6,5,8,7,92.0,203.2,664.5,8.1,19.1,70.0,2.2,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
448,7,4,9,3,89.7,284.9,844.0,10.1,10.5,77.0,4.0,0.0,0.0,30,3,1.3598234737914263,1.849119879874182,3
454,3,4,8,4,91.6,248.4,753.8,6.3,16.8,56.0,3.1,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
455,3,4,7,1,94.6,160.0,567.2,16.7,17.9,48.0,2.7,0.0,0.0,1,0,0.8939452074287288,0.7991380338847931,3
459,7,4,8,6,91.6,273.8,819.1,7.7,15.5,72.0,8.0,0.0,1.0784095813505905,5,0,1.1025570947626817,0.0005831024039871246,3
462,1,4,9,7,91.0,276.3,825.1,7.1,14.5,76.0,7.6,0.0,1.5496879080283263,27,3,1.4634468509025045,0.00743751993417927,3
463,6,5,2,2,75.1,4.4,16.2,1.9,4.6,82.0,6.3,0.0,1.8547342683894437,7,0,1.6839246893914726,0.029175912277464133,3
464,6,4,2,2,75.1,4.4,16.2,1.9,5.1,77.0,5.4,0.0,1.144222799920162,7,0,1.6839246893914726,0.29127812949890275,3
466,6,5,3,1,87.2,15.1,36.9,7.1,10.2,45.0,5.8,0.0,1.430311246536665,194,138,3.3446270301737613,3.66460491948211,3
468,6,5,3,4,91.3,20.6,43.5,8.5,13.3,27.0,3.6,0.0,2.0294631718735947,34,4,0.0,4.118720765991232,3
469,6,3,4,7,91.0,14.6,25.6,12.3,13.7,33.0,9.4,0.0,4.129228964075603,8,0,1.724550719534605,5.782477459768774,3
470,5,4,4,7,91.0,14.6,25.6,12.3,17.6,27.0,5.8,0.0,0.0,8,0,1.724550719534605,2.974075184247324,3
478,7,4,7,7,93.7,101.3,423.4,14.7,18.2,82.0,4.5,0.0,1.1662709371419244,1,0,0.8939452074287288,0.07416130306382446,3
482,3,4,8,7,94.9,130.3,587.1,14.1,23.4,40.0,5.8,0.0,0.8285518175661483,5,0,1.1025570947626817,0.07507889193154914,3
485,2,4,8,1,95.0,135.5,596.3,21.3,30.6,28.0,3.6,0.0,1.1216775615991057,5,0,1.1025570947626817,0.00036559225204278956,3
490,4,4,8,3,95.1,141.3,605.8,17.7,28.7,33.0,4.0,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
493,1,3,8,5,95.9,158.0,633.6,11.3,27.5,29.0,4.5,0.0,3.791436042439028,5,0,1.1025570947626817,7.230069995257055,3
502,4,4,8,2,96.1,181.1,671.2,14.3,20.7,69.0,4.9,0.4,0.0,5,0,1.1025570947626817,1.215632147211525,3
505,1,2,8,4,91.0,163.2,744.4,10.1,26.7,35.0,1.8,0.0,1.916922612182061,5,0,1.1025570947626817,0.6631911959617335,3
506,1,2,8,5,91.0,166.9,752.6,7.1,18.5,73.0,8.5,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
507,2,4,8,5,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0,5,0,1.1025570947626817,1.215632147211525,3
509,5,4,8,5,91.0,166.9,752.6,7.1,21.1,71.0,7.6,1.4,1.1537315878891892,5,0,1.1025570947626817,0.002618828746754959,3
510,6,5,8,5,91.0,166.9,752.6,7.1,18.2,62.0,5.4,0.0,0.3576744442718159,5,0,1.1025570947626817,0.5548501630022975,3
512,4,3,8,7,81.6,56.7,665.6,1.9,27.8,32.0,2.7,0.0,2.0068708488450007,5,0,1.1025570947626817,0.8177833658224568,3
513,2,4,8,7,81.6,56.7,665.6,1.9,21.9,71.0,5.8,0.0,4.012592060349841,5,0,1.1025570947626817,8.46830350093986,3
514,7,4,8,7,81.6,56.7,665.6,1.9,21.2,70.0,6.7,0.0,2.498151876538021,5,0,1.1025570947626817,1.9476847949185565,3
516,6,3,11,2,79.5,3.0,106.7,1.1,11.8,31.0,4.5,0.0,0.0,9,0,1.3834900715661875,1.9140447781222147,3
380,5,4,7,3,93.7,101.3,458.8,11.9,19.3,39.0,7.2,0.0,2.166765369851511,7,0,0.8446782414542677,1.747914375073669,4
296,6,4,6,7,90.4,89.5,290.8,6.4,14.3,46.0,1.8,0.0,0.6418538861723948,23,5,0.0,0.41197641119460554,4
103,2,4,9,6,92.5,121.1,674.4,8.6,24.1,29.0,4.5,0.0,0.0,21,3,0.9108715290148588,0.8296869423698667,4
417,6,5,3,3,93.4,17.3,28.3,9.9,13.8,24.0,5.8,0.0,0.0,98,45,1.144222799920162,1.309245815857135,4
101,3,4,8,2,88.8,147.3,614.5,9.0,14.4,66.0,5.4,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
389,7,4,8,5,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
498,6,5,8,2,96.1,181.1,671.2,14.3,33.3,26.0,2.7,0.0,3.726656818447966,2,0,0.897021900529437,8.006833768703801,4
91,8,6,3,5,91.7,35.8,80.8,7.8,17.4,24.0,5.4,0.0,0.0,97,45,0.0,0.0,4
5,8,6,8,7,92.3,85.3,488.0,14.7,22.2,29.0,5.4,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
304,6,5,5,6,85.1,28.0,113.8,3.5,11.3,94.0,4.9,0.0,0.0,25,5,0.0,0.0,4
47,6,6,7,1,94.2,62.3,442.9,11.0,23.0,36.0,3.1,0.0,0.0,7,0,0.8446782414542677,0.7134813315862742,4
54,4,3,8,4,91.7,114.3,661.3,6.3,17.6,45.0,3.6,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
355,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,2.643333886382519,21,3,0.9108715290148588,3.0014258196959105,4
441,8,6,8,1,92.1,207.0,672.6,8.2,25.5,29.0,1.8,0.0,0.8020015854720274,2,0,0.897021900529437,0.009028860273609381,4
227,8,6,8,6,92.2,81.8,480.8,11.9,20.1,34.0,4.5,0.0,4.08260930600368,2,0,0.897021900529437,10.147967117916119,4
495,6,6,8,1,96.2,175.5,661.8,16.8,23.9,42.0,2.2,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
110,4,4,3,5,85.9,19.5,57.3,2.8,13.7,43.0,5.8,0.0,0.0,47,13,0.0,0.0,4
308,2,4,9,7,92.4,105.8,758.1,9.9,16.0,45.0,1.8,0.0,0.0,21,3,0.9108715290148588,0.8296869423698667,4
288,7,4,7,6,91.6,104.2,474.9,9.0,24.2,32.0,1.8,0.0,0.0,7,0,0.8446782414542677,0.7134813315862742,4
465,2,2,2,6,79.5,3.6,15.3,1.8,4.6,59.0,0.9,0.0,2.0592388343623163,6,0,0.9942148462360272,1.134276095284426,4
40,4,4,7,2,79.5,60.6,366.7,1.5,23.3,37.0,3.1,0.0,0.0,7,0,0.8446782414542677,0.7134813315862742,4
387,5,5,3,4,90.9,18.9,30.6,8.0,11.6,48.0,5.4,0.0,0.0,98,45,1.144222799920162,1.309245815857135,4
456,2,4,8,4,91.6,248.4,753.8,6.3,16.6,59.0,2.7,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
96,3,4,2,6,83.9,8.0,30.2,2.6,12.7,48.0,1.8,0.0,0.0,6,0,0.9942148462360272,0.9884631604761271,4
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,0.0,24,5,0.0,0.0,4
457,1,4,8,3,91.7,191.4,635.9,7.8,19.9,50.0,4.0,0.0,4.427836170705175,2,0,0.897021900529437,12.466649410476633,4
11,7,5,9,6,92.8,73.2,713.0,22.6,19.3,38.0,4.0,0.0,0.0,21,3,0.9108715290148588,0.8296869423698667,4
82,1,2,8,2,94.8,108.3,647.1,17.0,18.6,51.0,4.5,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
176,6,5,4,4,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0.0,1.724550719534605,88,39,2.4790562361098245,0.5692785745424388,4
396,4,3,9,7,90.5,96.7,750.5,11.4,20.4,55.0,4.9,0.0,1.534714366238164,21,3,0.9108715290148588,0.3891798855548232,4
15,6,5,9,5,93.3,141.2,713.9,13.9,22.9,44.0,5.4,0.0,0.0,268,217,3.007166651179654,9.043051267967055,4
98,3,4,8,7,91.4,142.4,601.4,10.6,11.6,87.0,4.5,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
63,2,2,8,7,90.2,99.6,631.2,6.3,20.8,33.0,2.7,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
210,4,4,10,6,90.6,43.7,686.9,6.7,18.4,25.0,3.1,0.0,3.2280337626529665,4,0,0.0,10.420201972827469,4
291,9,4,7,6,91.6,104.2,474.9,9.0,25.3,39.0,0.9,0.0,2.19722457733622,7,0,0.8446782414542677,1.829381590707695,4
297,8,6,6,7,90.4,89.5,290.8,6.4,15.4,45.0,2.2,0.0,0.0,23,5,0.0,0.0,4
289,7,4,7,6,91.6,104.2,474.9,9.0,24.3,30.0,1.8,0.0,0.0,7,0,0.8446782414542677,0.7134813315862742,4
66,2,2,9,5,92.4,117.9,668.0,12.2,23.0,37.0,4.5,0.0,0.0,21,3,0.9108715290148588,0.8296869423698667,4
94,8,6,8,1,91.1,103.2,638.8,5.8,23.4,22.0,2.7,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
356,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,0.8153648132841945,21,3,0.9108715290148588,0.009121532749657914,4
140,2,5,9,1,90.9,126.5,686.5,7.0,21.9,39.0,1.8,0.0,0.3852624007906449,71,22,1.0260686234582614,0.41063261500953896,4
280,4,6,12,5,84.7,26.7,352.6,4.1,2.2,59.0,4.9,0.0,2.329227023940467,41,9,2.300583090323373,0.0008204749330604908,4
400,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,2.214846178686039,24,5,0.0,4.905543595240149,4
133,4,6,9,4,93.7,80.9,685.2,17.9,17.6,42.0,3.1,0.0,0.0,21,3,0.9108715290148588,0.8296869423698667,4
119,3,4,8,4,93.0,75.3,466.6,7.7,19.6,36.0,3.1,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
325,1,4,9,6,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,0.0,21,3,0.9108715290148588,0.8296869423698667,4
218,4,5,9,3,92.9,133.3,699.6,9.2,19.4,19.0,1.3,0.0,3.487986511734546,72,22,1.498042295731589,3.959877982803623,4
115,3,5,3,2,88.1,25.7,67.6,3.8,15.5,27.0,6.3,0.0,0.0,49,13,0.0,0.0,4
394,6,5,2,1,84.1,4.6,46.7,2.2,5.3,68.0,1.8,0.0,0.0,6,0,0.9942148462360272,0.9884631604761271,4
361,4,3,9,5,92.5,122.0,789.7,10.2,17.3,45.0,4.0,0.0,1.597365331199831,21,3,0.9108715290148588,0.47127374043837983,4
477,4,3,7,7,93.7,101.3,423.4,14.7,26.1,45.0,4.0,0.0,2.1234584270966104,7,0,0.8446782414542677,1.6352787631914643,4
90,6,5,8,6,90.2,96.9,624.2,8.9,14.7,59.0,5.8,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
390,7,4,2,1,84.7,9.5,58.3,4.1,7.5,71.0,6.3,0.0,2.394252281519869,6,0,0.9942148462360272,1.9601048201961577,4
267,2,2,8,2,92.1,152.6,658.2,14.3,23.7,24.0,3.1,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
131,4,6,3,1,87.2,23.9,64.7,4.1,14.0,39.0,3.1,0.0,0.0,46,13,0.0,0.0,4
504,4,3,8,3,94.5,139.4,689.1,20.0,28.9,29.0,4.9,0.0,3.923753928303845,2,0,0.897021900529437,9.16110676795538,4
67,2,2,9,5,92.4,117.9,668.0,12.2,19.6,33.0,5.4,0.0,0.0,21,3,0.9108715290148588,0.8296869423698667,4
122,3,4,9,7,92.4,124.1,680.7,8.5,22.5,42.0,5.4,0.0,0.0,76,22,2.2174352249056923,4.9170189766525585,4
461,8,6,8,6,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
340,2,5,9,1,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,1.5953389880545987,21,3,0.9108715290148588,0.46849570248431804,4
443,1,2,7,5,90.7,80.9,368.3,16.8,14.8,78.0,8.0,0.0,0.0,7,0,0.8446782414542677,0.7134813315862742,4
260,2,4,8,1,93.6,97.9,542.0,14.4,28.3,32.0,4.0,0.0,2.2874714551839976,2,0,0.897021900529437,1.9333499640390663,4
335,4,3,9,1,91.6,108.4,764.0,6.2,9.8,86.0,1.8,0.0,0.0,21,3,0.9108715290148588,0.8296869423698667,4
116,3,4,3,6,91.7,35.8,80.8,7.8,11.6,30.0,6.3,0.0,0.0,48,13,1.694899668354893,2.872684885789526,4
120,3,4,8,1,91.5,145.4,608.2,10.7,10.3,74.0,2.2,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
401,3,4,9,4,91.1,88.2,731.7,8.3,22.8,46.0,4.0,0.0,1.7833912195575383,21,3,0.9108715290148588,0.7612906103846933,4
392,1,3,9,7,91.0,276.3,825.1,7.1,21.9,43.0,4.0,0.0,4.27332721775054,76,22,2.2174352249056923,4.226691886243561,4
515,1,4,8,6,94.4,146.0,614.7,11.3,25.6,42.0,4.0,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
226,7,5,10,1,91.7,48.5,696.1,11.1,16.1,44.0,4.0,0.0,3.9193957597575593,4,0,0.0,15.361663121605535,4
80,1,2,8,7,91.4,142.4,601.4,10.6,19.5,39.0,6.3,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
453,4,5,8,4,89.4,266.2,803.3,5.6,17.4,54.0,3.1,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
104,2,4,1,6,82.1,3.7,9.3,2.9,5.3,78.0,3.1,0.0,0.0,10,0,0.0,0.0,4
79,1,2,8,2,91.0,121.2,561.6,7.0,21.6,19.0,6.7,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
314,4,4,9,3,92.6,115.4,777.1,8.8,19.7,41.0,1.8,0.0,0.947789398933526,21,3,0.9108715290148588,0.0013629291193316317,4
486,5,4,8,2,95.1,141.3,605.8,17.7,24.1,43.0,6.3,0.0,1.0986122886681098,2,0,0.897021900529437,0.040638684589900755,4
158,2,4,8,3,92.1,111.2,654.1,9.6,20.5,35.0,4.0,0.0,0.9707789171582248,2,0,0.897021900529437,0.005440097501979289,4
499,7,5,8,2,96.1,181.1,671.2,14.3,27.3,63.0,4.9,6.4,2.469793011977952,2,0,0.897021900529437,2.473608969006998,4
395,4,5,2,7,85.0,9.0,56.9,3.5,10.1,62.0,1.8,0.0,3.966132331075178,6,0,0.9942148462360272,8.832293536692662,4
160,7,4,3,1,90.1,39.7,86.6,6.2,16.1,29.0,3.1,0.0,1.01160091167848,94,44,0.0,1.023336404508732,4
155,7,4,8,7,94.8,108.3,647.1,17.0,16.4,47.0,1.3,0.0,0.9400072584914712,2,0,0.897021900529437,0.001847740999124215,4
205,4,5,9,4,92.9,137.0,706.4,9.2,22.1,34.0,1.8,0.0,2.745345985845907,150,75,0.2892202991980214,6.032553388611548,4
57,4,3,10,7,92.6,46.5,691.8,8.8,13.8,50.0,2.7,0.0,0.0,4,0,0.0,0.0,4
171,8,6,8,3,85.6,90.4,609.6,6.6,17.4,50.0,4.0,0.0,1.3056264580524355,2,0,0.897021900529437,0.1669576844285654,4
186,8,6,3,7,89.3,51.3,102.2,9.6,11.5,39.0,5.8,0.0,2.1029138978649784,167,96,0.0,4.422246861833677,4
181,8,6,10,1,84.9,32.8,664.2,3.0,19.1,32.0,4.0,0.0,1.8625285401162623,4,0,0.0,3.4690125627476154,4
235,8,6,8,7,91.4,142.4,601.4,10.6,19.6,41.0,5.8,0.0,5.285637313390662,2,0,0.897021900529437,19.2599452420031,4
484,2,5,8,7,94.9,130.3,587.1,14.1,33.1,25.0,4.0,0.0,3.311637304949512,2,0,0.897021900529437,5.830367551262723,4
501,7,5,8,2,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0,2,0,0.897021900529437,0.8046482900294432,4
261,3,4,8,5,91.6,112.4,573.0,8.9,11.2,84.0,7.6,0.0,1.4586150226995167,2,0,0.897021900529437,0.3153868348687381,4
128,3,5,10,3,91.4,37.9,673.8,5.2,15.9,46.0,3.6,0.0,0.0,4,0,0.0,0.0,4
146,5,4,3,1,90.1,39.7,86.6,6.2,13.2,40.0,5.4,0.0,0.6678293725756554,99,45,1.430311246536665,0.5813786081190928,4
398,1,2,8,6,93.7,231.1,715.1,8.4,25.9,32.0,3.1,0.0,0.0,2,0,0.897021900529437,0.8046482900294432,4
228,4,6,9,7,93.5,149.3,728.6,8.1,28.3,26.0,3.1,0.0,4.175924549214524,76,22,2.2174352249056923,3.8356804334316634,4
386,3,4,9,7,90.5,96.7,750.5,11.4,20.6,55.0,5.4,0.0,3.242201650171697,21,3,0.9108715290148588,5.435100133813158,4
481,4,3,7,4,93.2,114.4,560.0,9.5,30.2,22.0,4.9,0.0,0.0,7,0,0.8446782414542677,0.7134813315862742,4
433,2,4,8,7,93.6,235.1,723.1,10.1,20.9,66.0,4.9,0.0,2.7936160894318567,2,0,0.897021900529437,3.5970695173784275,4
134,3,5,3,2,88.1,25.7,67.6,3.8,14.9,38.0,2.7,0.0,0.0,49,13,0.0,0.0,4
451,1,4,8,5,90.5,196.8,649.9,16.3,11.8,88.0,4.9,0.0,2.3711778844596574,2,0,0.897021900529437,2.1731358649572767,4
404,2,4,9,3,87.9,84.8,725.1,3.7,21.8,34.0,2.2,0.0,1.951608170169951,21,3,0.9108715290148588,1.0831327562427833,4
55,4,3,9,4,92.9,137.0,706.4,9.2,27.7,24.0,2.2,0.0,0.0,150,75,0.2892202991980214,0.083648381468193,4
294,8,6,7,2,92.3,88.8,440.9,8.5,17.1,67.0,3.6,0.0,2.0241930674493576,7,0,0.8446782414542677,1.391255224742227,4
70,4,5,3,5,91.2,48.3,97.8,12.5,15.8,27.0,7.6,0.0,0.0,47,13,0.0,0.0,4
77,1,3,3,1,87.6,52.2,103.8,5.0,8.3,72.0,3.1,0.0,0.0,46,13,0.0,0.0,4
