,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue,testID
192,0.008310249307479225,0.491869918699187,0.4959677419354839,0.8,0.46153846153846156,0.18181818181818182,405,0.12210367943821916,0.14659032002585617,Train2
194,0.030470914127423823,0.11077235772357724,0.4959677419354839,0.15,0.11538461538461539,0.14772727272727273,114,0.12210418188618123,0.023492516182576816,Train2
195,0.030470914127423823,0.11077235772357724,0.4959677419354839,0.3,0.5,0.29545454545454547,208,0.12209984118813662,0.06445512936147371,Train2
199,0.012003693444136657,0.491869918699187,1.0,0.8,0.23076923076923078,1.0,1150,0.12205108143113196,0.36120326827609656,Train2
203,0.1505078485687904,0.016260162601626018,0.05493951612903226,0.0,0.019230769230769232,0.017045454545454544,21,0.12210493698070905,0.007914809694833562,Train2
204,0.09879963065558633,0.04725609756097561,0.11794354838709678,0.0,0.019230769230769232,0.045454545454545456,42,0.12211192213478389,0.0056433039869801275,Train2
207,0.4275161588180979,0.016260162601626018,0.11794354838709678,0.2,0.0,0.0,67,0.12204280932465443,0.017044412158284825,Train2
1,0.008091706001348618,0.4969818913480885,0.4959677419354839,0.25,0.5,0.18181818181818182,269,0.11454704244727537,0.07285145609996861,Test3
4,0.008091706001348618,0.4969818913480885,0.2439516129032258,0.25,0.5,0.09090909090909091,132,0.11458919150404828,0.049949401174473974,Test3
6,0.004045853000674309,1.0,0.4959677419354839,0.5,1.0,0.18181818181818182,367,0.11457346374633458,0.29819058875275634,Test3
7,0.004045853000674309,1.0,0.4959677419354839,0.5,1.0,0.18181818181818182,489,0.11457346374633458,0.29819058875275634,Test3
11,0.25826028320971006,0.026156941649899398,0.047064012096774195,0.03125,0.0625,0.03409090909090909,40,0.11463153022163763,0.009135607867880898,Test3
14,0.22454484153742413,-0.002012072434607646,-0.007056451612903226,0.0,0.0625,0.022727272727272728,10,0.11463128256483374,0.011497158388357867,Test3
16,0.10114632501685772,0.026911468812877263,0.0234375,0.0625,0.25,0.08522727272727272,19,0.11460305578275354,0.004390797245632589,Test3
19,0.06271072151045179,0.3083501006036217,0.07069052419354839,1.109375,0.5,0.36363636363636365,120,0.11462497197265785,0.20875109632024566,Test3
25,0.2043155765340526,0.026156941649899398,0.0234375,0.03125,0.0625,0.017045454545454544,69,0.11462913644332827,0.00782352187458161,Test3
26,0.2043155765340526,0.01006036217303823,0.08644153225806452,0.0,0.0625,0.03409090909090909,33,0.11461691461646588,0.007603238963096993,Test3
29,0.2043155765340526,0.01006036217303823,0.07069052419354839,0.03125,0.0625,0.03409090909090909,27,0.11462081821211784,0.00694029323910926,Test3
30,0.005394470667565745,0.07633299798792756,0.033203125,1.0234375,0.75,0.13636363636363635,274,0.1146459196452853,0.20217267466240071,Test3
31,0.005394470667565745,0.07633299798792756,0.033203125,1.0234375,0.75,0.13636363636363635,368,0.1146459196452853,0.20217267466240071,Test3
32,0.022252191503708697,0.15870221327967807,0.15700604838709678,0.234375,0.75,0.13636363636363635,32,0.11458053512819909,0.06163561127655656,Test3
34,0.026298044504383007,0.32344064386317906,0.32223412298387094,0.234375,0.75,0.13636363636363635,106,0.1145681165446905,0.07474760073286642,Test3
38,0.022252191503708697,0.11971830985915492,0.11794354838709678,0.0625,0.0625,0.028409090909090908,71,0.11459553717758764,0.003611403314705702,Test3
40,0.022252191503708697,0.056841046277665994,0.11794354838709678,0.0625,0.1875,0.028409090909090908,36,0.11459290486103108,0.0024398014605678873,Test3
41,0.022252191503708697,0.11971830985915492,0.2439516129032258,0.0625,0.1875,0.028409090909090908,40,0.11458136676791186,0.004305876987778915,Test3
42,0.022252191503708697,0.11971830985915492,0.2439516129032258,0.0625,0.1875,0.03409090909090909,52,0.11458037753063494,0.004229717058983777,Test3
46,0.5347269049224544,0.026156941649899398,0.0,0.0625,0.0625,0.005681818181818182,18,0.11468377394091918,0.037342692412470305,Test3
47,0.5347269049224544,0.056841046277665994,0.07069052419354839,0.0,0.0625,0.005681818181818182,20,0.11467266571861813,0.035972265400947855,Test3
52,0.08293998651382332,0.056841046277665994,0.2439516129032258,0.125,0.0625,0.017045454545454544,138,0.11459605742820993,0.0057374024898207135,Test3
55,0.06271072151045179,0.056841046277665994,0.18094758064516128,0.125,0.0625,0.011363636363636364,60,0.11460069102694836,0.004150736749135791,Test3
59,0.5279838165879973,0.01006036217303823,0.11794354838709678,0.0,0.0625,0.022727272727272728,20,0.11466257721360014,0.03561109663339448,Test3
61,0.5279838165879973,0.01006036217303823,0.11794354838709678,0.0,0.0625,0.022727272727272728,22,0.11466257721360014,0.03561109663339448,Test3
65,0.03910991233985165,0.11971830985915492,0.2439516129032258,1.0,0.0625,0.2159090909090909,259,0.11461993403558612,0.14341601243001867,Test3
72,0.10654079568442347,0.01006036217303823,0.0234375,0.0,0.1875,0.13636363636363635,22,0.1145904886014017,0.006028627096602624,Test3
76,0.19082939986513822,0.04225352112676056,0.06281502016129033,0.0,0.0625,0.13636363636363635,45,0.11460044945052185,0.007023850656492363,Test3
78,0.19082939986513822,0.006036217303822937,0.004032258064516129,0.046875,0.375,0.13636363636363635,36,0.11460651746210371,0.013886836779312567,Test3
82,0.19082939986513822,0.056841046277665994,0.2439516129032258,0.0625,0.125,0.6363636363636364,38,0.11449886658165274,0.058124823503412366,Test3
84,0.21105866486850977,0.056841046277665994,0.05493951612903226,0.0,0.1875,0.03409090909090909,22,0.11462138070788709,0.005193806558071469,Test3
86,0.08293998651382332,0.11971830985915492,0.05493951612903226,0.0,0.25,0.045454545454545456,40,0.11460192569844992,0.0037197938718903233,Test3
89,0.08293998651382332,0.11971830985915492,0.11794354838709678,0.25,0.0625,0.3068181818181818,66,0.11456942354957228,0.014921962037137757,Test3
90,0.08293998651382332,0.11971830985915492,0.4959677419354839,0.25,0.0625,0.3068181818181818,141,0.1145299417269765,0.03836504552777023,Test3
91,0.08293998651382332,0.11971830985915492,0.4959677419354839,0.25,0.0625,0.3068181818181818,189,0.1145299417269765,0.03836504552777023,Test3
98,0.006068779501011463,0.4969818913480885,0.2439516129032258,0.0,0.5,0.09090909090909091,185,0.11457082966496639,0.04799574382688789,Test3
100,0.12542144302090358,0.056841046277665994,0.0234375,0.0,0.0625,0.028409090909090908,24,0.11461424118752465,0.006184219532515589,Test3
101,0.06608226567768037,0.026156941649899398,0.08644153225806452,0.125,0.0625,0.03409090909090909,45,0.11460630205276101,0.004132052834903523,Test3
102,0.7302764666217127,0.026156941649899398,0.015561995967741936,0.0,0.0625,0.005681818181818182,7,0.11470601152445604,0.07250307471965202,Test3
106,0.25826028320971006,0.2454728370221328,0.11794354838709678,0.0,0.0625,0.005681818181818182,32,0.11463247414105378,0.010796815005953662,Test3
108,0.5954146999325691,0.026156941649899398,0.007686491935483871,0.0,0.0625,0.011363636363636364,11,0.11468627251848745,0.04765197599545735,Test3
111,0.5954146999325691,0.11971830985915492,0.05493951612903226,0.0,0.1875,0.03409090909090909,37,0.11467878494943302,0.04258664424287375,Test3
114,0.10991233985165205,0.11971830985915492,0.11794354838709678,0.0625,0.0625,0.03409090909090909,50,0.11460727022831978,0.002363151428994816,Test3
115,0.11328388401888065,0.11971830985915492,0.2439516129032258,0.125,0.0625,0.03409090909090909,76,0.11459911607523726,0.004741941707264034,Test3
118,0.005394470667565745,0.11971830985915492,0.18094758064516128,0.0625,0.0625,0.022727272727272728,49,0.11458749953247073,0.004814406132585634,Test3
119,0.005394470667565745,0.11971830985915492,0.18094758064516128,0.125,0.1875,0.028409090909090908,66,0.11459001753912157,0.0027596017406322244,Test3
124,0.5279838165879973,0.04225352112676056,0.0234375,0.0,0.0,0.0,20,0.11467773988018885,0.03952077239125745,Test3
128,0.022252191503708697,0.11971830985915492,0.2439516129032258,0.1875,0.0625,0.03409090909090909,70,0.11459042152787002,0.007066259144307003,Test3
133,0.055967633175994604,0.056841046277665994,0.11794354838709678,0.1875,0.1875,0.03409090909090909,32,0.11460584296173432,0.002622487113104388,Test3
135,0.022252191503708697,0.11971830985915492,0.2439516129032258,0.1875,0.375,0.09090909090909091,54,0.11457800445556782,0.012104627062159527,Test3
136,0.022252191503708697,0.11971830985915492,0.2439516129032258,0.1875,0.375,0.09090909090909091,65,0.11457800445556782,0.012104627062159527,Test3
137,0.08968307484828052,0.026156941649899398,0.05493951612903226,0.0,0.5,0.7272727272727273,30,0.11447976105191915,0.09389912295711351,Test3
138,0.06608226567768037,0.11971830985915492,0.11794354838709678,0.125,0.0625,0.017045454545454544,50,0.11460839385784531,0.0027457478619867617,Test3
140,0.05057316250842886,0.11971830985915492,0.11794354838709678,0.25,0.0625,0.03409090909090909,62,0.11461220941485013,0.0063492676963413895,Test3
143,0.03910991233985165,0.2454728370221328,0.2439516129032258,0.125,0.0625,0.03409090909090909,66,0.11459159600943858,0.008132840690061245,Test3
148,0.037086985839514496,0.2454728370221328,0.2439516129032258,0.5,0.5,0.09090909090909091,143,0.11460497777070601,0.050883087314793775,Test3
151,0.015509103169251517,0.4969818913480885,0.4959677419354839,0.5,0.5,0.13636363636363635,277,0.11457410112727462,0.09413791665478628,Test3
152,0.012137559002022926,0.4969818913480885,0.4959677419354839,0.5,0.5,0.13636363636363635,370,0.11457361180667276,0.09424200082397621,Test3
153,0.014160485502360081,1.0,0.4959677419354839,1.0,1.0,0.18181818181818182,510,0.11461106753332811,0.40604045955926765,Test3
154,0.020903573836817263,0.2454728370221328,0.3699596774193548,0.25,0.5,0.13636363636363635,214,0.11456348634685909,0.0369052146982061,Test3
156,0.008766014834794335,1.0,0.4959677419354839,2.0,1.0,0.13636363636363635,510,0.1146904672582215,0.8711996761410199,Test3
159,0.026298044504383007,0.056841046277665994,0.05493951612903226,0.0,0.0625,0.03409090909090909,17,0.11459557584876855,0.006249555199173663,Test3
161,0.026298044504383007,0.11971830985915492,0.11794354838709678,0.0,0.0625,0.045454545454545456,24,0.11458863958029043,0.004750508499703048,Test3
166,0.014160485502360081,0.2454728370221328,0.11794354838709678,0.25,1.0,0.18181818181818182,116,0.11457687479103336,0.12496769591402952,Test3
167,0.014160485502360081,0.4969818913480885,0.2439516129032258,0.5,0.25,0.045454545454545456,100,0.11461807401656288,0.05547216389373721,Test3
168,0.014160485502360081,0.4969818913480885,0.3699596774193548,1.25,0.25,0.045454545454545456,140,0.11465911729006173,0.25683069258316266,Test3
169,0.014160485502360081,0.2454728370221328,0.2439516129032258,1.0,1.0,0.18181818181818182,212,0.11461791761208084,0.258534770819411,Test3
171,0.12339851652056642,0.056841046277665994,0.05493951612903226,0.0,0.0625,0.022727272727272728,30,0.1146116466973942,0.005399340426807609,Test3
172,0.12339851652056642,0.11971830985915492,0.11794354838709678,0.5,0.0625,0.028409090909090908,41,0.11464183601203552,0.028814471321788254,Test3
177,0.0964261631827377,0.026156941649899398,0.0234375,0.015625,0.1875,0.045454545454545456,32,0.11460639304064973,0.004429888680324138,Test3
181,0.15037086985839515,0.026156941649899398,0.007686491935483871,0.0625,0.0625,0.017045454545454544,6,0.11462521096497609,0.0065374850827204485,Test3
184,0.05933917734322319,0.11971830985915492,0.08644153225806452,0.125,0.375,0.09090909090909091,33,0.11459532067345107,0.007814371282452192,Test3
187,0.03573836817262306,0.2454728370221328,0.18094758064516128,0.0625,0.375,0.045454545454545456,75,0.11458866683720703,0.011520356725613213,Test3
188,0.028320971004720162,0.2454728370221328,0.18094758064516128,0.25,0.375,0.06818181818181818,113,0.11459718456520408,0.015063752067286851,Test3
189,0.028320971004720162,0.4969818913480885,0.2439516129032258,0.5,0.75,0.13636363636363635,188,0.1146002617109687,0.11086539583627751,Test3
190,0.006068779501011463,0.4969818913480885,0.3699596774193548,0.25,0.5,0.09090909090909091,173,0.1145757373276476,0.05783326284802707,Test3
192,0.006068779501011463,0.4969818913480885,0.4959677419354839,1.0,1.5,0.18181818181818182,405,0.11459287119118987,0.48104119049450844,Test3
194,0.022252191503708697,0.11971830985915492,0.4959677419354839,0.1875,0.375,0.14772727272727273,114,0.1145417907524709,0.033937209190609656,Test3
195,0.022252191503708697,0.11971830985915492,0.4959677419354839,0.375,1.625,0.29545454545454547,208,0.11451951996854988,0.39901133376011666,Test3
197,0.022252191503708697,0.2454728370221328,0.4959677419354839,0.875,3.25,0.5909090909090909,397,0.1144943185238994,1.7546386211468852,Test3
198,0.008766014834794335,0.4969818913480885,1.0,0.75,0.75,1.0,915,0.11438616267942465,0.42461425328186725,Test3
200,0.10991233985165205,0.010437625754527164,0.05493951612903226,0.0,0.0625,0.017045454545454544,12,0.11460948127370914,0.006776874564707273,Test3
204,0.07215104517869184,0.056841046277665994,0.11794354838709678,0.0,0.0625,0.045454545454545456,42,0.11459367184316736,0.004532369265387749,Test3
57,0.5279838165879973,0.01006036217303823,0.11794354838709678,0.0,0.0625,0.022727272727272728,12,0.11466257721360014,0.03561109663339448,Train3
62,0.07282535401213756,0.026156941649899398,0.007686491935483871,0.0,0.5,0.11363636363636363,36,0.11458908801166612,0.024045430469308442,Train3
2,0.008091706001348618,0.4969818913480885,0.4959677419354839,0.25,0.5,0.18181818181818182,220,0.11454704244727537,0.07285145609996861,Train3
105,0.25826028320971006,0.11971830985915492,0.05493951612903226,0.0,0.0625,0.005681818181818182,32,0.11463580950907226,0.008876699407738366,Train3
120,0.0,0.2454728370221328,0.2439516129032258,0.0625,0.375,0.06818181818181818,100,0.11457294277515846,0.014385155045830498,Train3
81,0.19082939986513822,0.056841046277665994,0.05493951612903226,0.0625,0.1875,0.36363636363636365,38,0.11456558615061695,0.01710174076656971,Train3
162,0.026298044504383007,0.2454728370221328,0.11794354838709678,0.0,0.0625,0.045454545454545456,34,0.1145918845346426,0.007399623743196213,Train3
132,0.055967633175994604,0.056841046277665994,0.11794354838709678,0.1875,0.125,0.03409090909090909,26,0.11460634788363357,0.002883822825507618,Train3
176,0.0964261631827377,0.026156941649899398,0.05493951612903226,0.015625,0.0625,0.028409090909090908,30,0.11460708041926931,0.00559191581797244,Train3
28,0.2043155765340526,0.026156941649899398,0.07069052419354839,0.03125,0.0625,0.028409090909090908,77,0.11462222279352328,0.006472969416606917,Train3
126,0.022252191503708697,0.11971830985915492,0.11794354838709678,0.0625,0.1875,0.03409090909090909,45,0.11459353811987627,0.0017111419130725572,Train3
36,0.022252191503708697,0.02540241448692153,0.0234375,0.0625,0.0625,0.022727272727272728,20,0.11460396310960946,0.006757392996258579,Train3
93,0.026972353337828724,0.2454728370221328,0.2439516129032258,0.0078125,0.375,0.06818181818181818,132,0.11457290490506576,0.014745868726088606,Train3
95,0.006068779501011463,1.0,0.4959677419354839,0.5,1.0,0.13636363636363635,465,0.1145816712510304,0.2967868933369549,Train3
50,0.4605529332434255,0.018108651911468814,0.11794354838709678,0.0,0.0625,0.005681818181818182,24,0.11465596630376508,0.02693286007990905,Train3
144,0.02899527983816588,0.2454728370221328,0.2439516129032258,0.25,0.0625,0.03409090909090909,86,0.11459916218305356,0.011993052018994338,Train3
104,0.3931220498988537,0.04225352112676056,0.0234375,0.0,0.0625,0.005681818181818182,16,0.11465667335833,0.020595730837156382,Train3
73,0.19082939986513822,0.04225352112676056,0.03918850806451613,0.0,0.375,0.13636363636363635,36,0.11460039243716623,0.012779508394888126,Train3
201,0.10991233985165205,0.026156941649899398,0.05493951612903226,0.0,0.0625,0.017045454545454544,14,0.11460988689191515,0.006247037373163798,Train3
193,0.0667565745111261,0.11971830985915492,0.11794354838709678,0.25,0.3125,0.1590909090909091,70,0.11459077524609433,0.00869900047216462,Train3
182,0.15037086985839515,0.026156941649899398,0.0234375,0.0625,0.0625,0.028409090909090908,11,0.11462158743831681,0.005798555474537596,Train3
180,0.0964261631827377,0.11971830985915492,0.11794354838709678,0.25,0.0625,0.07386363636363637,109,0.11461193949981587,0.005616777741872011,Train3
80,0.21105866486850977,0.056841046277665994,0.03918850806451613,0.0,0.125,0.022727272727272728,16,0.11462550913116325,0.006007448887555345,Train3
117,0.14025623735670936,0.056841046277665994,0.05493951612903226,0.015625,0.1875,0.03409090909090909,24,0.114612234290754,0.003071166060910241,Train3
125,0.022252191503708697,0.11971830985915492,0.05493951612903226,0.0,0.1875,0.03409090909090909,27,0.1145956013322864,0.0038835129902655015,Train3
97,0.006068779501011463,0.4969818913480885,0.4959677419354839,0.0,0.5,0.13636363636363635,277,0.11453659447565213,0.06956534698711538,Train3
186,0.023600809170600135,0.2454728370221328,0.2439516129032258,0.25,0.25,0.06818181818181818,130,0.11459092911357083,0.011123582779480603,Train3
53,0.12339851652056642,0.056841046277665994,0.11794354838709678,0.0,0.0625,0.011363636363636364,36,0.11460704489532707,0.004878975827000839,Train3
48,0.2043155765340526,0.026156941649899398,0.11794354838709678,0.03125,0.0625,0.028409090909090908,40,0.11461728760108318,0.00605185560955077,Train3
69,0.05933917734322319,0.11971830985915492,0.05493951612903226,0.0625,0.1875,0.10795454545454546,32,0.1145926408563276,0.0016166874811098305,Train3
94,0.026972353337828724,0.2454728370221328,0.3699596774193548,0.5,0.75,0.09090909090909091,237,0.11458832917327756,0.09696976728239493,Train3
107,0.5954146999325691,0.056841046277665994,0.007686491935483871,0.0,0.0625,0.011363636363636364,11,0.11468706423987612,0.0468541404985566,Train3
131,0.055967633175994604,0.056841046277665994,0.11794354838709678,0.0,0.125,0.03409090909090909,16,0.11459279666934936,0.0033168749173548336,Train3
10,0.25826028320971006,0.056841046277665994,0.03918850806451613,0.0,0.0625,0.011363636363636364,38,0.1146348428994709,0.009799095176393833,Train3
205,0.05461901550910317,0.056841046277665994,0.11794354838709678,0.25,0.125,0.045454545454545456,46,0.11460869074571213,0.005246018247954745,Train3
149,0.037086985839514496,0.11971830985915492,0.11794354838709678,0.125,0.375,0.045454545454545456,105,0.11459671491243124,0.008097199231223843,Train3
185,0.05933917734322319,0.11971830985915492,0.11794354838709678,0.125,0.25,0.07954545454545454,58,0.11459501889162194,0.0015767148964356981,Train3
208,0.3122049898853675,0.056841046277665994,0.05493951612903226,0.0,0.0,0.0,45,0.11464351019755518,0.01574565890570425,Train3
71,0.03910991233985165,0.18259557344064387,0.11794354838709678,0.0625,0.1875,0.2727272727272727,64,0.11455605923209194,0.008471265975344025,Train3
164,0.026298044504383007,0.2454728370221328,0.2439516129032258,0.0,0.0625,0.045454545454545456,46,0.11457872398223741,0.009917506808977758,Train3
122,1.0,0.04225352112676056,0.007686491935483871,0.0,0.0,0.0,12,0.11474788750924175,0.1435541580998736,Train3
33,0.022252191503708697,0.15870221327967807,0.15700604838709678,0.234375,0.75,0.13636363636363635,63,0.11458053512819909,0.06163561127655656,Train3
178,0.0964261631827377,0.056841046277665994,0.05493951612903226,0.0625,0.0625,0.07954545454545454,38,0.11460235688529706,0.003532884168290064,Train3
103,0.7302764666217127,0.04225352112676056,0.0234375,0.0,0.0625,0.005681818181818182,13,0.11470560433231854,0.0717785131660754,Train3
121,0.0,0.2454728370221328,0.2439516129032258,0.25,0.375,0.06818181818181818,133,0.11458649398506249,0.017855884931655044,Train3
79,0.10991233985165205,0.04225352112676056,0.18094758064516128,0.046875,0.0625,0.17613636363636365,84,0.11457283090422556,0.005783230609279183,Train3
175,0.15711395819285232,0.056841046277665994,0.2439516129032258,0.0078125,0.0625,0.045454545454545456,50,0.1145934067653137,0.007036736957533321,Train3
173,0.15711395819285232,0.026156941649899398,0.05493951612903226,0.0,0.0625,0.03977272727272727,25,0.1146127804163017,0.0063502783488443605,Train3
39,0.022252191503708697,0.056841046277665994,0.05493951612903226,0.0625,0.1875,0.028409090909090908,26,0.11459948515081458,0.003165831407136324,Train3
70,0.03910991233985165,0.11971830985915492,0.11794354838709678,0.0625,0.1875,0.13636363636363635,62,0.11457817845754202,0.001755350549080454,Train3
99,0.3122049898853675,0.0,0.0,0.0,0.0625,0.005681818181818182,6,0.11464628739087578,0.01618809074964554,Train3
67,0.05933917734322319,0.01006036217303823,0.0234375,0.0,0.1875,0.056818181818181816,26,0.11459748742683629,0.005729693292608834,Train3
51,0.4605529332434255,0.01006036217303823,0.0234375,0.0,0.0625,0.005681818181818182,24,0.11466562893599558,0.028803162299356352,Train3
112,0.14025623735670936,0.11971830985915492,0.05493951612903226,0.0625,0.1875,0.03409090909090909,40,0.11461724456049703,0.001455232397519212,Train3
146,0.02899527983816588,0.2454728370221328,0.2439516129032258,0.5,0.3125,0.045454545454545456,93,0.11461323220984965,0.03628788867335527,Train3
83,0.21105866486850977,0.056841046277665994,0.0234375,0.0,0.0625,0.011363636363636364,16,0.11462963753528649,0.008249231041311568,Train3
27,0.2043155765340526,0.01006036217303823,0.03918850806451613,0.03125,0.0625,0.017045454545454544,27,0.1146270760329234,0.007895941379590416,Train3
157,0.06405933917734322,0.056841046277665994,0.007686491935483871,0.0,0.0625,0.022727272727272728,8,0.1146079698960726,0.007058981519452108,Train3
203,0.10991233985165205,0.026156941649899398,0.05493951612903226,0.0,0.0625,0.017045454545454544,21,0.11460988689191515,0.006247037373163798,Train3
75,0.19082939986513822,0.04225352112676056,0.18094758064516128,0.046875,0.375,0.13636363636363635,50,0.11458897457457029,0.011057609908577315,Train3
17,0.08496291301416048,0.026156941649899398,0.07069052419354839,0.0,0.4375,0.18181818181818182,28,0.11457290336340098,0.017701962071432677,Train3
116,0.10991233985165205,0.11971830985915492,0.2439516129032258,0.125,0.0625,0.03409090909090909,66,0.11459862675646527,0.004735900335620257,Train3
22,0.08496291301416048,0.13858148893360162,0.08959173387096774,0.0,0.375,0.36363636363636365,61,0.11454267958846716,0.02331124850224191,Train3
66,0.049224544841537425,0.01006036217303823,0.007686491935483871,0.0,0.1875,0.056818181818181816,17,0.11459766453865876,0.00645838279028085,Train3
63,0.03910991233985165,0.11971830985915492,0.11794354838709678,0.5,0.0625,0.2159090909090909,144,0.11459695840502604,0.03268603398000696,Train3
145,0.02899527983816588,0.11971830985915492,0.2439516129032258,0.5,0.3125,0.045454545454545456,74,0.11460998721903957,0.03364101479018514,Train3
129,0.022252191503708697,0.11971830985915492,0.2439516129032258,0.1875,0.0625,0.03409090909090909,80,0.11459042152787002,0.007066259144307003,Train3
130,0.022252191503708697,0.4969818913480885,0.2439516129032258,0.375,0.0625,0.056818181818181816,136,0.11460975051081662,0.04191159783914721,Train3
68,0.05933917734322319,0.056841046277665994,0.05493951612903226,0.0,0.1875,0.13636363636363635,32,0.1145815551042499,0.0041950303253195645,Train3
77,0.19082939986513822,0.018108651911468814,0.18094758064516128,0.046875,0.0625,0.13636363636363635,53,0.11459087620296775,0.006569176341576542,Train3
20,0.08496291301416048,0.08827967806841046,0.09116683467741936,0.0,0.3125,0.18181818181818182,30,0.11457337773582749,0.007547526112784844,Train3
3,0.008091706001348618,0.4969818913480885,0.4959677419354839,0.25,0.5,0.18181818181818182,172,0.11454704244727537,0.07285145609996861,Train3
134,0.022252191503708697,0.11971830985915492,0.2439516129032258,0.09375,0.1875,0.09090909090909091,45,0.1145727436930868,0.003825213249187847,Train3
96,0.006068779501011463,1.0,0.4959677419354839,0.5,0.5,0.13636363636363635,465,0.11458571087846363,0.199912817874736,Train3
206,0.07282535401213756,0.11971830985915492,0.11794354838709678,0.0,0.125,0.07954545454545454,52,0.11458895187334216,0.0022070902063984197,Train3
23,0.06271072151045179,0.18888329979879276,0.08959173387096774,0.0,0.375,0.36363636363636365,76,0.11454074807710296,0.024295497540861632,Train3
147,0.022252191503708697,0.2454728370221328,0.2439516129032258,0.5,0.3125,0.056818181818181816,111,0.11461027510306467,0.036392706813802335,Train3
127,0.022252191503708697,0.11971830985915492,0.11794354838709678,0.0625,0.0625,0.03409090909090909,56,0.11459454794318258,0.003535122824158552,Train3
199,0.008766014834794335,0.4969818913480885,1.0,1.0,0.75,1.0,1150,0.11440423108330942,0.48913311944310295,Train3
12,0.02899527983816588,0.11971830985915492,0.11794354838709678,0.5078125,0.0625,0.045454545454545456,92,0.11462573211743217,0.030614484186515117,Train3
87,0.08293998651382332,0.11971830985915492,0.05493951612903226,0.0625,0.0625,0.11363636363636363,35,0.11459608667816813,0.0032394574766083316,Train3
113,0.14025623735670936,0.11971830985915492,0.05493951612903226,0.0625,0.1875,0.03409090909090909,34,0.11461724456049703,0.001455232397519212,Train3
13,0.022252191503708697,0.2454728370221328,0.2439516129032258,0.5078125,0.0625,0.045454545454545456,138,0.11461483790573417,0.035961125812492535,Train3
202,0.10991233985165205,0.010437625754527164,0.05493951612903226,0.0,0.0625,0.017045454545454544,18,0.11460948127370914,0.006776874564707273,Train3
57,0.5279838165879973,0.01006036217303823,0.11794354838709678,0.0,0.0625,0.022727272727272728,12,0.17395017957834147,0.053503577118935615,Test4
62,0.07282535401213756,0.026156941649899398,0.007686491935483871,0.0,0.5,0.11363636363636363,36,0.17410485329158953,0.022559994374131667,Test4
2,0.008091706001348618,0.4969818913480885,0.4959677419354839,0.25,0.5,0.18181818181818182,220,0.17426801697817407,0.04584764912126974,Test4
105,0.25826028320971006,0.11971830985915492,0.05493951612903226,0.0,0.0625,0.005681818181818182,32,0.17394398354023752,0.025504665778148018,Test4
120,0.0,0.2454728370221328,0.2439516129032258,0.0625,0.375,0.06818181818181818,100,0.17411275809634083,0.008964732984381302,Test4
81,0.19082939986513822,0.056841046277665994,0.05493951612903226,0.0625,0.1875,0.36363636363636365,38,0.17405521620787098,0.023523246876564163,Test4
162,0.026298044504383007,0.2454728370221328,0.11794354838709678,0.0,0.0625,0.045454545454545456,34,0.1739690628864178,0.020160370562202375,Test4
132,0.055967633175994604,0.056841046277665994,0.11794354838709678,0.1875,0.125,0.03409090909090909,26,0.17397669688892536,0.008377602937575728,Test4
176,0.0964261631827377,0.026156941649899398,0.05493951612903226,0.015625,0.0625,0.028409090909090908,30,0.17392807602504576,0.022246569177281395,Test4
28,0.2043155765340526,0.026156941649899398,0.07069052419354839,0.03125,0.0625,0.028409090909090908,77,0.17393594342035867,0.022585739068738817,Test4
126,0.022252191503708697,0.11971830985915492,0.11794354838709678,0.0625,0.1875,0.03409090909090909,45,0.17399973526570303,0.008521935859746822,Test4
36,0.022252191503708697,0.02540241448692153,0.0234375,0.0625,0.0625,0.022727272727272728,20,0.17392306182838382,0.021869534790274966,Test4
93,0.026972353337828724,0.2454728370221328,0.2439516129032258,0.0078125,0.375,0.06818181818181818,132,0.17410992351436003,0.01159911506648899,Test4
95,0.006068779501011463,1.0,0.4959677419354839,0.5,1.0,0.13636363636363635,465,0.17454691071294226,0.23108987442707196,Test4
50,0.4605529332434255,0.018108651911468814,0.11794354838709678,0.0,0.0625,0.005681818181818182,24,0.17394506159932663,0.04464541231144383,Test4
144,0.02899527983816588,0.2454728370221328,0.2439516129032258,0.25,0.0625,0.03409090909090909,86,0.1740010947913694,0.012847160341935135,Test4
104,0.3931220498988537,0.04225352112676056,0.0234375,0.0,0.0625,0.005681818181818182,16,0.1739339820274436,0.03925526701251634,Test4
73,0.19082939986513822,0.04225352112676056,0.03918850806451613,0.0,0.375,0.13636363636363635,36,0.17407304079836194,0.01608269061016559,Test4
201,0.10991233985165205,0.026156941649899398,0.05493951612903226,0.0,0.0625,0.017045454545454544,14,0.17392525495159347,0.023664262783222114,Test4
193,0.0667565745111261,0.11971830985915492,0.11794354838709678,0.25,0.3125,0.1590909090909091,70,0.17408836596491103,0.0017136397551095629,Test4
182,0.15037086985839515,0.026156941649899398,0.0234375,0.0625,0.0625,0.028409090909090908,11,0.17392994441186768,0.021247181479945008,Test4
180,0.0964261631827377,0.11971830985915492,0.11794354838709678,0.25,0.0625,0.07386363636363637,109,0.17397673897305033,0.010163696587056133,Test4
80,0.21105866486850977,0.056841046277665994,0.03918850806451613,0.0,0.125,0.022727272727272728,16,0.17395759150682596,0.02082973501384308,Test4
117,0.14025623735670936,0.056841046277665994,0.05493951612903226,0.015625,0.1875,0.03409090909090909,24,0.1739838528587243,0.014031554699554303,Test4
