,buying_high,buying_low,buying_med,buying_vhigh,maint_high,maint_low,maint_med,maint_vhigh,doors_2,doors_3,doors_4,doors_5more,persons_2,persons_4,persons_more,lug_boot_big,lug_boot_med,lug_boot_small,safety_high,safety_low,safety_med
467,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
468,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
470,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
472,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
473,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
474,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
475,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
476,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
477,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
478,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
479,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False
480,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
481,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
483,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
484,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True
485,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
486,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
487,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
488,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
489,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
490,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
491,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
493,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
494,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
495,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
497,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
498,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
499,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
500,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
502,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
503,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
504,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
505,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
506,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False
509,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
510,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
511,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
512,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
514,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
515,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
516,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
517,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
518,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
520,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
521,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False
523,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
525,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
526,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
527,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
528,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
530,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
531,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
532,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
533,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False
534,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
535,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
536,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
537,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
538,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True
539,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False
540,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
541,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
542,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
543,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
544,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
546,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
547,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
548,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
549,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
550,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
552,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
553,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
555,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
558,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
559,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
561,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
564,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
567,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
568,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
569,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
572,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
573,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
574,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
576,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
579,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
580,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
582,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
585,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
586,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
588,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
591,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
596,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
597,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
598,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
599,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
600,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
601,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
602,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
603,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
604,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
606,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
609,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
612,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
615,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
618,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
621,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
623,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False
625,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
626,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
627,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
628,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
630,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
631,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
636,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
639,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
640,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
642,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
645,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
649,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
650,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
652,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
653,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False
654,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
655,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
656,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
657,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False
658,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True
661,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
663,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
666,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
667,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True
669,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
670,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
672,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False
675,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
676,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
677,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
679,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
680,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
683,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
684,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
685,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
688,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
690,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
694,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
696,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
699,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
702,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
704,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
705,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
706,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
707,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
709,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
710,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
712,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
714,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
717,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
720,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
721,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
723,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
726,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
729,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
730,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
731,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False
732,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
733,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
734,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
735,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
736,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
739,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
744,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False
748,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
750,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
753,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
756,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
758,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
760,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
761,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
762,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
763,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
764,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
765,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
766,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
769,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
771,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
774,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
775,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
777,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
778,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
780,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
787,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
791,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
792,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
793,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
795,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
796,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
798,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
801,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
802,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
804,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
807,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
810,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
811,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
812,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
814,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
815,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
817,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
818,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
819,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
820,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
822,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
825,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
829,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
831,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
834,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
837,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
838,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
839,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False
841,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
842,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
843,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
844,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
846,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
847,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
849,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
852,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
855,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
856,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
858,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
864,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False
865,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True
866,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False
867,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False
868,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True
869,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False
870,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False
871,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True
872,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False
873,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
874,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True
876,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False
877,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True
879,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
883,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
884,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False
888,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
892,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
893,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False
894,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
895,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
896,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
897,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
898,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
899,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
900,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
901,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
903,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
904,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
906,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
909,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
910,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
912,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
918,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
919,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
921,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
922,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
924,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
925,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
926,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
927,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
928,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
930,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
933,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
936,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
937,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
939,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
942,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
945,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
948,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
949,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
950,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
951,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
952,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
953,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False
954,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
955,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
957,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
960,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
963,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
964,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
966,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
972,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
973,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
974,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
975,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
978,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
979,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
980,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
981,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
982,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
984,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
985,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
987,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
990,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
991,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
992,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
993,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
994,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
996,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
1000,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
1001,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
1002,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1003,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1004,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1005,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
