,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,26,13,307.0,79524.0,4
61,800.0,256.0,8000.0,0.0,1.0,4.0,22,26,13,307.0,81225.0,4
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12,26,13,307.0,87025.0,4
176,160.0,512.0,4000.0,2.0,1.0,5.0,30,26,13,307.0,76729.0,4
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60,26,13,307.0,61009.0,4
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189,26,13,307.0,13924.0,4
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,26,13,307.0,75625.0,4
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318,29,15,307.22222222222223,116.16049382716035,4
17,143.0,512.0,5000.0,0.0,7.0,32.0,28,26,13,307.0,77841.0,4
67,105.0,256.0,2000.0,0.0,3.0,10.0,26,26,13,307.0,78961.0,4
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36,26,13,307.0,73441.0,4
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368,26,13,307.0,3721.0,4
14,350.0,64.0,64.0,0.0,1.0,4.0,10,26,13,307.0,88209.0,4
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66,26,13,307.0,58081.0,4
124,800.0,768.0,2000.0,0.0,0.0,0.0,20,26,13,307.0,82369.0,4
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70,26,13,307.0,56169.0,4
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269,29,15,307.22222222222223,1460.9382716049388,4
177,160.0,512.0,2000.0,2.0,3.0,8.0,32,26,13,307.0,75625.0,4
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29,26,13,307.0,77284.0,4
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,29,15,307.22222222222223,58188.16049382716,4
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109,26,13,307.0,39204.0,4
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18,26,13,307.0,83521.0,4
79,180.0,768.0,12000.0,6.0,1.0,31.0,84,26,13,307.0,49729.0,4
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22,26,13,307.0,81225.0,4
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72,26,13,307.0,55225.0,4
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274,26,13,307.0,1089.0,4
104,600.0,768.0,2000.0,0.0,1.0,1.0,16,26,13,307.0,84681.0,4
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74,26,13,307.0,54289.0,4
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,29,15,307.22222222222223,31407.716049382718,4
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113,29,15,307.22222222222223,37722.27160493827,4
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22,26,13,307.0,81225.0,4
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32,29,15,307.22222222222223,75747.27160493827,4
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63,26,13,307.0,59536.0,4
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220,29,15,307.22222222222223,7607.716049382717,4
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269,48,29,456.4,35118.759999999995,5
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220,48,29,456.4,55884.95999999999,5
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367,48,29,456.4,7992.359999999996,5
11,400.0,512.0,3500.0,4.0,1.0,6.0,40,39,20,191.5,22952.25,5
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138,48,29,456.4,101378.55999999998,5
18,143.0,1000.0,2000.0,0.0,5.0,16.0,31,39,20,191.5,25760.25,5
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33,39,20,191.5,25122.25,5
27,320.0,256.0,3000.0,4.0,1.0,3.0,27,39,20,191.5,27060.25,5
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274,48,29,456.4,33269.759999999995,5
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208,39,20,191.5,272.25,5
36,50.0,500.0,2000.0,8.0,1.0,4.0,20,39,20,191.5,29412.25,5
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29,39,20,191.5,26406.25,5
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36,39,20,191.5,24180.25,5
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40,39,20,191.5,22952.25,5
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52,39,20,191.5,19460.25,5
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60,39,20,191.5,17292.25,5
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72,39,20,191.5,14280.25,5
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20,39,20,191.5,29412.25,5
48,320.0,512.0,8000.0,4.0,1.0,5.0,40,39,20,191.5,22952.25,5
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26,39,20,191.5,27390.25,5
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60,39,20,191.5,17292.25,5
58,800.0,256.0,8000.0,0.0,1.0,4.0,14,39,20,191.5,31506.25,5
62,125.0,512.0,1000.0,0.0,8.0,20.0,36,39,20,191.5,24180.25,5
67,105.0,256.0,2000.0,0.0,3.0,10.0,26,39,20,191.5,27390.25,5
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32,39,20,191.5,25440.25,5
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32,39,20,191.5,25440.25,5
72,175.0,256.0,2000.0,0.0,3.0,24.0,22,39,20,191.5,28730.25,5
75,300.0,768.0,12000.0,6.0,6.0,24.0,50,39,20,191.5,20022.25,5
78,300.0,192.0,768.0,6.0,6.0,24.0,36,39,20,191.5,24180.25,5
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40,39,20,191.5,22952.25,5
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134,48,29,456.4,103941.75999999998,5
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66,48,29,456.4,152412.15999999997,5
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141,48,29,456.4,99477.15999999999,5
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185,39,20,191.5,42.25,5
99,480.0,96.0,512.0,0.0,1.0,1.0,6,39,20,191.5,34410.25,5
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32,39,20,191.5,25440.25,5
108,900.0,512.0,1000.0,0.0,1.0,2.0,11,39,20,191.5,32580.25,5
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18,39,20,191.5,30102.25,5
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37,39,20,191.5,23870.25,5
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40,39,20,191.5,22952.25,5
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34,39,20,191.5,24806.25,5
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66,39,20,191.5,15750.25,5
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27,39,20,191.5,27060.25,5
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45,39,20,191.5,21462.25,5
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56,39,20,191.5,18360.25,5
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136,48,29,456.4,102656.15999999999,5
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26,39,20,191.5,27390.25,5
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,39,20,191.5,25440.25,5
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45,39,20,191.5,21462.25,5
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65,39,20,191.5,16002.25,5
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50,39,20,191.5,20022.25,5
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62,48,29,456.4,155551.36,5
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,39,20,191.5,15750.25,5
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86,48,29,456.4,137196.15999999997,5
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143,48,29,456.4,98219.55999999998,5
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105,39,20,191.5,7482.25,5
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214,48,29,456.4,58757.75999999999,5
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510,48,29,456.4,2872.9600000000023,5
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214,48,29,456.4,58757.75999999999,5
156,30.0,16000.0,32000.0,256.0,16.0,24.0,510,48,29,456.4,2872.9600000000023,5
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8,39,20,191.5,33672.25,5
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17,39,20,191.5,30450.25,5
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34,39,20,191.5,24806.25,5
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116,48,29,456.4,115872.15999999999,5
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100,48,29,456.4,127020.95999999998,5
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25,39,20,191.5,27722.25,5
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30,39,20,191.5,26082.25,5
174,250.0,512.0,4000.0,0.0,4.0,7.0,50,39,20,191.5,20022.25,5
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50,39,20,191.5,20022.25,5
176,160.0,512.0,4000.0,2.0,1.0,5.0,30,39,20,191.5,26082.25,5
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38,39,20,191.5,23562.25,5
182,240.0,512.0,2000.0,8.0,1.0,5.0,11,39,20,191.5,32580.25,5
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,48,29,456.4,106536.95999999999,5
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75,39,20,191.5,13572.25,5
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248,48,29,456.4,43430.55999999999,5
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405,48,29,456.4,2641.9599999999978,5
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208,48,29,456.4,61702.55999999999,5
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397,48,29,456.4,3528.3599999999974,5
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915,48,29,456.4,210313.96000000002,5
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150,48,29,456.4,481080.96,5
201,180.0,512.0,4000.0,0.0,1.0,3.0,14,39,20,191.5,31506.25,5
203,180.0,512.0,4000.0,0.0,1.0,3.0,21,39,20,191.5,29070.25,5
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46,48,29,456.4,168428.15999999997,5
79,180.0,768.0,12000.0,6.0,1.0,31.0,84,44,27,43.0,1681.0,6
61,800.0,256.0,8000.0,0.0,1.0,4.0,22,44,27,43.0,441.0,6
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100,44,27,43.0,3249.0,6
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32,30,15,469.54545454545456,191446.02479338844,6
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58,44,27,43.0,225.0,6
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70,30,15,469.54545454545456,159636.5702479339,6
49,200.0,512.0,8000.0,8.0,1.0,8.0,62,44,27,43.0,361.0,6
0,125.0,256.0,6000.0,256.0,16.0,128.0,198,30,15,469.54545454545456,73736.93388429753,6
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92,30,15,469.54545454545456,142540.5702479339,6
26,320.0,256.0,6000.0,0.0,1.0,6.0,33,44,27,43.0,100.0,6
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42,44,27,43.0,1.0,6
16,167.0,524.0,2000.0,8.0,4.0,15.0,19,44,27,43.0,576.0,6
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22,44,27,43.0,441.0,6
60,800.0,256.0,8000.0,0.0,1.0,4.0,16,44,27,43.0,729.0,6
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12,44,27,43.0,961.0,6
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259,30,15,469.54545454545456,44329.38842975207,6
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,44,27,43.0,324.0,6
101,115.0,512.0,6000.0,16.0,1.0,6.0,45,44,27,43.0,4.0,6
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71,44,27,43.0,784.0,6
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30,44,27,43.0,169.0,6
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636,30,15,469.54545454545456,27707.115702479332,6
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24,44,27,43.0,361.0,6
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368,30,15,469.54545454545456,10311.479338842979,6
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49,44,27,43.0,36.0,6
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114,44,27,43.0,5041.0,6
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80,44,27,43.0,1369.0,6
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18,44,27,43.0,625.0,6
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60,30,15,469.54545454545456,167727.479338843,6
17,143.0,512.0,5000.0,0.0,7.0,32.0,28,44,27,43.0,225.0,6
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41,30,15,469.54545454545456,183651.20661157026,6
177,160.0,512.0,2000.0,2.0,3.0,8.0,32,44,27,43.0,121.0,6
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74,30,15,469.54545454545456,156456.20661157026,6
64,75.0,2000.0,16000.0,64.0,1.0,38.0,144,30,15,469.54545454545456,105979.84297520661,6
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62,44,27,43.0,361.0,6
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40,44,27,43.0,9.0,6
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140,30,15,469.54545454545456,108600.20661157026,6
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489,30,15,469.54545454545456,378.4793388429746,6
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132,44,27,43.0,7921.0,6
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370,30,15,469.54545454545456,9909.29752066116,6
97,26.0,8000.0,32000.0,0.0,8.0,24.0,277,44,27,43.0,54756.0,6
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144,30,15,469.54545454545456,105979.84297520661,6
51,700.0,256.0,2000.0,0.0,1.0,1.0,24,44,27,43.0,361.0,6
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212,30,15,469.54545454545456,66329.6611570248,6
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465,30,15,469.54545454545456,20.66115702479353,6
202,180.0,262.0,4000.0,0.0,1.0,3.0,18,44,27,43.0,625.0,6
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54,44,27,43.0,121.0,6
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60,44,27,43.0,289.0,6
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16,44,27,43.0,729.0,6
137,150.0,512.0,4000.0,0.0,8.0,128.0,30,44,27,43.0,169.0,6
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45,44,27,43.0,4.0,6
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93,30,15,469.54545454545456,141786.479338843,6
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189,30,15,469.54545454545456,78705.75206611572,6
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51,30,15,469.54545454545456,175180.29752066117,6
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12,44,27,43.0,961.0,6
66,90.0,256.0,1000.0,0.0,3.0,10.0,17,44,27,43.0,676.0,6
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61,44,27,43.0,324.0,6
46,810.0,512.0,512.0,8.0,1.0,1.0,18,44,27,43.0,625.0,6
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71,44,27,43.0,784.0,6
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465,30,15,469.54545454545456,20.66115702479353,6
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35,44,27,43.0,64.0,6
50,700.0,384.0,8000.0,0.0,1.0,1.0,24,44,27,43.0,361.0,6
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38,44,27,43.0,25.0,6
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7,44,27,43.0,1296.0,6
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109,30,15,469.54545454545456,129993.02479338844,6
73,300.0,768.0,3000.0,0.0,6.0,24.0,36,44,27,43.0,49.0,6
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24,44,27,43.0,361.0,6
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277,30,15,469.54545454545456,37073.75206611571,6
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318,30,15,469.54545454545456,22966.024793388435,6
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38,44,27,43.0,25.0,6
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237,30,15,469.54545454545456,54077.38842975207,6
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144,30,15,469.54545454545456,454888.93388429756,6
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16,44,27,43.0,729.0,6
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307,30,15,469.54545454545456,26421.024793388435,6
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16,44,27,43.0,729.0,6
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133,30,15,469.54545454545456,113262.84297520661,6
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76,44,27,43.0,1089.0,6
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70,44,27,43.0,729.0,6
181,240.0,512.0,1000.0,8.0,1.0,3.0,6,44,27,43.0,1369.0,6
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22,44,27,43.0,441.0,6
76,300.0,768.0,4500.0,0.0,1.0,24.0,45,44,27,43.0,4.0,6
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106,30,15,469.54545454545456,132165.29752066117,6
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36,44,27,43.0,49.0,6
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188,30,15,469.54545454545456,79267.84297520661,6
57,800.0,256.0,8000.0,0.0,1.0,4.0,12,44,27,43.0,961.0,6
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269,43,25,231.0,1444.0,7
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220,43,25,231.0,121.0,7
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132,43,25,231.0,9801.0,7
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318,43,25,231.0,7569.0,7
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367,43,25,231.0,18496.0,7
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636,43,25,231.0,164025.0,7
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144,43,25,231.0,833569.0,7
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138,38,20,103.0,1225.0,7
14,350.0,64.0,64.0,0.0,1.0,4.0,10,38,20,103.0,8649.0,7
17,143.0,512.0,5000.0,0.0,7.0,32.0,28,43,25,231.0,41209.0,7
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30,43,25,231.0,40401.0,7
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61,43,25,231.0,28900.0,7
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106,43,25,231.0,15625.0,7
36,50.0,500.0,2000.0,8.0,1.0,4.0,20,38,20,103.0,6889.0,7
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29,38,20,103.0,5476.0,7
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71,38,20,103.0,1024.0,7
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60,38,20,103.0,1849.0,7
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72,38,20,103.0,961.0,7
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20,38,20,103.0,6889.0,7
50,700.0,384.0,8000.0,0.0,1.0,1.0,24,38,20,103.0,6241.0,7
51,700.0,256.0,2000.0,0.0,1.0,1.0,24,38,20,103.0,6241.0,7
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138,38,20,103.0,1225.0,7
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36,38,20,103.0,4489.0,7
57,800.0,256.0,8000.0,0.0,1.0,4.0,12,38,20,103.0,8281.0,7
58,800.0,256.0,8000.0,0.0,1.0,4.0,14,38,20,103.0,7921.0,7
60,800.0,256.0,8000.0,0.0,1.0,4.0,16,38,20,103.0,7569.0,7
62,125.0,512.0,1000.0,0.0,8.0,20.0,36,43,25,231.0,38025.0,7
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144,43,25,231.0,7569.0,7
66,90.0,256.0,1000.0,0.0,3.0,10.0,17,38,20,103.0,7396.0,7
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32,43,25,231.0,39601.0,7
72,175.0,256.0,2000.0,0.0,3.0,24.0,22,43,25,231.0,43681.0,7
75,300.0,768.0,12000.0,6.0,6.0,24.0,50,43,25,231.0,32761.0,7
77,300.0,384.0,12000.0,6.0,1.0,24.0,53,43,25,231.0,31684.0,7
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16,38,20,103.0,7569.0,7
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38,43,25,231.0,37249.0,7
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16,38,20,103.0,7569.0,7
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29,38,20,103.0,5476.0,7
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35,43,25,231.0,38416.0,7
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22,43,25,231.0,43681.0,7
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132,38,20,103.0,841.0,7
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465,43,25,231.0,54756.0,7
97,26.0,8000.0,32000.0,0.0,8.0,24.0,277,43,25,231.0,2116.0,7
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32,38,20,103.0,5041.0,7
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18,38,20,103.0,7225.0,7
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22,38,20,103.0,6561.0,7
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34,38,20,103.0,4761.0,7
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49,38,20,103.0,2916.0,7
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133,38,20,103.0,900.0,7
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27,38,20,103.0,5776.0,7
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56,38,20,103.0,2209.0,7
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26,38,20,103.0,5929.0,7
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45,43,25,231.0,34596.0,7
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54,43,25,231.0,31329.0,7
137,150.0,512.0,4000.0,0.0,8.0,128.0,30,43,25,231.0,40401.0,7
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60,38,20,103.0,1849.0,7
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50,38,20,103.0,2809.0,7
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,38,20,103.0,1369.0,7
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86,38,20,103.0,289.0,7
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74,38,20,103.0,841.0,7
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111,38,20,103.0,64.0,7
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105,38,20,103.0,4.0,7
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277,43,25,231.0,2116.0,7
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214,43,25,231.0,289.0,7
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326,43,25,231.0,9025.0,7
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24,38,20,103.0,6241.0,7
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140,38,20,103.0,1369.0,7
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212,43,25,231.0,361.0,7
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30,38,20,103.0,5329.0,7
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,38,20,103.0,6084.0,7
177,160.0,512.0,2000.0,2.0,3.0,8.0,32,38,20,103.0,5041.0,7
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60,38,20,103.0,1849.0,7
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109,38,20,103.0,36.0,7
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22,38,20,103.0,6561.0,7
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33,43,25,231.0,39204.0,7
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58,38,20,103.0,2025.0,7
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,38,20,103.0,729.0,7
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188,43,25,231.0,1849.0,7
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173,43,25,231.0,3364.0,7
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405,43,25,231.0,30276.0,7
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915,43,25,231.0,467856.0,7
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150,43,25,231.0,844561.0,7
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42,38,20,103.0,3721.0,7
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45,38,20,103.0,3364.0,7
182,240.0,512.0,2000.0,8.0,1.0,5.0,11,13,6,144.0,17689.0,8
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18,13,6,144.0,15876.0,8
27,320.0,256.0,3000.0,4.0,1.0,3.0,27,13,6,144.0,13689.0,8
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66,13,6,144.0,6084.0,8
202,180.0,262.0,4000.0,0.0,1.0,3.0,18,13,6,144.0,15876.0,8
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40,13,6,144.0,10816.0,8
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71,13,6,144.0,5329.0,8
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72,13,6,144.0,5184.0,8
201,180.0,512.0,4000.0,0.0,1.0,3.0,14,13,6,144.0,16900.0,8
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64,13,6,144.0,6400.0,8
15,200.0,512.0,16000.0,0.0,4.0,32.0,35,13,6,144.0,11881.0,8
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50,13,6,144.0,8836.0,8
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185,24,15,450.75,70623.0625,8
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172,24,15,450.75,77701.5625,8
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259,13,6,144.0,13225.0,8
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489,24,15,450.75,1463.0625,8
16,167.0,524.0,2000.0,8.0,4.0,15.0,19,13,6,144.0,15625.0,8
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52,13,6,144.0,8464.0,8
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100,24,15,450.75,123025.5625,8
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46,24,15,450.75,163822.5625,8
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214,24,15,450.75,56050.5625,8
