,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60,2,0,43.45762711864407,273.6501005458201,4
182,240.0,512.0,2000.0,8.0,1.0,5.0,11,2,0,43.45762711864407,1053.4975581729389,4
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405,29,15,307.22222222222223,9560.493827160493,4
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16,2,0,43.45762711864407,753.9212869864982,4
201,180.0,512.0,4000.0,0.0,1.0,3.0,14,2,0,43.45762711864407,867.7517954610745,4
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92,2,0,43.45762711864407,2356.3619649525995,4
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188,29,15,307.22222222222223,14213.93827160494,4
27,320.0,256.0,3000.0,4.0,1.0,3.0,27,2,0,43.45762711864407,270.8534903763287,4
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136,29,15,307.22222222222223,29317.04938271605,4
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76,29,15,307.22222222222223,53463.71604938272,4
58,800.0,256.0,8000.0,0.0,1.0,4.0,14,2,0,43.45762711864407,867.7517954610745,4
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397,29,15,307.22222222222223,8060.049382716048,4
207,480.0,512.0,8000.0,32.0,0.0,0.0,67,2,0,43.45762711864407,554.2433208848031,4
78,300.0,192.0,768.0,6.0,6.0,24.0,36,2,0,43.45762711864407,55.61620224073544,4
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105,2,0,43.45762711864407,3787.463659867854,4
0,125.0,256.0,6000.0,256.0,16.0,128.0,198,2,0,43.45762711864407,23883.345015800056,4
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64,29,15,307.22222222222223,59157.04938271605,4
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,2,0,43.45762711864407,340.68399885090497,4
61,800.0,256.0,8000.0,0.0,1.0,4.0,22,2,0,43.45762711864407,460.4297615627694,4
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12,2,0,43.45762711864407,989.5823039356508,4
176,160.0,512.0,4000.0,2.0,1.0,5.0,30,2,0,43.45762711864407,181.10772766446428,4
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60,2,0,43.45762711864407,273.6501005458201,4
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189,2,0,43.45762711864407,21182.58230393565,4
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,2,0,43.45762711864407,131.277219189888,4
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318,29,15,307.22222222222223,116.16049382716035,4
17,143.0,512.0,5000.0,0.0,7.0,32.0,28,2,0,43.45762711864407,238.93823613904055,4
67,105.0,256.0,2000.0,0.0,3.0,10.0,26,2,0,43.45762711864407,304.76874461361683,4
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36,2,0,43.45762711864407,55.61620224073544,4
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368,2,0,43.45762711864407,105327.7517954611,4
14,350.0,64.0,64.0,0.0,1.0,4.0,10,2,0,43.45762711864407,1119.412812410227,4
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66,2,0,43.45762711864407,508.1585751220913,4
124,800.0,768.0,2000.0,0.0,0.0,0.0,20,2,0,43.45762711864407,550.2602700373457,4
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70,2,0,43.45762711864407,704.4975581729387,4
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269,29,15,307.22222222222223,1460.9382716049388,4
177,160.0,512.0,2000.0,2.0,3.0,8.0,32,2,0,43.45762711864407,131.277219189888,4
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29,2,0,43.45762711864407,209.02298190175242,4
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,29,15,307.22222222222223,58188.16049382716,4
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109,2,0,43.45762711864407,4295.802642918701,4
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18,2,0,43.45762711864407,648.0907785119219,4
79,180.0,768.0,12000.0,6.0,1.0,31.0,84,2,0,43.45762711864407,1643.6839988509048,4
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22,2,0,43.45762711864407,460.4297615627694,4
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72,2,0,43.45762711864407,814.6670496983625,4
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274,2,0,43.45762711864407,53149.785693766156,4
104,600.0,768.0,2000.0,0.0,1.0,1.0,16,2,0,43.45762711864407,753.9212869864982,4
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74,2,0,43.45762711864407,932.8365412237862,4
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,29,15,307.22222222222223,31407.716049382718,4
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113,29,15,307.22222222222223,37722.27160493827,4
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22,2,0,43.45762711864407,460.4297615627694,4
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32,29,15,307.22222222222223,75747.27160493827,4
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63,2,0,43.45762711864407,381.9043378339557,4
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220,29,15,307.22222222222223,7607.716049382717,4
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269,48,29,456.4,35118.759999999995,5
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220,48,29,456.4,55884.95999999999,5
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367,48,29,456.4,7992.359999999996,5
11,400.0,512.0,3500.0,4.0,1.0,6.0,40,1,0,45.75,33.0625,5
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138,48,29,456.4,101378.55999999998,5
18,143.0,1000.0,2000.0,0.0,5.0,16.0,31,1,0,45.75,217.5625,5
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33,1,0,45.75,162.5625,5
27,320.0,256.0,3000.0,4.0,1.0,3.0,27,1,0,45.75,351.5625,5
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274,48,29,456.4,33269.759999999995,5
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208,1,0,45.75,26325.0625,5
36,50.0,500.0,2000.0,8.0,1.0,4.0,20,1,0,45.75,663.0625,5
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29,1,0,45.75,280.5625,5
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36,1,0,45.75,95.0625,5
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40,1,0,45.75,33.0625,5
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52,1,0,45.75,39.0625,5
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60,1,0,45.75,203.0625,5
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72,1,0,45.75,689.0625,5
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20,1,0,45.75,663.0625,5
48,320.0,512.0,8000.0,4.0,1.0,5.0,40,1,0,45.75,33.0625,5
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26,1,0,45.75,390.0625,5
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60,1,0,45.75,203.0625,5
58,800.0,256.0,8000.0,0.0,1.0,4.0,14,1,0,45.75,1008.0625,5
62,125.0,512.0,1000.0,0.0,8.0,20.0,36,1,0,45.75,95.0625,5
67,105.0,256.0,2000.0,0.0,3.0,10.0,26,1,0,45.75,390.0625,5
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32,1,0,45.75,189.0625,5
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32,1,0,45.75,189.0625,5
72,175.0,256.0,2000.0,0.0,3.0,24.0,22,1,0,45.75,564.0625,5
75,300.0,768.0,12000.0,6.0,6.0,24.0,50,1,0,45.75,18.0625,5
78,300.0,192.0,768.0,6.0,6.0,24.0,36,1,0,45.75,95.0625,5
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40,1,0,45.75,33.0625,5
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134,48,29,456.4,103941.75999999998,5
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66,48,29,456.4,152412.15999999997,5
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141,48,29,456.4,99477.15999999999,5
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185,1,0,45.75,19390.5625,5
99,480.0,96.0,512.0,0.0,1.0,1.0,6,1,0,45.75,1580.0625,5
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32,1,0,45.75,189.0625,5
108,900.0,512.0,1000.0,0.0,1.0,2.0,11,1,0,45.75,1207.5625,5
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18,1,0,45.75,770.0625,5
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37,1,0,45.75,76.5625,5
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40,1,0,45.75,33.0625,5
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34,1,0,45.75,138.0625,5
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66,1,0,45.75,410.0625,5
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27,1,0,45.75,351.5625,5
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45,1,0,45.75,0.5625,5
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56,1,0,45.75,105.0625,5
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136,48,29,456.4,102656.15999999999,5
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26,1,0,45.75,390.0625,5
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,1,0,45.75,189.0625,5
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45,1,0,45.75,0.5625,5
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65,1,0,45.75,370.5625,5
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50,1,0,45.75,18.0625,5
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62,48,29,456.4,155551.36,5
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,1,0,45.75,410.0625,5
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86,48,29,456.4,137196.15999999997,5
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143,48,29,456.4,98219.55999999998,5
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105,1,0,45.75,3510.5625,5
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214,48,29,456.4,58757.75999999999,5
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510,48,29,456.4,2872.9600000000023,5
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214,48,29,456.4,58757.75999999999,5
156,30.0,16000.0,32000.0,256.0,16.0,24.0,510,48,29,456.4,2872.9600000000023,5
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8,1,0,45.75,1425.0625,5
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17,1,0,45.75,826.5625,5
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34,1,0,45.75,138.0625,5
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116,48,29,456.4,115872.15999999999,5
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100,48,29,456.4,127020.95999999998,5
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25,1,0,45.75,430.5625,5
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30,1,0,45.75,248.0625,5
174,250.0,512.0,4000.0,0.0,4.0,7.0,50,1,0,45.75,18.0625,5
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50,1,0,45.75,18.0625,5
176,160.0,512.0,4000.0,2.0,1.0,5.0,30,1,0,45.75,248.0625,5
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38,1,0,45.75,60.0625,5
182,240.0,512.0,2000.0,8.0,1.0,5.0,11,1,0,45.75,1207.5625,5
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,48,29,456.4,106536.95999999999,5
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75,1,0,45.75,855.5625,5
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248,48,29,456.4,43430.55999999999,5
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405,48,29,456.4,2641.9599999999978,5
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208,48,29,456.4,61702.55999999999,5
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397,48,29,456.4,3528.3599999999974,5
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915,48,29,456.4,210313.96000000002,5
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150,48,29,456.4,481080.96,5
201,180.0,512.0,4000.0,0.0,1.0,3.0,14,1,0,45.75,1008.0625,5
203,180.0,512.0,4000.0,0.0,1.0,3.0,21,1,0,45.75,612.5625,5
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46,48,29,456.4,168428.15999999997,5
79,180.0,768.0,12000.0,6.0,1.0,31.0,84,13,6,40.66666666666666,1877.7777777777785,6
61,800.0,256.0,8000.0,0.0,1.0,4.0,22,13,6,40.66666666666666,348.4444444444441,6
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100,13,6,40.66666666666666,3520.4444444444457,6
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32,30,15,469.54545454545456,191446.02479338844,6
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58,13,6,40.66666666666666,300.4444444444448,6
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70,30,15,469.54545454545456,159636.5702479339,6
49,200.0,512.0,8000.0,8.0,1.0,8.0,62,13,6,40.66666666666666,455.11111111111154,6
0,125.0,256.0,6000.0,256.0,16.0,128.0,198,30,15,469.54545454545456,73736.93388429753,6
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92,30,15,469.54545454545456,142540.5702479339,6
26,320.0,256.0,6000.0,0.0,1.0,6.0,33,13,6,40.66666666666666,58.77777777777763,6
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42,13,6,40.66666666666666,1.777777777777803,6
16,167.0,524.0,2000.0,8.0,4.0,15.0,19,13,6,40.66666666666666,469.44444444444406,6
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22,13,6,40.66666666666666,348.4444444444441,6
60,800.0,256.0,8000.0,0.0,1.0,4.0,16,13,6,40.66666666666666,608.444444444444,6
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12,13,6,40.66666666666666,821.7777777777773,6
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259,30,15,469.54545454545456,44329.38842975207,6
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,13,6,40.66666666666666,245.44444444444414,6
101,115.0,512.0,6000.0,16.0,1.0,6.0,45,13,6,40.66666666666666,18.77777777777786,6
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71,13,6,40.66666666666666,920.1111111111117,6
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30,13,6,40.66666666666666,113.77777777777757,6
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636,30,15,469.54545454545456,27707.115702479332,6
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24,13,6,40.66666666666666,277.7777777777775,6
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368,30,15,469.54545454545456,10311.479338842979,6
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49,13,6,40.66666666666666,69.4444444444446,6
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114,13,6,40.66666666666666,5377.777777777779,6
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80,13,6,40.66666666666666,1547.1111111111118,6
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18,13,6,40.66666666666666,513.7777777777774,6
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60,30,15,469.54545454545456,167727.479338843,6
17,143.0,512.0,5000.0,0.0,7.0,32.0,28,13,6,40.66666666666666,160.4444444444442,6
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41,30,15,469.54545454545456,183651.20661157026,6
177,160.0,512.0,2000.0,2.0,3.0,8.0,32,13,6,40.66666666666666,75.11111111111094,6
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74,30,15,469.54545454545456,156456.20661157026,6
64,75.0,2000.0,16000.0,64.0,1.0,38.0,144,30,15,469.54545454545456,105979.84297520661,6
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62,13,6,40.66666666666666,455.11111111111154,6
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40,13,6,40.66666666666666,0.4444444444444318,6
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140,30,15,469.54545454545456,108600.20661157026,6
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489,30,15,469.54545454545456,378.4793388429746,6
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132,13,6,40.66666666666666,8341.77777777778,6
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370,30,15,469.54545454545456,9909.29752066116,6
97,26.0,8000.0,32000.0,0.0,8.0,24.0,277,13,6,40.66666666666666,55853.44444444445,6
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144,30,15,469.54545454545456,105979.84297520661,6
51,700.0,256.0,2000.0,0.0,1.0,1.0,24,13,6,40.66666666666666,277.7777777777775,6
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212,30,15,469.54545454545456,66329.6611570248,6
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465,30,15,469.54545454545456,20.66115702479353,6
202,180.0,262.0,4000.0,0.0,1.0,3.0,18,13,6,40.66666666666666,513.7777777777774,6
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54,13,6,40.66666666666666,177.77777777777803,6
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60,13,6,40.66666666666666,373.77777777777817,6
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16,13,6,40.66666666666666,608.444444444444,6
137,150.0,512.0,4000.0,0.0,8.0,128.0,30,13,6,40.66666666666666,113.77777777777757,6
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45,13,6,40.66666666666666,18.77777777777786,6
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93,30,15,469.54545454545456,141786.479338843,6
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189,30,15,469.54545454545456,78705.75206611572,6
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51,30,15,469.54545454545456,175180.29752066117,6
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12,13,6,40.66666666666666,821.7777777777773,6
66,90.0,256.0,1000.0,0.0,3.0,10.0,17,13,6,40.66666666666666,560.1111111111106,6
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61,13,6,40.66666666666666,413.44444444444485,6
46,810.0,512.0,512.0,8.0,1.0,1.0,18,13,6,40.66666666666666,513.7777777777774,6
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71,13,6,40.66666666666666,920.1111111111117,6
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465,30,15,469.54545454545456,20.66115702479353,6
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35,13,6,40.66666666666666,32.111111111111,6
50,700.0,384.0,8000.0,0.0,1.0,1.0,24,13,6,40.66666666666666,277.7777777777775,6
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38,13,6,40.66666666666666,7.111111111111061,6
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7,13,6,40.66666666666666,1133.444444444444,6
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109,30,15,469.54545454545456,129993.02479338844,6
73,300.0,768.0,3000.0,0.0,6.0,24.0,36,13,6,40.66666666666666,21.77777777777769,6
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24,13,6,40.66666666666666,277.7777777777775,6
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277,30,15,469.54545454545456,37073.75206611571,6
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318,30,15,469.54545454545456,22966.024793388435,6
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38,13,6,40.66666666666666,7.111111111111061,6
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237,30,15,469.54545454545456,54077.38842975207,6
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144,30,15,469.54545454545456,454888.93388429756,6
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16,13,6,40.66666666666666,608.444444444444,6
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307,30,15,469.54545454545456,26421.024793388435,6
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16,13,6,40.66666666666666,608.444444444444,6
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133,30,15,469.54545454545456,113262.84297520661,6
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76,13,6,40.66666666666666,1248.444444444445,6
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70,13,6,40.66666666666666,860.444444444445,6
181,240.0,512.0,1000.0,8.0,1.0,3.0,6,13,6,40.66666666666666,1201.7777777777771,6
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22,13,6,40.66666666666666,348.4444444444441,6
76,300.0,768.0,4500.0,0.0,1.0,24.0,45,13,6,40.66666666666666,18.77777777777786,6
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106,30,15,469.54545454545456,132165.29752066117,6
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36,13,6,40.66666666666666,21.77777777777769,6
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188,30,15,469.54545454545456,79267.84297520661,6
57,800.0,256.0,8000.0,0.0,1.0,4.0,12,13,6,40.66666666666666,821.7777777777773,6
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269,43,25,231.0,1444.0,7
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220,43,25,231.0,121.0,7
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132,43,25,231.0,9801.0,7
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318,43,25,231.0,7569.0,7
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367,43,25,231.0,18496.0,7
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636,43,25,231.0,164025.0,7
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144,43,25,231.0,833569.0,7
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138,1,0,41.61666666666667,9289.746944444443,7
14,350.0,64.0,64.0,0.0,1.0,4.0,10,1,0,41.61666666666667,999.6136111111111,7
17,143.0,512.0,5000.0,0.0,7.0,32.0,28,43,25,231.0,41209.0,7
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30,43,25,231.0,40401.0,7
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61,43,25,231.0,28900.0,7
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106,43,25,231.0,15625.0,7
36,50.0,500.0,2000.0,8.0,1.0,4.0,20,1,0,41.61666666666667,467.2802777777778,7
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29,1,0,41.61666666666667,159.1802777777778,7
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71,1,0,41.61666666666667,863.3802777777778,7
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60,1,0,41.61666666666667,337.94694444444445,7
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72,1,0,41.61666666666667,923.1469444444444,7
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20,1,0,41.61666666666667,467.2802777777778,7
50,700.0,384.0,8000.0,0.0,1.0,1.0,24,1,0,41.61666666666667,310.3469444444445,7
51,700.0,256.0,2000.0,0.0,1.0,1.0,24,1,0,41.61666666666667,310.3469444444445,7
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138,1,0,41.61666666666667,9289.746944444443,7
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36,1,0,41.61666666666667,31.54694444444445,7
57,800.0,256.0,8000.0,0.0,1.0,4.0,12,1,0,41.61666666666667,877.1469444444444,7
58,800.0,256.0,8000.0,0.0,1.0,4.0,14,1,0,41.61666666666667,762.6802777777779,7
60,800.0,256.0,8000.0,0.0,1.0,4.0,16,1,0,41.61666666666667,656.2136111111112,7
62,125.0,512.0,1000.0,0.0,8.0,20.0,36,43,25,231.0,38025.0,7
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144,43,25,231.0,7569.0,7
66,90.0,256.0,1000.0,0.0,3.0,10.0,17,1,0,41.61666666666667,605.9802777777778,7
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32,43,25,231.0,39601.0,7
72,175.0,256.0,2000.0,0.0,3.0,24.0,22,43,25,231.0,43681.0,7
75,300.0,768.0,12000.0,6.0,6.0,24.0,50,43,25,231.0,32761.0,7
77,300.0,384.0,12000.0,6.0,1.0,24.0,53,43,25,231.0,31684.0,7
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16,1,0,41.61666666666667,656.2136111111112,7
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38,43,25,231.0,37249.0,7
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16,1,0,41.61666666666667,656.2136111111112,7
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29,1,0,41.61666666666667,159.1802777777778,7
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35,43,25,231.0,38416.0,7
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22,43,25,231.0,43681.0,7
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132,1,0,41.61666666666667,8169.146944444443,7
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465,43,25,231.0,54756.0,7
97,26.0,8000.0,32000.0,0.0,8.0,24.0,277,43,25,231.0,2116.0,7
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32,1,0,41.61666666666667,92.48027777777779,7
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18,1,0,41.61666666666667,557.7469444444445,7
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22,1,0,41.61666666666667,384.81361111111113,7
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34,1,0,41.61666666666667,58.01361111111112,7
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49,1,0,41.61666666666667,54.5136111111111,7
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133,1,0,41.61666666666667,8350.91361111111,7
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27,1,0,41.61666666666667,213.64694444444447,7
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56,1,0,41.61666666666667,206.88027777777776,7
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26,1,0,41.61666666666667,243.8802777777778,7
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45,43,25,231.0,34596.0,7
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54,43,25,231.0,31329.0,7
137,150.0,512.0,4000.0,0.0,8.0,128.0,30,43,25,231.0,40401.0,7
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60,1,0,41.61666666666667,337.94694444444445,7
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50,1,0,41.61666666666667,70.28027777777777,7
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,1,0,41.61666666666667,594.5469444444444,7
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86,1,0,41.61666666666667,1969.8802777777778,7
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74,1,0,41.61666666666667,1048.6802777777777,7
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111,1,0,41.61666666666667,4814.046944444443,7
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105,1,0,41.61666666666667,4017.4469444444444,7
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277,43,25,231.0,2116.0,7
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214,43,25,231.0,289.0,7
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326,43,25,231.0,9025.0,7
