,buying,maint,doors,persons,lug_boot,safety,Class,estimatedOutput,lossValue,testID
1256,1,0,2,1,1,2,vgood,1.2897214646929658,0.830212057854432,Train1
1130,1,1,1,2,1,2,vgood,1.2897214647022432,0.7183936589779659,Train1
1583,0,1,2,1,2,2,vgood,1.2897214647022006,0.9315015216946719,Train1
1484,0,2,2,2,2,2,vgood,1.2897214647023565,1.1215780653149225,Train1
1511,0,2,3,2,2,2,vgood,1.2897214647023567,1.423473007810677,Train1
1592,0,1,2,2,2,2,vgood,1.2897214647023474,1.2209186959828944,Train1
1724,0,0,3,2,1,2,vgood,1.289721464701121,1.8082810392089164,Train1
1151,1,1,2,1,2,2,vgood,1.289721464702353,0.544744657123963,Train1
1454,0,2,1,2,1,2,vgood,1.2897214647023065,1.0058098928806611,Train1
1691,0,0,2,1,2,2,vgood,1.2897214646873876,1.3641754856965072,Train1
1268,1,0,2,2,2,2,vgood,1.2897214647023356,1.266835795413533,Train1
1723,0,0,3,2,1,1,good,1.2897214646491675,1.6401451534441527,Train1
1262,1,0,2,2,0,2,good,1.289721464687383,1.3057560022056183,Train1
1267,1,0,2,2,2,1,good,1.289721464701445,1.0986999096356629,Train1
1211,1,0,0,2,1,2,good,1.2897214644920691,1.5158393469965823,Train1
1663,0,0,1,1,2,1,good,1.289721452229043,1.2274779793381012,Train1
1586,0,1,2,2,0,2,good,1.2897214646957396,1.2598389027731336,Train1
1643,0,0,0,2,1,2,good,1.2897214557738483,1.9025962025131928,Train1
1582,0,1,2,1,2,1,good,1.2897214646956383,0.7633656359157118,Train1
1694,0,0,2,2,0,2,good,1.2897214640672654,1.692512866686615,Train1
1717,0,0,3,1,2,1,good,1.2897214646689994,1.497934542420613,Train1
1714,0,0,3,1,1,1,good,1.2897214638148322,1.3507279791225433,Train1
1579,0,1,2,1,1,1,good,1.2897214645236454,0.6161590725807836,Train1
1699,0,0,2,2,2,1,good,1.2897214646637163,1.4854567742035893,Train1
1726,0,0,3,2,2,1,good,1.2897214647003563,1.7873517167028672,Train1
1289,1,0,3,2,0,2,good,1.2897214647015813,1.6076509446994924,Train1
1280,1,0,3,1,0,2,good,1.2897214646894282,1.3182337704163374,Train1
1636,0,0,0,1,2,1,good,1.2897212231592612,1.5922493578506163,Train1
1285,1,0,3,1,2,1,good,1.2897214647015696,1.1111776778433462,Train1
1237,1,0,1,2,1,1,good,1.2897214642337513,0.9829317369392899,Train1
1615,0,1,3,2,1,1,good,1.289721464701802,1.2074711894290067,Train1
1604,0,1,3,1,0,2,good,1.2897214646966437,1.2723166709821214,Train1
1634,0,0,0,1,1,2,good,1.2897213155431146,1.613178840753637,Train1
1721,0,0,3,2,0,2,good,1.2897214646695012,1.9944078092835624,Train1
1561,0,1,1,2,1,1,good,1.2897214644952923,0.9370146376394528,Train1
1550,0,1,1,1,0,2,good,1.28972146256759,1.0018601176977606,Train1
1696,0,0,2,2,1,1,good,1.2897214636741123,1.338250210628947,Train1
1282,1,0,3,1,1,1,good,1.2897214646814275,0.9639711145769393,Train1
1631,0,0,0,1,0,2,good,1.289717486599361,1.7992996412015545,Train1
61,3,3,2,0,2,1,unacc,1.2779960862156712,1.0892488353167906,Test2
1309,0,3,0,1,1,1,unacc,1.2779960862114883,0.8531417361793158,Test2
116,3,2,0,0,2,2,unacc,1.2779960862156712,1.2853297223702016,Test2
424,3,0,3,2,0,1,unacc,1.2779960862156712,1.8304144720473954,Test2
1057,1,2,3,0,1,1,unacc,1.2779960862156712,0.5680517952291906,Test2
1245,1,0,2,0,1,0,unacc,1.2779960857165815,0.9747750363813513,Test2
597,2,2,2,0,1,0,unacc,1.2779960862156707,0.5119825405072235,Test2
1517,0,1,0,0,1,2,unacc,1.2779959926568265,1.000860748903529,Test2
653,2,1,0,0,1,2,unacc,1.27799608620413,0.8297930912443552,Test2
1602,0,1,3,1,0,0,unacc,1.2779960862129744,1.1753879913463614,Test2
142,3,2,1,0,2,1,unacc,1.2779960862156712,0.8457391005113445,Test2
769,2,0,0,1,1,1,unacc,1.2779960841578053,0.9979618903689227,Test2
246,3,1,1,0,1,0,unacc,1.277996086215566,1.0162722564982125,Test2
1301,0,3,0,0,1,2,unacc,1.2779960862119515,1.1236022422726248,Test2
20,3,3,0,2,0,2,unacc,1.2779960862156712,1.5898390891735554,Test2
1335,0,3,1,1,1,0,unacc,1.2779960862154403,0.7468844476558433,Test2
192,3,2,3,0,1,0,unacc,1.2779960862156712,1.275254366466868,Test2
1597,0,1,3,0,1,1,unacc,1.2779960862156001,0.9255483181236661,Test2
930,1,3,2,1,1,0,unacc,1.2779960862156712,0.510156273615642,Test2
577,2,2,1,1,0,1,unacc,1.2779960862156605,0.32314249927993755,Test2
151,3,2,1,1,2,1,unacc,1.2779960862156712,0.6970082581072949,Test2
763,2,0,0,0,2,1,unacc,1.2779960854140404,1.2930592210863951,Test2
1425,0,2,0,2,1,0,unacc,1.2779960854705463,1.0213105363834287,Test2
280,3,1,2,1,0,1,unacc,1.277996086215671,0.858376965597277,Test2
945,1,3,3,0,0,0,unacc,1.2779960862156712,1.194659670500739,Test2
1702,0,0,3,0,0,1,unacc,1.2779960858360535,1.5511444706743414,Test2
333,3,0,0,1,0,0,unacc,1.2779960746702208,1.8109985120704553,Test2
852,2,0,3,1,2,0,unacc,1.2779960862156712,1.4023491746637957,Test2
58,3,3,2,0,1,1,unacc,1.2779960862156712,0.9428823479680312,Test2
328,3,0,0,0,1,1,unacc,1.277996085913457,1.5611588517843236,Test2
36,3,3,1,1,0,0,unacc,1.2779960862156712,1.1772496460300836,Test2
375,3,0,1,2,2,0,unacc,1.277996086215668,1.6371396993966354,Test2
1350,0,3,2,0,0,0,unacc,1.277996086215288,1.0980545112074207,Test2
63,3,3,2,1,0,0,unacc,1.2779960862156712,1.1927220211932241,Test2
703,2,1,2,0,0,1,unacc,1.277996086215591,0.5926416905381208,Test2
1316,0,3,0,2,0,2,unacc,1.2779960862149482,1.3464407367841122,Test2
741,2,1,3,1,1,0,unacc,1.2779960862156712,0.8173533802906752,Test2
511,2,3,2,2,2,1,unacc,1.2779960862156712,0.7106543663788538,Test2
536,2,3,3,2,1,2,unacc,1.2779960862156712,1.034823251215232,Test2
1378,0,3,3,0,0,1,unacc,1.277996086215671,1.2352565500595656,Test2
459,2,3,1,0,0,0,unacc,1.2779960862156583,0.9115143709709564,Test2
438,2,3,0,0,2,0,unacc,1.277996086215668,1.18877497050534,Test2
1125,1,1,1,2,0,0,unacc,1.2779960860506774,0.7435118492755065,Test2
209,3,2,3,2,0,2,unacc,1.2779960862156712,1.408218855020671,Test2
1355,0,3,2,0,1,2,unacc,1.2779960862156712,0.8212136592671824,Test2
1217,1,0,1,0,0,2,unacc,1.2779960655108056,1.0563954809481935,Test2
169,3,2,2,0,2,1,unacc,1.2779960862156712,0.861211475674485,Test2
1341,0,3,1,2,0,0,unacc,1.2779960862150792,1.1184537845695643,Test2
1651,0,0,1,0,1,1,unacc,1.2779952680814108,0.9998981951376296,Test2
1114,1,1,1,0,2,1,unacc,1.2779960862139832,0.4554361726080946,Test2
453,2,3,0,2,1,0,unacc,1.2779960862156705,1.0782801316818158,Test2
1493,0,2,3,0,2,2,unacc,1.2779960862156712,1.0883484954701101,Test2
618,2,2,2,2,2,0,unacc,1.2779960862156712,0.6942206763812172,Test2
1531,0,1,0,2,0,1,unacc,1.2779958158858855,1.1019693989646469,Test2
884,1,3,0,2,0,2,unacc,1.2779960862156632,1.0942401875805505,Test2
165,3,2,2,0,1,0,unacc,1.2779960862156712,0.9264486579703943,Test2
1317,0,3,0,2,1,0,unacc,1.2779960862109672,1.2493478967525495,Test2
1284,1,0,3,1,2,0,unacc,1.277996086215667,1.3212163905339558,Test2
460,2,3,1,0,0,1,unacc,1.2779960862156703,0.6999107013262932,Test2
555,2,2,0,1,2,0,unacc,1.2779960862156352,0.8120067684589705,Test2
1086,1,1,0,0,2,0,unacc,1.2779960794501501,0.9849007902342232,Test2
481,2,3,1,2,1,1,unacc,1.2779960862156712,0.5488155038669537,Test2
1326,0,3,1,0,1,0,unacc,1.2779960862126256,0.8956152900569426,Test2
158,3,2,1,2,1,2,unacc,1.2779960862156712,0.856973925376483,Test2
1166,1,1,3,0,1,2,unacc,1.277996086215671,0.7950774326088824,Test2
270,3,1,2,0,0,0,unacc,1.2779960862156579,1.2187114776459886,Test2
1521,0,1,0,1,0,0,unacc,1.2779426758133512,1.1288712378440624,Test2
98,3,3,3,1,2,2,unacc,1.2779960862156712,1.411053365097879,Test2
1428,0,2,0,2,2,0,unacc,1.2779960861936959,1.167677024444273,Test2
601,2,2,2,0,2,1,unacc,1.2779960862156712,0.44674535821131406,Test2
469,2,3,1,1,0,1,unacc,1.277996086215671,0.5511798589222436,Test2
550,2,2,0,1,0,1,unacc,1.277996086212893,0.6410034574491837,Test2
564,2,2,0,2,2,0,unacc,1.2779960862156683,0.9966092593882694,Test2
1047,1,2,2,2,1,0,unacc,1.2779960862156707,0.4667214049026199,Test2
1487,0,2,3,0,0,2,unacc,1.27799608621567,1.1289488541059243,Test2
253,3,1,1,1,0,1,unacc,1.277996086215653,0.842904590434136,Test2
52,3,3,1,2,2,1,unacc,1.2779960862156712,1.1096481086788843,Test2
845,2,0,3,0,2,2,unacc,1.2779960862156712,1.4612060111118403,Test2
915,1,3,1,2,2,0,unacc,1.2779960862156712,0.8256528767305449,Test2
675,2,1,1,0,0,0,unacc,1.2779960858952968,0.7887729846381589,Test2
630,2,2,3,1,0,0,unacc,1.2779960862156712,0.8990242525842213,Test2
48,3,3,1,2,1,0,unacc,1.2779960862156712,1.1748852909747936,Test2
687,2,1,1,1,1,0,unacc,1.2779960862149553,0.4530752966305869,Test2
1494,0,2,3,1,0,0,unacc,1.2779960862156539,1.0700920176578694,Test2
1031,1,2,2,0,1,2,unacc,1.277996086215671,0.34097575042138106,Test2
415,3,0,3,1,0,1,unacc,1.2779960862156712,1.6458119811181116,Test2
927,1,3,2,1,0,0,unacc,1.2779960862156707,0.6971231196002156,Test2
533,2,3,3,2,0,2,unacc,1.2779960862156712,1.2217900971998057,Test2
6,3,3,0,0,2,0,unacc,1.2779960862156712,1.6032410879685122,Test2
1028,1,2,2,0,0,2,unacc,1.277996086215668,0.5279425964059548,Test2
1491,0,2,3,0,2,0,unacc,1.2779960862156707,1.178222501426115,Test2
483,2,3,1,2,2,0,unacc,1.2779960862156712,0.9067856608603823,Test2
1482,0,2,2,2,2,0,unacc,1.2779960862156707,0.8652884414548755,Test2
1380,0,3,3,0,1,0,unacc,1.2779960862156712,1.2598933737196611,Test2
103,3,3,3,2,1,1,unacc,1.2779960862156712,1.3275597049897387,Test2
753,2,1,3,2,2,0,unacc,1.2779960862156712,1.1483223585687183,Test2
598,2,2,2,0,1,1,unacc,1.2779960862156712,0.3003788708625544,Test2
141,3,2,1,0,2,0,unacc,1.2779960862156712,1.0573427701560136,Test2
423,3,0,3,2,0,0,unacc,1.2779960862156712,2.0420181416920644,Test2
899,1,3,1,0,2,2,unacc,1.2779960862156712,0.699907222249306,Test2
879,1,3,0,1,2,0,unacc,1.2779960862156505,0.9589113439714452,Test2
441,2,3,0,1,0,0,unacc,1.27799608621541,1.0806444867369938,Test2
1109,1,1,1,0,0,2,unacc,1.27799608608524,0.617766194848142,Test2
999,1,2,1,0,0,0,unacc,1.2779960860338744,0.6023442269819294,Test2
1131,1,1,1,2,2,0,unacc,1.2779960862155273,0.7029114907791958,Test2
869,1,3,0,0,1,2,unacc,1.2779960862156294,0.8714016930707361,Test2
184,3,2,2,2,1,1,unacc,1.2779960862156712,0.7507166368509594,Test2
1188,1,0,0,0,0,0,unacc,1.2767460668035218,1.4613623161262999,Test2
844,2,0,3,0,2,1,unacc,1.2779960862156712,1.3394763474231761,Test2
788,2,0,1,0,1,2,unacc,1.2779960862088908,0.9505614401002198,Test2
1164,1,1,3,0,1,0,unacc,1.2779960862156592,0.8849514385648782,Test2
1653,0,0,1,0,2,0,unacc,1.27799572797795,1.3578690118346384,Test2
1557,0,1,1,2,0,0,unacc,1.2779960713560299,0.995712380699977,Test2
1216,1,0,1,0,0,1,unacc,1.277995777882015,0.9346653876032546,Test2
1063,1,2,3,1,0,1,unacc,1.2779960862156712,0.6062877988097146,Test2
8,3,3,0,0,2,2,unacc,1.2779960862156712,1.5133670820125074,Test2
1003,1,2,1,0,1,1,unacc,1.2779960862153097,0.2037737115693703,Test2
1436,0,2,1,0,1,2,unacc,1.2779960862134856,0.5777039244606798,Test2
213,3,2,3,2,2,0,unacc,1.2779960862156712,1.4574925023408616,Test2
11,3,3,0,1,0,2,unacc,1.2779960862156712,1.4052365982442716,Test2
699,2,1,1,2,2,0,unacc,1.2779960862156694,0.7840442749091041,Test2
1110,1,1,1,0,1,0,unacc,1.2779960853659127,0.520673353736982,Test2
1408,0,2,0,0,1,1,unacc,1.2779960774547214,0.7738352081034413,Test2
532,2,3,3,2,0,1,unacc,1.2779960862156712,1.1000604335111415,Test2
1185,1,1,3,2,2,0,unacc,1.2779960862156712,1.067189574438881,Test2
1088,1,1,0,0,2,2,unacc,1.2779960861850623,0.8950267944494765,Test2
894,1,3,1,0,1,0,unacc,1.277996086215637,0.6434147408565288,Test2
218,3,1,0,0,0,2,unacc,1.2779960862113193,1.4312260546959799,Test2
1424,0,2,0,2,0,2,unacc,1.2779960861013,1.118403377111822,Test2
949,1,3,3,0,1,1,unacc,1.2779960862156712,0.7960891548714963,Test2
933,1,3,2,1,2,0,unacc,1.2779960862156712,0.6565227609644017,Test2
502,2,3,2,1,2,1,unacc,1.2779960862156712,0.5260518754495701,Test2
972,1,2,0,0,0,0,unacc,1.2779960370588255,0.920205111626192,Test2
12,3,3,0,1,1,0,unacc,1.277996086215671,1.308143758215703,Test2
273,3,1,2,0,1,0,unacc,1.2779960862156707,1.0317446316614218,Test2
1624,0,0,0,0,1,1,unacc,1.2777737745559927,1.3173264140970657,Test2
107,3,3,3,2,2,2,unacc,1.2779960862156712,1.5956558560271625,Test2
1437,0,2,1,0,2,0,unacc,1.2779960862014461,0.8139444177494152,Test2
468,2,3,1,1,0,0,unacc,1.27799608621567,0.7627835285669127,Test2
1007,1,2,1,0,2,2,unacc,1.2779960862156705,0.4718698626070002,Test2
1575,0,1,2,1,0,0,unacc,1.2779960854887296,0.8265822819429255,Test2
1461,0,2,2,0,1,0,unacc,1.2779960862138815,0.6830503055789672,Test2
552,2,2,0,1,1,0,unacc,1.277996086214453,0.6656402811094809,Test2
475,2,3,1,1,2,1,unacc,1.2779960862156712,0.5105795002864296,Test2
199,3,2,3,1,0,1,unacc,1.2779960862156712,1.101886700402723,Test2
1485,0,2,3,0,0,0,unacc,1.2779960862154458,1.2188228600617177,Test2
1029,1,2,2,0,1,0,unacc,1.2779960862156512,0.43084975637737183,Test2
76,3,3,2,2,1,1,unacc,1.2779960862156712,0.9787539964932651,Test2
774,2,0,0,2,0,0,unacc,1.2779960075406194,1.5811348081815633,Test2
1023,1,2,1,2,2,0,unacc,1.27799608621567,0.597615517088239,Test2
450,2,3,0,2,0,0,unacc,1.2779960862156512,1.265246977666388,Test2
812,2,0,2,0,0,2,unacc,1.277996086214818,1.1530006612508845,Test2
834,2,0,2,2,2,0,unacc,1.27799608621567,1.2381459570966056,Test2
828,2,0,2,2,0,0,unacc,1.2779960862145925,1.2787463157318408,Test2
1083,1,1,0,0,1,0,unacc,1.2779958562409608,0.8385339262378166,Test2
685,2,1,1,1,0,1,unacc,1.2779960862140387,0.42843847297032656,Test2
443,2,3,0,1,0,2,unacc,1.2779960862156698,0.9907704807811014,Test2
1009,1,2,1,1,0,1,unacc,1.2779960862147441,0.24200971514973546,Test2
1627,0,0,0,0,2,1,unacc,1.277989562913459,1.4641153949411692,Test2
234,3,1,0,2,0,0,unacc,1.2779960862101667,1.556971709175898,Test2
531,2,3,3,2,0,0,unacc,1.2779960862156712,1.3116641031558105,Test2
303,3,1,3,0,2,0,unacc,1.2779960862156712,1.5269168275066554,Test2
1540,0,1,1,0,0,1,unacc,1.277995911365753,0.7482368245200139,Test2
70,3,3,2,1,2,1,unacc,1.2779960862156712,0.9405179929127411,Test2
1324,0,3,1,0,0,1,unacc,1.2779960862087256,0.8709784663947531,Test2
886,1,3,0,2,1,1,unacc,1.2779960862156676,0.7855436779073096,Test2
29,3,3,1,0,0,2,unacc,1.2779960862156712,1.2361064824781283,Test2
1587,0,1,2,2,1,0,unacc,1.2779960862140471,0.8242179277959698,Test2
121,3,2,0,1,1,1,unacc,1.27799608621567,0.8685027289287283,Test2
1563,0,1,1,2,2,0,unacc,1.2779960862027615,0.9551120399717389,Test2
1298,0,3,0,0,0,2,unacc,1.2779960860896529,1.310569088182102,Test2
1706,0,0,3,0,1,2,unacc,1.2779960862149164,1.485907288836298,Test2
1108,1,1,1,0,0,1,unacc,1.277996084276267,0.496036529104345,Test2
864,1,3,0,0,0,0,unacc,1.2779960859061548,1.1482425446577138,Test2
370,3,0,1,2,0,1,unacc,1.2779960862154531,1.466136388387773,Test2
396,3,0,2,2,0,0,unacc,1.277996086215659,1.6932124331955887,Test2
994,1,2,0,2,1,1,unacc,1.277996086215113,0.5575063182649072,Test2
574,2,2,1,0,2,1,unacc,1.2779960862156707,0.43127298304817363,Test2
134,3,2,0,2,2,2,unacc,1.2779960862156712,1.3212013708954355,Test2
1596,0,1,3,0,1,0,unacc,1.2779960862146196,1.137151987767205,Test2
1277,1,0,3,0,2,2,unacc,1.2779960862156707,1.3800732269820033,Test2
212,3,2,3,2,1,2,unacc,1.2779960862156712,1.2212520090360972,Test2
1017,1,2,1,2,0,0,unacc,1.277996086214629,0.6382158757235444,Test2
969,1,3,3,2,2,0,unacc,1.2779960862156712,1.1899309603901589,Test2
1080,1,1,0,0,0,0,unacc,1.2779882568544578,1.0254866125970448,Test2
548,2,2,0,0,2,2,unacc,1.277996086215669,0.870863604907031,Test2
865,1,3,0,0,0,1,unacc,1.2779960861948452,0.9366388753521623,Test2
219,3,1,0,0,1,0,unacc,1.2779960861873323,1.3341332146412093,Test2
85,3,3,3,0,1,1,unacc,1.2779960862156712,1.2916880564645048,Test2
920,1,3,2,0,0,2,unacc,1.2779960862156712,0.7559799560482604,Test2
186,3,2,2,2,2,0,unacc,1.2779960862156712,1.108686793844388,Test2
650,2,1,0,0,0,2,unacc,1.2779960858243335,1.0167599369974079,Test2
316,3,1,3,2,0,1,unacc,1.2779960862156712,1.3917851650230342,Test2
1433,0,2,1,0,0,2,unacc,1.2779960861416464,0.7646707703975067,Test2
1303,0,3,0,0,2,1,unacc,1.27799608621404,1.1482390659331825,Test2
503,2,3,2,1,2,2,unacc,1.2779960862156712,0.6477815391382343,Test2
530,2,3,3,1,2,2,unacc,1.2779960862156712,0.9965872476347079,Test2
1215,1,0,1,0,0,0,unacc,1.2779914906828245,1.1462607368571829,Test2
1395,0,3,3,2,0,0,unacc,1.2779960862156712,1.4827318682294688,Test2
924,1,3,2,0,2,0,unacc,1.2779960862156712,0.8052536033684513,Test2
1036,1,2,2,1,0,1,unacc,1.2779960862156676,0.25748209031324054,Test2
1041,1,2,2,1,2,0,unacc,1.2779960862156712,0.42848540132209595,Test2
434,2,3,0,0,0,2,unacc,1.2779960862156556,1.1395013231851523,Test2
1249,1,0,2,0,2,1,unacc,1.2779960862146795,0.9095378547960693,Test2
648,2,1,0,0,0,0,unacc,1.2779959995372268,1.1066338133396998,Test2
15,3,3,0,1,2,0,unacc,1.2779960862156712,1.4545102455644627,Test2
118,3,2,0,1,0,1,unacc,1.27799608621564,1.0554695749133025,Test2
14,3,3,0,1,1,2,unacc,1.2779960862156712,1.2182697522596981,Test2
1423,0,2,0,2,0,1,unacc,1.2779960845151483,0.9966737122485253,Test2
1338,0,3,1,1,2,0,unacc,1.277996086215664,0.8932509350047536,Test2
1413,0,2,0,1,0,0,unacc,1.2779957511830584,1.0236743870669918,Test2
571,2,2,1,0,1,1,unacc,1.2779960862156672,0.2849064956994131,Test2
1089,1,1,0,1,0,0,unacc,1.2779954953703043,0.8767694271214485,Test2
709,2,1,2,0,2,1,unacc,1.277996086215671,0.5520413319023416,Test2
721,2,1,2,2,0,1,unacc,1.2779960862156707,0.6285133390633899,Test2
849,2,0,3,1,1,0,unacc,1.2779960862156694,1.2559826873150357,Test2
682,2,1,1,0,2,1,unacc,1.2779960862156523,0.5365689567391939,Test2
982,1,2,0,1,0,1,unacc,1.2779960859659243,0.5598706731452575,Test2
156,3,2,1,2,1,0,unacc,1.2779960862156712,0.9468479313324879,Test2
1465,0,2,2,0,2,1,unacc,1.2779960862156674,0.6178131232849705,Test2
750,2,1,3,2,1,0,unacc,1.2779960862156712,1.001955871219959,Test2
1191,1,0,0,0,1,0,unacc,1.2779594300396924,1.2770888437771701,Test2
180,3,2,2,2,0,0,unacc,1.2779960862156712,1.149287152480202,Test2
1140,1,1,2,0,2,0,unacc,1.277996086215578,0.6825122174170902,Test2
307,3,1,3,1,0,1,unacc,1.2779960862156712,1.2071826740937508,Test2
1263,1,0,2,2,1,0,unacc,1.277996086212811,1.010646685615948,Test2
1116,1,1,1,1,0,0,unacc,1.2779960840341802,0.5589093558715723,Test2
981,1,2,0,1,0,0,unacc,1.2779960825009462,0.7714743387013976,Test2
277,3,1,2,0,2,1,unacc,1.2779960862156712,0.9665074493655127,Test2
591,2,2,1,2,2,0,unacc,1.2779960862156712,0.6787483012180768,Test2
1635,0,0,0,1,2,0,unacc,1.2779887477597078,1.5269860797979584,Test2
1244,1,0,2,0,0,2,unacc,1.2779960861390538,1.0718678770671233,Test2
112,3,2,0,0,1,1,unacc,1.277996086215659,1.017233571332776,Test2
519,2,3,3,0,2,0,unacc,1.2779960862156712,1.2351920959947627,Test2
1045,1,2,2,2,0,1,unacc,1.2779960862156707,0.44208458124252453,Test2
818,2,0,2,0,2,2,unacc,1.2779960862156705,1.1124003026153668,Test2
516,2,3,3,0,1,0,unacc,1.2779960862156712,1.0888256086460029,Test2
1542,0,1,1,0,1,0,unacc,1.2779960096418481,0.7728737712689883,Test2
1458,0,2,2,0,0,0,unacc,1.2779960861550637,0.8700171514899481,Test2
1625,0,0,0,0,1,2,unacc,1.2779811828805476,1.4394677207048454,Test2
1567,0,1,2,0,0,1,unacc,1.2779960855693784,0.7637094548642755,Test2
678,2,1,1,0,1,0,unacc,1.2779960862062223,0.6018061390255215,Test2
948,1,3,3,0,1,0,unacc,1.2779960862156712,1.0076928245161654,Test2
329,3,0,0,0,1,2,unacc,1.2779960861953377,1.682888515728166,Test2
334,3,0,0,1,0,1,unacc,1.277996085439885,1.5993948550883126,Test2
167,3,2,2,0,1,2,unacc,1.2779960862156712,0.8365746520143894,Test2
1206,1,0,0,2,0,0,unacc,1.2779889792113688,1.4999913763242994,Test2
816,2,0,2,0,2,0,unacc,1.2779960862155069,1.202274308571226,Test2
288,3,1,2,2,0,0,unacc,1.277996086215671,1.25458312617123,Test2
1336,0,3,1,1,1,1,unacc,1.2779960862156556,0.5352807780113247,Test2
456,2,3,0,2,2,0,unacc,1.2779960862156712,1.2246466190305751,Test2
524,2,3,3,1,0,2,unacc,1.2779960862156712,1.037187606270522,Test2
1486,0,2,3,0,0,1,unacc,1.2779960862156559,1.0072191904172525,Test2
510,2,3,2,2,2,0,unacc,1.2779960862156712,0.9222580360235227,Test2
952,1,3,3,0,2,1,unacc,1.2779960862156712,0.9424556422202559,Test2
1168,1,1,3,0,2,1,unacc,1.2779960862156712,0.8197142562689779,Test2
1141,1,1,2,0,2,1,unacc,1.2779960862156647,0.4709085477725013,Test2
1246,1,0,2,0,1,1,unacc,1.27799608618209,0.7631713674152456,Test2
985,1,2,0,1,1,1,unacc,1.2779960862083037,0.3729038273318521,Test2
1254,1,0,2,1,1,0,unacc,1.2779960861779034,0.8260441946482014,Test2
1412,0,2,0,0,2,2,unacc,1.2779960861982957,1.041931369970009,Test2
291,3,1,2,2,1,0,unacc,1.2779960862156712,1.0676162801866562,Test2
1242,1,0,2,0,0,0,unacc,1.2779960692675842,1.1617418559361694,Test2
1082,1,1,0,0,0,2,unacc,1.277996050953824,0.9356271191083331,Test2
777,2,0,0,2,1,0,unacc,1.277996083900969,1.3941680504979848,Test2
1328,0,3,1,0,1,2,unacc,1.2779960862156572,0.8057412841040406,Test2
101,3,3,3,2,0,2,unacc,1.2779960862156712,1.6362562146629767,Test2
327,3,0,0,0,1,0,unacc,1.2779960817198395,1.7727625157581735,Test2
223,3,1,0,0,2,1,unacc,1.2779960862156148,1.268896032372546,Test2
1682,0,0,2,0,2,2,unacc,1.2779960862096738,1.2834680676847328,Test2
458,2,3,0,2,2,2,unacc,1.2779960862156712,1.1347726130745703,Test2
1641,0,0,0,2,1,0,unacc,1.277977225256721,1.5652038491456903,Test2
411,3,0,3,0,2,0,unacc,1.2779960862156712,1.9655461345310163,Test2
466,2,3,1,0,2,1,unacc,1.2779960862156712,0.6593103426904793,Test2
102,3,3,3,2,1,0,unacc,1.2779960862156712,1.539163374634408,Test2
1551,0,1,1,1,1,0,unacc,1.277996080428787,0.6241430537051466,Test2
306,3,1,3,1,0,0,unacc,1.2779960862156712,1.4187863437384198,Test2
372,3,0,1,2,1,0,unacc,1.2779960862155755,1.4907732120478474,Test2
992,1,2,0,2,0,2,unacc,1.2779960862143982,0.8662028279383663,Test2
936,1,3,2,2,0,0,unacc,1.2779960862156712,0.8817256105294993,Test2
304,3,1,3,0,2,1,unacc,1.2779960862156712,1.3153131578619863,Test2
210,3,2,3,2,1,0,unacc,1.2779960862156712,1.3111260149921022,Test2
1470,0,2,2,1,1,0,unacc,1.2779960862155353,0.5343194631767346,Test2
386,3,0,2,0,2,2,unacc,1.2779960862156712,1.526866420078538,Test2
1539,0,1,1,0,0,0,unacc,1.277993480872506,0.9598357722178035,Test2
114,3,2,0,0,2,0,unacc,1.2779960862156658,1.375203728326204,Test2
256,3,1,1,1,1,1,unacc,1.2779960862156705,0.655937744449563,Test2
723,2,1,2,2,1,0,unacc,1.2779960862156707,0.6531501627234851,Test2
1135,1,1,2,0,0,1,unacc,1.2779960862084832,0.511508906402591,Test2
178,3,2,2,1,2,1,unacc,1.2779960862156712,0.7124806332704353,Test2
1716,0,0,3,1,2,0,unacc,1.2779960862152988,1.5734169397371007,Test2
866,1,3,0,0,0,2,unacc,1.2779960862142685,1.0583685390549638,Test2
1192,1,0,0,0,1,1,unacc,1.277993628125605,1.0655560348594066,Test2
957,1,3,3,1,1,0,unacc,1.2779960862156712,0.8589619821121156,Test2
300,3,1,3,0,1,0,unacc,1.2779960862156712,1.3805503401578958,Test2
490,2,3,2,0,1,1,unacc,1.2779960862156712,0.5284162305048601,Test2
1452,0,2,1,2,1,0,unacc,1.2779960862129076,0.7034495789411176,Test2
861,2,0,3,2,2,0,unacc,1.2779960862156712,1.5869516655930793,Test2
361,3,0,1,1,0,1,unacc,1.2779960862127957,1.2815338974573778,Test2
652,2,1,0,0,1,1,unacc,1.2779960860441866,0.7080634274105551,Test2
1099,1,1,0,2,0,1,unacc,1.2779960832183106,0.849769135823989,Test2
882,1,3,0,2,0,0,unacc,1.2779960862138973,1.1841141935357753,Test2
757,2,0,0,0,0,1,unacc,1.2779951598820138,1.3336582754439155,Test2
410,3,0,3,0,1,2,unacc,1.2779960862156712,1.7293056412262517,Test2
220,3,1,0,0,1,1,unacc,1.2779960862137631,1.1225295450228225,Test2
1260,1,0,2,2,0,0,unacc,1.2779960861187551,1.1976135315156915,Test2
1354,0,3,2,0,1,1,unacc,1.2779960862156705,0.6994839955785181,Test2
712,2,1,2,1,0,1,unacc,1.277996086215665,0.4439108481341056,Test2
567,2,2,1,0,0,0,unacc,1.2779960862136484,0.6834770113269716,Test2
819,2,0,2,1,0,0,unacc,1.2779960862014297,1.0941438247904747,Test2
