,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
535,I,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11,213,123,8.666666666666666,5.444444444444447,2
2684,F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9,65,31,18.25,85.5625,2
2378,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12,208,120,9.714285714285714,5.2244897959183705,2
3063,F,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9,65,31,18.25,85.5625,2
1817,F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9,257,156,10.0,1.0,2
1009,F,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8,260,160,11.5,12.25,2
786,F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9,184,101,10.0,1.0,2
2829,I,0.52,0.395,0.145,0.77,0.424,0.142,0.1895,7,64,30,8.0,1.0,2
15,M,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12,229,134,14.0,4.0,2
356,M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13,252,151,10.0,9.0,2
3704,M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11,252,151,10.0,1.0,2
1300,I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9,214,124,9.5,0.25,2
1820,F,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13,248,146,11.679310344827586,1.7442211652794295,2
935,I,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7,209,121,9.333333333333334,5.444444444444447,2
4169,M,0.52,0.385,0.165,0.791,0.375,0.18,0.1815,10,100,48,7.0,9.0,2
1683,F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12,153,80,9.0,9.0,2
656,F,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17,225,131,15.333333333333334,2.777777777777776,2
1422,M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12,249,147,11.40268456375839,0.35678573037250483,2
1073,I,0.405,0.3,0.11,0.32,0.172,0.044,0.093,7,208,120,9.714285714285714,7.367346938775506,2
252,F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12,65,31,18.25,39.0625,2
798,M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11,228,134,7.5,12.25,2
12,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11,46,21,8.0,9.0,2
947,M,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9,46,21,8.0,1.0,2
986,F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8,162,86,9.0,1.0,2
2160,M,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,19,149,78,8.0,121.0,2
1239,I,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7,205,116,8.846153846153847,3.408284023668641,2
1628,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9,247,145,10.0,1.0,2
3879,F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15,261,161,10.5,20.25,2
2589,M,0.575,0.45,0.155,0.948,0.429,0.206,0.259,7,69,33,12.923076923076923,35.082840236686394,2
1921,M,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,10,234,137,13.75,14.0625,2
37,F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8,200,111,11.333333333333334,11.111111111111114,2
962,I,0.505,0.39,0.15,0.685,0.362,0.131,0.156,8,64,30,8.0,0.0,2
2046,I,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7,208,120,9.714285714285714,7.367346938775506,2
1787,I,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,8,215,125,9.333333333333334,1.7777777777777795,2
265,F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11,104,50,10.0,1.0,2
2702,M,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11,259,158,11.75,0.5625,2
3786,M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10,252,151,10.0,0.0,2
2720,I,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7,205,116,8.846153846153847,3.408284023668641,2
2890,M,0.52,0.465,0.15,0.9505,0.456,0.199,0.255,8,230,135,15.0,49.0,2
259,F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13,65,31,18.25,27.5625,2
201,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13,228,134,7.5,30.25,2
496,F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12,67,32,13.7,2.8899999999999975,2
1671,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9,236,138,13.333333333333334,18.777777777777782,2
1386,M,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12,236,138,13.333333333333334,1.7777777777777795,2
2564,I,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6,213,123,8.666666666666666,7.111111111111108,2
3399,F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8,54,25,8.0,0.0,2
242,I,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5,202,114,6.0,1.0,2
1913,M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9,69,33,12.923076923076923,15.3905325443787,2
3121,F,0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,7,106,51,8.0,1.0,2
2472,M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14,258,157,10.142857142857142,14.877551020408168,2
618,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9,165,88,9.0,0.0,2
1845,I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8,209,121,9.333333333333334,1.7777777777777795,2
1841,I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7,207,118,9.0,4.0,2
807,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15,66,31,11.0,16.0,2
760,M,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15,236,138,13.333333333333334,2.777777777777776,2
3620,F,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9,257,156,10.0,1.0,2
3137,M,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10,175,93,9.0,1.0,2
2438,F,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16,225,131,15.333333333333334,0.44444444444444364,2
136,F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7,192,107,9.204819277108436,4.861228044708968,2
2063,M,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8,172,92,9.333333333333334,1.7777777777777795,2
372,F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19,150,78,9.0,100.0,2
3624,F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9,257,156,10.0,1.0,2
1490,F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9,65,31,18.25,85.5625,2
2543,F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10,248,146,11.679310344827586,2.820083234244946,2
870,M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12,259,158,11.75,0.0625,2
2233,M,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17,234,137,13.75,10.5625,2
2824,I,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7,213,123,8.666666666666666,2.777777777777776,2
671,F,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17,184,101,10.0,49.0,2
590,I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13,215,125,9.333333333333334,13.44444444444444,2
3555,M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,179,97,9.0,1.0,2
619,M,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,7,163,87,8.787878787878787,3.1965105601469213,2
2597,F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8,162,86,9.0,1.0,2
2041,I,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8,203,115,9.666666666666666,2.777777777777776,2
1366,I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9,244,143,11.0,4.0,2
3148,F,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,12,248,146,11.679310344827586,0.10284185493460173,2
2780,M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10,69,33,12.923076923076923,8.544378698224854,2
608,M,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10,166,88,9.0,1.0,2
4105,F,0.715,0.565,0.18,1.79,0.844,0.3535,0.5385,9,253,152,11.714285714285714,7.367346938775506,2
1373,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10,233,136,14.25,18.0625,2
2644,I,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,8,64,30,8.0,0.0,2
254,M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15,237,139,11.0,16.0,2
1764,I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5,202,114,6.0,1.0,2
1457,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7,112,56,12.0,25.0,2
1041,F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10,253,152,11.714285714285714,2.938775510204079,2
2221,M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17,234,137,13.75,10.5625,2
3367,I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17,245,143,17.0,0.0,2
3540,I,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8,119,60,10.0,4.0,2
3447,F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,196,109,9.5,2.25,2
1348,M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9,252,151,10.0,1.0,2
571,I,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14,210,121,10.0,16.0,2
635,M,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8,166,88,9.0,1.0,2
2606,M,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10,259,158,11.75,3.0625,2
2856,F,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11,260,160,11.5,0.25,2
701,F,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14,189,103,14.0,0.0,2
353,M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9,182,99,8.9,0.009999999999999929,2
3424,M,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,258,157,10.142857142857142,0.02040816326530598,2
2771,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9,106,51,8.0,1.0,2
773,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9,177,95,12.0,9.0,2
407,M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16,69,33,12.923076923076923,9.467455621301774,2
1338,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10,100,48,7.0,9.0,2
4035,I,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11,214,124,9.5,2.25,2
1177,F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10,162,86,9.0,1.0,2
2097,M,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7,94,44,11.0,16.0,2
3933,I,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6,202,114,6.0,0.0,2
3311,F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12,189,103,14.0,4.0,2
3403,I,0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,208,120,9.714285714285714,0.510204081632652,2
3178,M,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,8,167,89,7.5,0.25,2
480,F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29,253,152,11.714285714285714,298.7959183673469,2
467,M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13,252,151,10.0,9.0,2
2362,F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18,67,32,13.7,18.490000000000006,2
3992,M,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,10,249,147,11.40268456375839,1.9675239854060649,2
4144,M,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11,252,151,10.0,1.0,2
1786,I,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,8,144,75,9.0,1.0,2
3807,F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8,112,56,12.0,16.0,2
943,I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7,210,121,10.0,9.0,2
2699,M,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,11,252,151,10.0,1.0,2
694,I,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4,201,113,7.007425742574258,9.044609597098326,2
1082,I,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7,209,121,9.333333333333334,5.444444444444447,2
125,I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5,203,115,9.666666666666666,21.77777777777777,2
2147,M,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12,46,21,8.0,16.0,2
3929,F,0.65,0.515,0.215,1.498,0.564,0.323,0.425,16,253,152,11.714285714285714,18.367346938775515,2
543,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8,169,90,8.5,0.25,2
212,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12,54,25,8.0,16.0,2
25,F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11,66,31,11.0,0.0,2
436,I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7,205,116,8.846153846153847,3.408284023668641,2
1791,M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10,258,157,10.142857142857142,0.02040816326530598,2
3253,I,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6,213,123,8.666666666666666,7.111111111111108,2
2697,M,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10,258,157,10.142857142857142,0.02040816326530598,2
1331,M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10,69,33,12.923076923076923,8.544378698224854,2
2760,I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10,215,125,9.333333333333334,0.44444444444444364,2
245,I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10,204,116,8.7,1.690000000000002,2
43,I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5,202,114,6.0,1.0,2
3273,F,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13,189,103,14.0,1.0,2
1401,M,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11,258,157,10.142857142857142,0.7346938775510212,2
3285,F,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13,253,152,11.714285714285714,1.653061224489798,2
3987,F,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11,253,152,11.714285714285714,0.510204081632652,2
2592,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,237,139,11.0,16.0,2
3179,I,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,8,203,115,9.666666666666666,2.777777777777776,2
1574,M,0.48,0.355,0.16,0.464,0.221,0.106,0.239,8,228,134,7.5,0.25,2
2700,M,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13,252,151,10.0,9.0,2
4069,I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8,210,121,10.0,4.0,2
3145,M,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13,228,134,7.5,30.25,2
3337,I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15,150,78,9.0,36.0,2
2141,I,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7,203,115,9.666666666666666,7.111111111111108,2
419,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13,181,98,9.0,16.0,2
2236,F,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,15,225,131,15.333333333333334,0.11111111111111151,2
49,F,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9,66,31,11.0,4.0,2
978,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8,178,97,10.0,4.0,2
3724,F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7,66,31,11.0,16.0,2
3910,M,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13,177,95,12.0,1.0,2
2813,I,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4,203,115,9.666666666666666,32.11111111111111,2
3150,F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10,257,156,10.0,0.0,2
1423,F,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11,253,152,11.714285714285714,0.510204081632652,2
3306,I,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,10,208,120,9.714285714285714,0.08163265306122493,2
3946,M,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13,228,134,7.5,30.25,2
129,M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18,259,158,11.75,39.0625,2
3352,F,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15,52,24,7.0,64.0,2
2904,I,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,9,244,143,11.0,4.0,2
886,F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12,257,156,10.0,4.0,2
2985,I,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,8,215,125,9.333333333333334,1.7777777777777795,2
1136,F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7,66,31,11.0,16.0,2
248,I,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7,203,115,9.666666666666666,7.111111111111108,2
2263,F,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13,260,160,11.5,2.25,2
2990,F,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,9,65,31,18.25,85.5625,2
4135,F,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11,67,32,13.7,7.2899999999999965,2
814,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7,203,115,9.666666666666666,7.111111111111108,2
3999,I,0.415,0.31,0.095,0.34,0.181,0.057,0.083,6,119,60,10.0,16.0,2
374,M,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13,237,139,11.0,4.0,2
1058,I,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4,202,114,6.0,4.0,2
4008,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12,162,86,9.0,9.0,2
3312,F,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17,185,101,11.11111111111111,34.67901234567902,2
340,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14,162,86,9.0,25.0,2
3376,I,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6,203,115,9.666666666666666,13.44444444444444,2
2770,F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10,162,86,9.0,1.0,2
3647,I,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8,211,122,9.666666666666666,2.777777777777776,2
1084,I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,7,210,121,10.0,9.0,2
1020,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10,252,151,10.0,0.0,2
3532,I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7,205,116,8.846153846153847,3.408284023668641,2
3614,M,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11,237,139,11.0,0.0,2
691,I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5,202,114,6.0,1.0,2
1895,M,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11,69,33,12.923076923076923,3.698224852071007,2
1033,M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10,252,151,10.0,0.0,2
3599,M,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12,250,147,10.75,1.5625,2
1710,M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10,252,151,10.0,0.0,2
1658,I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8,239,140,8.666666666666666,0.44444444444444364,2
4102,M,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11,149,78,8.0,9.0,2
2397,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17,254,154,11.333333333333334,32.11111111111111,2
425,M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13,234,137,13.75,0.5625,2
3018,I,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,9,209,121,9.333333333333334,0.11111111111111151,2
903,I,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6,203,115,9.666666666666666,13.44444444444444,2
104,M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12,237,139,11.0,1.0,2
3334,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8,208,120,9.714285714285714,2.938775510204079,2
3070,F,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9,261,161,10.5,2.25,2
3942,F,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11,196,109,9.5,2.25,2
1562,I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7,209,121,9.333333333333334,5.444444444444447,2
592,I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18,215,125,9.333333333333334,75.1111111111111,2
977,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8,106,51,8.0,0.0,2
1211,I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4,203,115,9.666666666666666,32.11111111111111,2
1032,M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11,252,151,10.0,1.0,2
3891,F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12,224,131,8.0,16.0,2
3529,I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6,204,116,8.7,7.2899999999999965,2
2143,M,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10,172,92,9.333333333333334,0.44444444444444364,2
1749,M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11,249,147,11.40268456375839,0.16215485788928488,2
857,M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12,236,138,13.333333333333334,1.7777777777777795,2
2884,I,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9,214,124,9.5,0.25,2
1517,F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10,153,80,9.0,1.0,2
839,I,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9,211,122,9.666666666666666,0.44444444444444364,2
1326,M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8,100,48,7.0,1.0,2
1328,I,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,10,215,125,9.333333333333334,0.44444444444444364,2
1991,I,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6,203,115,9.666666666666666,13.44444444444444,2
1890,M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11,69,33,12.923076923076923,3.698224852071007,2
387,M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10,46,21,8.0,4.0,2
1889,M,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7,178,97,10.0,9.0,2
2951,M,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11,259,158,11.75,0.5625,2
862,M,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11,259,158,11.75,0.5625,2
1567,I,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,8,209,121,9.333333333333334,1.7777777777777795,2
2994,M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9,233,136,14.25,27.5625,2
289,F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10,66,31,11.0,1.0,2
1019,M,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11,259,158,11.75,0.5625,2
2027,M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9,69,33,12.923076923076923,15.3905325443787,2
2755,F,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10,185,101,11.11111111111111,1.234567901234567,2
3421,M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,236,138,13.333333333333334,5.444444444444447,2
1221,I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5,203,115,9.666666666666666,21.77777777777777,2
3404,M,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8,167,89,7.5,0.25,2
1325,F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8,191,105,8.666666666666666,0.44444444444444364,2
143,M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11,69,33,12.923076923076923,3.698224852071007,2
445,F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,9,224,131,8.0,1.0,2
990,F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9,162,86,9.0,0.0,2
3541,I,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8,64,30,8.0,0.0,2
341,F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14,67,32,13.7,0.09000000000000043,2
1541,I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7,205,116,8.846153846153847,3.408284023668641,2
4074,I,0.52,0.4,0.14,0.622,0.278,0.1455,0.169,8,214,124,9.5,2.25,2
489,F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14,224,131,8.0,36.0,2
1141,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10,76,36,6.0,16.0,2
683,M,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16,228,134,7.5,72.25,2
4018,M,0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8,261,161,10.5,6.25,2
2230,M,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13,230,135,15.0,4.0,2
1802,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11,65,31,18.25,52.5625,2
3039,M,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10,69,33,12.923076923076923,8.544378698224854,2
0,M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15,186,111,11.333333333333334,13.44444444444444,3
1,M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7,60,28,10.0,9.0,3
2,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9,163,91,13.5,20.25,3
7,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16,139,74,10.0,36.0,3
10,F,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,14,163,91,13.5,0.25,3
14,F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10,154,86,10.0,0.0,3
16,I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7,171,97,9.5,6.25,3
18,M,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7,60,28,10.0,9.0,3
19,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9,186,111,11.333333333333334,5.444444444444447,3
22,F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12,138,74,7.0,25.0,3
23,F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9,167,94,9.5,0.25,3
25,F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11,138,74,7.0,16.0,3
29,M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11,119,63,8.0,9.0,3
31,F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15,80,38,9.0,36.0,3
36,F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16,76,36,16.0,0.0,3
38,F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11,138,74,7.0,16.0,3
39,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9,60,28,10.0,1.0,3
42,I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5,173,99,7.040302267002519,4.162833340735619,3
44,I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4,173,99,7.040302267002519,9.243437874740659,3
46,M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9,183,109,7.666666666666667,1.777777777777777,3
47,F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7,154,86,10.0,9.0,3
