,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
201,6,5,3,7,90.1,37.6,83.7,7.2,12.4,54.0,3.6,0.0,2.5726122302071057,5,0,0.9878969283899202,2.5113225878135337,3
209,8,3,9,4,93.7,80.9,685.2,17.9,23.2,26.0,4.9,0.0,3.1949928844048685,285,245,0.0,10.207979531397742,3
210,4,4,10,6,90.6,43.7,686.9,6.7,18.4,25.0,3.1,0.0,3.2280337626529665,1,0,1.6518108133855625,2.4844787857972332,3
212,7,4,9,5,94.3,85.1,692.3,15.9,20.1,47.0,4.9,0.0,3.3006401266708405,166,102,3.007166651179654,0.08612668081687605,3
215,4,4,3,6,91.7,35.8,80.8,7.8,17.0,27.0,4.9,0.0,3.389799336709786,5,0,0.9878969283899202,5.769135179092771,3
217,1,3,9,1,88.6,91.8,709.9,7.1,12.4,73.0,6.3,0.0,3.4442568711226023,104,55,3.373826184866024,0.004960481566572556,3
220,8,6,8,7,90.2,99.6,631.2,6.3,16.2,59.0,3.1,0.0,3.4986265269937014,367,350,2.642818656695331,0.7324071108646321,3
223,2,2,7,5,88.3,150.3,309.9,6.8,13.4,79.0,3.6,0.0,3.6381123370602833,69,24,5.633109621361155,3.980014164367852,3
233,9,4,9,2,84.4,73.4,671.9,3.2,24.3,36.0,3.1,0.0,4.669646205172456,360,343,2.6139961461550403,4.225697165138305,3
234,4,5,9,6,92.5,121.1,674.4,8.6,17.7,25.0,3.1,0.0,5.049086480470509,105,57,1.593132188355895,11.94362006918542,3
238,6,5,9,6,92.5,121.1,674.4,8.6,25.1,27.0,4.0,0.0,6.995619625423205,174,107,0.0,48.9386939436063,3
240,6,3,4,3,88.0,17.2,43.5,3.8,15.2,51.0,2.7,0.0,0.0,44,7,1.4701758451005926,2.161417015517242,3
245,3,4,8,7,91.8,175.1,700.7,13.8,26.8,38.0,6.3,0.0,0.5653138090500605,367,350,2.642818656695331,4.316026391989599,3
248,8,6,8,3,93.1,157.3,666.7,13.5,28.7,28.0,2.7,0.0,0.0,133,75,0.0,0.0,3
249,3,4,8,3,93.1,157.3,666.7,13.5,21.7,40.0,0.4,0.0,1.244154593958768,133,75,0.0,1.5479206536687067,3
251,8,5,8,3,93.1,157.3,666.7,13.5,24.0,36.0,3.1,0.0,0.2151113796169455,133,75,0.0,0.04627290564070563,3
253,7,4,8,4,91.9,109.2,565.5,8.0,21.4,38.0,2.7,0.0,0.924258901523332,77,28,0.0,0.8542545170451163,3
257,4,3,8,6,94.2,117.2,581.1,11.0,21.4,44.0,2.7,0.0,0.5187937934151675,31,4,2.116648018667329,2.553138125156186,3
259,7,4,8,6,91.8,170.9,692.3,13.7,23.7,40.0,1.8,0.0,0.8671004876833833,31,4,2.116648018667329,1.561369032188075,3
264,4,4,8,5,94.3,167.6,684.4,13.0,21.8,53.0,3.1,0.0,2.020222182019865,195,126,2.074428999856292,0.0029383790999516044,3
265,4,4,8,2,93.7,102.2,550.3,14.6,22.1,54.0,7.6,0.0,0.5822156198526637,263,211,0.0,0.3389750280004214,3
266,6,5,8,2,94.3,131.7,607.1,22.7,19.4,55.0,4.0,0.0,0.1570037488096647,139,79,0.418710334858185,0.06849033718117153,3
268,3,4,8,2,92.1,152.6,658.2,14.3,21.0,32.0,3.1,0.0,0.0,139,79,0.418710334858185,0.1753183445170534,3
269,4,4,8,2,92.1,152.6,658.2,14.3,19.1,53.0,2.7,0.0,1.6863989535702288,139,79,0.418710334858185,1.60703443401205,3
272,2,5,8,2,92.1,152.6,658.2,14.3,20.2,47.0,4.0,0.0,1.4085449700547104,139,79,0.418710334858185,0.9797726050346385,3
276,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,2.93651291389402,47,8,2.376764491168297,0.31331829674393497,3
278,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,3.136797713832594,47,8,2.376764491168297,0.5776504995534771,3
280,4,6,12,5,84.7,26.7,352.6,4.1,2.2,59.0,4.9,0.0,2.329227023940467,49,8,1.8531680973566984,0.22663210158008987,3
285,2,5,7,7,93.9,169.7,411.8,12.3,23.4,40.0,6.3,0.0,0.0,68,23,0.0,0.0,3
290,2,5,7,6,91.6,104.2,474.9,9.0,18.7,53.0,1.8,0.0,0.0,69,24,5.633109621361155,31.731924006271612,3
293,7,6,7,2,93.1,180.4,430.8,11.0,26.9,28.0,5.4,0.0,4.471067201464611,68,23,0.0,19.990441920012586,3
295,7,5,6,7,93.1,180.4,430.8,11.0,22.2,48.0,1.3,0.0,0.0,50,10,0.0,0.0,3
297,8,6,6,7,90.4,89.5,290.8,6.4,15.4,45.0,2.2,0.0,0.0,50,10,0.0,0.0,3
299,6,5,6,6,53.4,71.0,233.8,0.4,10.6,90.0,2.7,0.0,0.0,51,10,0.7839015438284094,0.6145016304165636,3
301,6,5,6,1,90.4,93.3,298.1,7.5,19.1,39.0,5.4,0.0,1.5085119938441398,50,10,0.0,2.275608435571622,3
305,1,4,9,7,89.6,84.1,714.3,5.7,19.0,52.0,2.2,0.0,0.0,364,347,4.371072992532021,19.106279106042837,3
308,2,4,9,7,92.4,105.8,758.1,9.9,16.0,45.0,1.8,0.0,0.0,364,347,4.371072992532021,19.106279106042837,3
312,2,4,9,7,50.4,46.2,706.6,0.4,12.2,78.0,6.3,0.0,0.0,364,347,4.371072992532021,19.106279106042837,3
314,4,4,9,3,92.6,115.4,777.1,8.8,19.7,41.0,1.8,0.0,0.947789398933526,358,341,2.915376697180712,3.871399776223661,3
315,3,4,9,3,91.2,134.7,817.5,7.2,18.5,30.0,2.7,0.0,0.0,109,59,0.0,0.0,3
317,4,4,9,4,92.4,96.2,739.4,8.6,19.2,24.0,4.9,0.0,1.5644405465033644,285,245,0.0,2.4474742235437454,3
321,1,4,9,4,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,2.105352923464337,285,245,0.0,4.43251093233983,3
323,3,5,9,4,90.7,136.9,822.8,6.8,12.9,39.0,2.7,0.0,1.1568811967920856,121,66,1.7833912195575383,0.39251480862556815,3
325,1,4,9,6,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,0.0,174,107,0.0,0.0,3
328,6,5,9,6,92.2,102.3,751.5,8.4,19.7,35.0,1.8,0.0,0.0,105,57,1.593132188355895,2.538070169575643,3
330,3,3,9,6,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,2.0255131996542803,174,107,0.0,4.102703721973721,3
331,7,4,9,6,91.2,124.4,795.3,8.5,21.5,28.0,4.5,0.0,2.8118094353930627,174,107,0.0,7.906272300965454,3
334,2,3,9,1,91.6,108.4,764.0,6.2,18.0,51.0,5.4,0.0,0.0,104,55,3.373826184866024,11.38270312568763,3
337,6,3,9,1,91.6,108.4,764.0,6.2,23.0,34.0,2.2,0.0,4.04375277610604,56,17,0.0,16.351936514265308,3
338,8,6,9,1,91.6,108.4,764.0,6.2,22.7,35.0,2.2,0.0,2.137710449803812,56,17,0.0,4.569805967200417,3
340,2,5,9,1,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,1.5953389880545987,104,55,3.373826184866024,3.1630167092221613,3
343,8,6,9,1,91.5,130.1,807.1,7.5,15.9,51.0,4.5,0.0,1.1568811967920856,56,17,0.0,1.338374103491088,3
344,6,3,9,1,91.5,130.1,807.1,7.5,12.2,66.0,4.9,0.0,1.9600947840472696,56,17,0.0,3.8419715624493125,3
348,3,4,9,5,92.1,99.0,745.3,9.6,17.4,57.0,4.5,0.0,0.0,166,102,3.007166651179654,9.043051267967055,3
354,7,4,9,5,92.1,99.0,745.3,9.6,18.7,50.0,2.2,0.0,1.9416152247724323,166,102,3.007166651179654,1.1353998423184648,3
355,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,2.643333886382519,166,102,3.007166651179654,0.13237428073992727,3
356,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,0.8153648132841945,166,102,3.007166651179654,4.803995296601914,3
362,7,4,9,5,88.2,55.2,732.3,11.6,15.2,64.0,3.1,0.0,0.418710334858185,166,102,3.007166651179654,6.700106101504508,3
363,4,3,9,2,91.9,111.7,770.3,6.5,15.9,53.0,2.2,0.0,1.3686394258811698,114,62,0.0,1.873173878076338,3
368,6,5,9,6,91.2,94.3,744.4,8.4,16.8,47.0,4.9,0.0,2.613006652415316,105,57,1.593132188355895,1.040143922440491,3
370,7,4,9,7,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,2.4898941912990398,364,347,4.371072992532021,3.538833682208356,3
372,4,5,8,7,92.0,203.2,664.5,8.1,10.4,75.0,0.9,0.0,0.0,367,350,2.642818656695331,6.984490452176915,3
376,8,6,8,1,92.1,207.0,672.6,8.2,21.1,54.0,2.2,0.0,0.0,143,81,0.0,0.0,3
377,2,2,8,6,93.7,231.1,715.1,8.4,21.9,42.0,2.2,0.0,5.168379509433644,31,4,2.116648018667329,9.313065091734797,3
380,5,4,7,3,93.7,101.3,458.8,11.9,19.3,39.0,7.2,0.0,2.166765369851511,68,23,0.0,4.694872167987755,3
381,8,6,8,4,90.7,194.1,643.0,6.8,16.2,63.0,2.7,0.0,2.8524391037275145,77,28,0.0,8.136408840473827,3
384,8,4,8,6,91.6,273.8,819.1,7.7,21.3,44.0,4.5,0.0,2.578700529074361,31,4,2.116648018667329,0.21349252237344052,3
393,2,4,3,2,93.4,15.0,25.6,11.4,15.2,19.0,7.6,0.0,0.0,5,0,0.9878969283899202,0.975940341122239,3
398,1,2,8,6,93.7,231.1,715.1,8.4,25.9,32.0,3.1,0.0,0.0,31,4,2.116648018667329,4.48019883492833,3
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,0.0,52,10,1.4327007339340465,2.0526313930151554,3
400,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,2.214846178686039,52,10,1.4327007339340465,0.611751496746292,3
402,9,9,8,5,94.8,227.0,706.7,12.0,25.0,36.0,4.0,0.0,0.0,195,126,2.074428999856292,4.303255675444777,3
404,2,4,9,3,87.9,84.8,725.1,3.7,21.8,34.0,2.2,0.0,1.951608170169951,109,59,0.0,3.8087744498741047,3
410,6,3,2,5,84.1,7.3,52.8,2.7,14.7,42.0,2.7,0.0,0.0,371,354,2.477380850789306,6.137415879857545,3
413,7,5,8,6,93.7,231.1,715.1,8.4,26.4,33.0,3.6,0.0,0.0,31,4,2.116648018667329,4.48019883492833,3
414,5,4,8,7,93.6,235.1,723.1,10.1,24.1,50.0,4.0,0.0,0.0,367,350,2.642818656695331,6.984490452176915,3
417,6,5,3,3,93.4,17.3,28.3,9.9,13.8,24.0,5.8,0.0,0.0,5,0,0.9878969283899202,0.975940341122239,3
418,2,4,8,7,92.0,203.2,664.5,8.1,24.9,42.0,5.4,0.0,1.235471471385307,367,350,2.642818656695331,1.9806261000000474,3
420,8,8,8,3,91.7,191.4,635.9,7.8,26.2,36.0,4.5,0.0,5.229824370102736,210,136,2.005525858729668,10.396100890442582,3
421,2,4,8,3,95.2,217.7,690.0,18.0,30.8,19.0,4.5,0.0,0.0,210,136,2.005525858729668,4.022133970033371,3
422,8,6,7,7,88.9,263.1,795.9,5.2,29.3,27.0,3.6,0.0,1.9878743481543453,69,24,5.633109621361155,13.287740197031123,3
423,1,3,9,6,91.2,94.3,744.4,8.4,22.3,48.0,4.0,0.0,0.5423242908253617,174,107,0.0,0.2941156364192315,3
424,8,6,8,6,93.7,231.1,715.1,8.4,26.9,31.0,3.6,0.0,1.7850704810772584,31,4,2.116648018667329,0.10994366343429474,3
426,8,6,8,4,91.6,248.4,753.8,6.3,20.4,56.0,2.2,0.0,0.0,77,28,0.0,0.0,3
428,1,3,8,4,94.8,222.4,698.6,13.9,26.2,34.0,5.8,0.0,0.0,137,78,0.0,0.0,3
429,3,4,8,7,91.6,181.3,613.0,7.6,24.6,44.0,4.0,0.0,1.4350845252893227,367,350,2.642818656695331,1.4586217321630255,3
440,5,4,9,5,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,0.0,166,102,3.007166651179654,9.043051267967055,3
441,8,6,8,1,92.1,207.0,672.6,8.2,25.5,29.0,1.8,0.0,0.8020015854720274,143,81,0.0,0.6432065430996456,3
444,2,5,9,5,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,2.394252281519869,166,102,3.007166651179654,0.37566402453545156,3
445,5,5,8,7,94.0,47.9,100.7,10.7,17.3,80.0,4.5,0.0,0.0,367,350,2.642818656695331,6.984490452176915,3
446,6,5,8,7,92.0,203.2,664.5,8.1,19.1,70.0,2.2,0.0,0.0,367,350,2.642818656695331,6.984490452176915,3
447,3,4,3,3,93.4,17.3,28.3,9.9,8.9,35.0,8.0,0.0,0.0,5,0,0.9878969283899202,0.975940341122239,3
448,7,4,9,3,89.7,284.9,844.0,10.1,10.5,77.0,4.0,0.0,0.0,358,341,2.915376697180712,8.499421286464317,3
456,2,4,8,4,91.6,248.4,753.8,6.3,16.6,59.0,2.7,0.0,0.0,77,28,0.0,0.0,3
457,1,4,8,3,91.7,191.4,635.9,7.8,19.9,50.0,4.0,0.0,4.427836170705175,210,136,2.005525858729668,5.867587247502881,3
458,8,6,8,6,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,1.463255402256019,31,4,2.116648018667329,0.4269219111808175,3
460,2,5,8,6,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0,31,4,2.116648018667329,4.48019883492833,3
467,3,4,3,3,90.2,18.5,41.1,7.3,11.2,41.0,5.4,0.0,1.8794650496471603,5,0,0.9878969283899202,0.7948937148421649,3
468,6,5,3,4,91.3,20.6,43.5,8.5,13.3,27.0,3.6,0.0,2.0294631718735947,5,0,0.9878969283899202,1.0848602395646931,3
469,6,3,4,7,91.0,14.6,25.6,12.3,13.7,33.0,9.4,0.0,4.129228964075603,45,7,0.0,17.050531837760875,3
470,5,4,4,7,91.0,14.6,25.6,12.3,17.6,27.0,5.8,0.0,0.0,45,7,0.0,0.0,3
472,8,3,6,1,88.2,96.2,229.0,4.7,14.3,79.0,4.0,0.0,1.0784095813505905,50,10,0.0,1.162967225148756,3
473,9,4,6,6,90.5,61.1,252.6,9.4,24.5,50.0,3.1,0.0,4.267176792994939,51,10,0.7839015438284094,12.133206461456151,3
476,4,3,7,4,93.5,85.3,395.0,9.9,27.2,28.0,1.3,0.0,1.0152306797290584,68,23,0.0,1.030693333063126,3
477,4,3,7,7,93.7,101.3,423.4,14.7,26.1,45.0,4.0,0.0,2.1234584270966104,68,23,0.0,4.5090756916076105,3
481,4,3,7,4,93.2,114.4,560.0,9.5,30.2,22.0,4.9,0.0,0.0,68,23,0.0,0.0,3
482,3,4,8,7,94.9,130.3,587.1,14.1,23.4,40.0,5.8,0.0,0.8285518175661483,367,350,2.642818656695331,3.2915641635637964,3
484,2,5,8,7,94.9,130.3,587.1,14.1,33.1,25.0,4.0,0.0,3.311637304949512,367,350,2.642818656695331,0.44731838425254977,3
485,2,4,8,1,95.0,135.5,596.3,21.3,30.6,28.0,3.6,0.0,1.1216775615991057,82,30,2.2874714551839976,1.3590754023198224,3
487,5,4,8,2,95.1,141.3,605.8,17.7,26.4,34.0,3.6,0.0,2.856470206220483,139,79,0.418710334858185,5.942673190424328,3
490,4,4,8,3,95.1,141.3,605.8,17.7,28.7,33.0,4.0,0.0,0.0,210,136,2.005525858729668,4.022133970033371,3
494,6,6,8,6,96.0,164.0,643.0,14.0,30.8,30.0,4.9,0.0,2.2607208888953467,31,4,2.116648018667329,0.020756991935739207,3
497,3,4,8,2,96.1,181.1,671.2,14.3,32.3,27.0,2.2,0.0,2.7523860149222616,139,79,0.418710334858185,5.4460421797225305,3
498,6,5,8,2,96.1,181.1,671.2,14.3,33.3,26.0,2.7,0.0,3.726656818447966,139,79,0.418710334858185,10.942509938293997,3
501,7,5,8,2,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0,263,211,0.0,0.0,3
502,4,4,8,2,96.1,181.1,671.2,14.3,20.7,69.0,4.9,0.4,0.0,263,211,0.0,0.0,3
505,1,2,8,4,91.0,163.2,744.4,10.1,26.7,35.0,1.8,0.0,1.916922612182061,137,78,0.0,3.6745923010948967,3
507,2,4,8,5,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0,289,255,1.1537315878891892,1.3310965768933098,3
508,1,2,8,5,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0,289,255,1.1537315878891892,1.3310965768933098,3
510,6,5,8,5,91.0,166.9,752.6,7.1,18.2,62.0,5.4,0.0,0.3576744442718159,289,255,1.1537315878891892,0.6337069759042514,3
511,8,6,8,7,81.6,56.7,665.6,1.9,27.8,35.0,2.7,0.0,0.0,367,350,2.642818656695331,6.984490452176915,3
512,4,3,8,7,81.6,56.7,665.6,1.9,27.8,32.0,2.7,0.0,2.0068708488450007,293,259,2.7936160894318567,0.61896807358607,3
513,2,4,8,7,81.6,56.7,665.6,1.9,21.9,71.0,5.8,0.0,4.012592060349841,367,350,2.642818656695331,1.8762791773592618,3
515,1,4,8,6,94.4,146.0,614.7,11.3,25.6,42.0,4.0,0.0,0.0,31,4,2.116648018667329,4.48019883492833,3
36,6,3,10,2,90.6,35.4,669.1,6.7,21.7,24.0,4.5,0.0,0.0,18,2,0.0,0.0,4
125,3,4,10,7,92.6,46.5,691.8,8.8,20.6,24.0,5.4,0.0,0.0,22,2,0.0,0.0,4
68,2,2,9,5,92.4,117.9,668.0,12.2,19.6,33.0,6.3,0.0,0.0,259,209,3.3006401266708405,10.894225245789702,4
333,1,4,9,1,92.1,87.7,721.1,9.5,18.1,54.0,3.1,0.0,1.1410330045520618,348,335,2.02187638805302,0.7758850662574164,4
10,7,5,9,6,92.5,88.0,698.6,7.1,17.8,51.0,7.2,0.0,0.0,193,134,0.0,0.0,4
361,4,3,9,5,92.5,122.0,789.7,10.2,17.3,45.0,4.0,0.0,1.597365331199831,259,209,3.3006401266708405,2.901145028886809,4
291,9,4,7,6,91.6,104.2,474.9,9.0,25.3,39.0,0.9,0.0,2.19722457733622,103,43,0.0,4.827795843250331,4
389,7,4,8,5,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,0.0,80,30,0.0,0.0,4
358,6,3,9,5,92.5,122.0,789.7,10.2,19.7,39.0,2.7,0.0,0.0,259,209,3.3006401266708405,10.894225245789702,4
313,6,5,9,3,92.6,115.4,777.1,8.8,24.3,27.0,4.9,0.0,0.0,85,33,0.0,0.0,4
25,7,4,8,7,91.4,142.4,601.4,10.6,16.3,60.0,5.4,0.0,0.0,112,67,0.0,0.0,4
489,4,4,8,3,95.1,141.3,605.8,17.7,20.6,58.0,1.3,0.0,0.0,126,75,0.0,0.0,4
232,6,4,9,2,91.0,129.5,692.6,7.0,18.7,43.0,2.7,0.0,4.648133885420207,149,89,2.0844290831908747,6.57258231297374,4
435,2,5,7,6,90.8,84.7,376.6,5.6,23.8,51.0,1.8,0.0,0.0,102,43,0.8878912573524571,0.7883508848829273,4
156,2,4,9,6,93.4,145.4,721.4,8.1,28.6,27.0,2.2,0.0,0.959350221334602,197,137,6.995619625423205,36.436548318736186,4
480,9,9,7,4,93.2,114.4,560.0,9.5,30.2,25.0,4.5,0.0,1.3217558399823195,105,47,0.0,1.747038500527367,4
396,4,3,9,7,90.5,96.7,750.5,11.4,20.4,55.0,4.9,0.0,1.534714366238164,153,92,2.48989419129904,0.9123684982033262,4
514,7,4,8,7,81.6,56.7,665.6,1.9,21.2,70.0,6.7,0.0,2.498151876538021,165,114,3.4986265269937014,1.0009495262044161,4
225,4,4,9,7,93.5,149.3,728.6,8.1,22.9,39.0,4.9,0.0,3.902982260775997,153,92,2.48989419129904,1.9968178920981126,4
186,8,6,3,7,89.3,51.3,102.2,9.6,11.5,39.0,5.8,0.0,2.1029138978649784,1,0,0.5989719859312629,2.2618412744708394,4
408,4,3,9,5,90.3,290.0,855.3,7.4,19.9,44.0,3.1,0.0,2.174751721484161,144,87,0.0,4.729545050098322,4
228,4,6,9,7,93.5,149.3,728.6,8.1,28.3,26.0,3.1,0.0,4.175924549214524,153,92,2.48989419129904,2.8426983678126136,4
235,8,6,8,7,91.4,142.4,601.4,10.6,19.6,41.0,5.8,0.0,5.285637313390662,112,67,0.0,27.93796180870766,4
155,7,4,8,7,94.8,108.3,647.1,17.0,16.4,47.0,1.3,0.0,0.9400072584914712,112,67,0.0,0.8836136460166515,4
394,6,5,2,1,84.1,4.6,46.7,2.2,5.3,68.0,1.8,0.0,0.0,6,0,0.0,0.0,4
237,1,2,9,2,91.0,129.5,692.6,7.0,18.8,40.0,2.2,0.0,5.365415110080531,149,89,2.0844290831908747,10.764869308645173,4
453,4,5,8,4,89.4,266.2,803.3,5.6,17.4,54.0,3.1,0.0,0.0,78,29,2.8524391037275145,8.136408840473827,4
270,2,2,8,2,92.1,152.6,658.2,14.3,21.8,56.0,3.1,0.0,0.418710334858185,184,125,3.726656818447966,10.942509938293997,4
292,4,5,7,5,91.6,100.2,466.3,6.3,22.9,40.0,1.3,0.0,1.2919836816486494,44,8,3.6381123370602833,5.5043196677436,4
310,7,4,9,7,92.4,105.8,758.1,9.9,25.3,27.0,2.7,0.0,0.0,153,92,2.48989419129904,6.199573083864702,4
147,8,3,9,2,84.4,73.4,671.9,3.2,24.2,28.0,3.6,0.0,0.6729444732424258,150,90,2.528125768907977,3.441697639787313,4
188,6,4,3,6,90.8,41.9,89.4,7.9,13.3,42.0,0.9,0.0,2.128231705849268,1,0,0.5989719859312629,2.338635290963695,4
19,6,4,4,6,86.3,27.4,97.1,5.1,9.3,44.0,4.5,0.0,0.0,351,338,2.0646144820378014,4.262632959440219,4
263,6,3,8,5,91.1,141.1,629.1,7.1,19.3,39.0,3.6,0.0,0.9400072584914712,80,30,0.0,0.8836136460166515,4
495,6,6,8,1,96.2,175.5,661.8,16.8,23.9,42.0,2.2,0.0,0.0,70,25,1.1216775615991057,1.2581605521949155,4
412,9,4,7,1,92.3,92.1,442.1,9.8,22.8,27.0,4.5,0.0,0.9669838461896731,158,100,1.9878743481543453,1.0422174170016802,4
146,5,4,3,1,90.1,39.7,86.6,6.2,13.2,40.0,5.4,0.0,0.6678293725756554,1,0,0.5989719859312629,0.004741339695495371,4
500,8,6,8,2,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0,282,234,0.0,0.0,4
262,2,4,8,5,91.6,112.4,573.0,8.9,21.4,42.0,3.1,0.0,1.6582280766035324,80,30,0.0,2.7497203540362505,4
236,2,2,9,6,92.5,121.1,674.4,8.6,18.2,46.0,1.8,0.0,5.307970623576175,197,137,6.995619625423205,2.848159153435278,4
273,4,6,12,7,84.4,27.2,353.5,6.8,4.8,57.0,8.5,0.0,2.300583090323373,10,0,2.800845883889027,0.2502628626261124,4
193,4,5,9,3,92.9,133.3,699.6,9.2,24.3,25.0,4.0,0.0,2.342766882626877,85,33,0.0,5.488556666333255,4
416,6,3,7,2,92.7,164.1,575.8,8.9,26.3,39.0,3.1,0.0,2.081938421878423,45,8,4.471067201464611,5.707936325446988,4
286,7,6,7,3,91.2,183.1,437.7,12.5,12.6,90.0,7.6,0.2,0.0,46,8,2.166765369851511,4.694872167987755,4
411,7,4,2,5,84.6,3.2,43.6,3.3,8.2,53.0,9.4,0.0,1.7263316639055997,6,0,0.0,2.9802210138030762,4
172,7,4,8,7,91.4,142.4,601.4,10.6,20.1,39.0,5.4,0.0,1.3190856114264409,112,67,0.0,1.7399868502722673,4
11,7,5,9,6,92.8,73.2,713.0,22.6,19.3,38.0,4.0,0.0,0.0,193,134,0.0,0.0,4
378,6,5,3,4,90.9,18.9,30.6,8.0,8.7,51.0,5.8,0.0,0.0,1,0,0.5989719859312629,0.35876743993044097,4
70,4,5,3,5,91.2,48.3,97.8,12.5,15.8,27.0,7.6,0.0,0.0,1,0,0.5989719859312629,0.35876743993044097,4
141,1,2,8,3,95.5,99.9,513.3,13.2,23.3,31.0,4.5,0.0,0.4382549309311553,126,75,0.0,0.1920673844854717,4
342,6,3,9,1,91.5,130.1,807.1,7.5,20.6,37.0,1.8,0.0,0.0,348,335,2.02187638805302,4.087984128566327,4
67,2,2,9,5,92.4,117.9,668.0,12.2,19.6,33.0,5.4,0.0,0.0,259,209,3.3006401266708405,10.894225245789702,4
219,6,5,3,1,90.1,39.7,86.6,6.2,15.2,27.0,3.1,0.0,3.492256112609122,1,0,0.5989719859312629,8.37109303768606,4
149,8,6,9,4,93.7,80.9,685.2,17.9,23.7,25.0,4.5,0.0,0.7514160886839212,93,37,3.1949928844048685,5.971067556585851,4
345,2,2,9,1,91.5,130.1,807.1,7.5,16.8,43.0,3.1,0.0,1.9213246735826988,348,335,2.02187638805302,0.010110647282921043,4
464,6,4,2,2,75.1,4.4,16.2,1.9,5.1,77.0,5.4,0.0,1.144222799920162,6,0,0.0,1.309245815857135,4
401,3,4,9,4,91.1,88.2,731.7,8.3,22.8,46.0,4.0,0.0,1.7833912195575383,215,154,2.105352923464337,0.10365933878256903,4
197,4,5,9,4,92.9,137.0,706.4,9.2,21.5,15.0,0.9,0.0,2.4898941912990398,215,154,2.105352923464337,0.1478719866679207,4
391,8,6,9,5,91.1,91.3,738.1,7.2,20.7,46.0,2.7,0.0,3.43977686362963,259,209,3.3006401266708405,0.019359031571539436,4
491,4,4,8,4,95.8,152.0,624.1,13.8,32.4,21.0,4.5,0.0,0.0,285,242,0.6418538861723948,0.41197641119460554,4
80,1,2,8,7,91.4,142.4,601.4,10.6,19.5,39.0,6.3,0.0,0.0,112,67,0.0,0.0,4
365,6,5,9,2,91.9,111.7,770.3,6.5,19.6,45.0,3.1,0.0,3.0459499897146083,150,90,2.528125768907977,0.2681419236539948,4
350,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,1.5496879080283263,259,209,3.3006401266708405,3.0658336719691426,4
360,6,5,9,5,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0.0,0.7371640659767197,259,209,3.3006401266708405,6.571409513751848,4
309,2,4,9,7,92.4,105.8,758.1,9.9,24.9,27.0,2.2,0.0,0.0,91,36,0.0,0.0,4
177,2,5,8,7,90.2,99.6,631.2,6.3,19.2,44.0,2.7,0.0,1.7387102481382395,165,114,3.4986265269937014,3.097305308580456,4
395,4,5,2,7,85.0,9.0,56.9,3.5,10.1,62.0,1.8,0.0,3.966132331075178,6,0,0.0,15.730205667599824,4
87,1,2,9,4,92.9,137.0,706.4,9.2,22.4,34.0,2.2,0.0,0.0,215,154,2.105352923464337,4.43251093233983,4
403,8,6,8,4,90.7,194.1,643.0,6.8,21.3,41.0,3.6,0.0,0.0,78,29,2.8524391037275145,8.136408840473827,4
462,1,4,9,7,91.0,276.3,825.1,7.1,14.5,76.0,7.6,0.0,1.5496879080283263,91,36,0.0,2.4015326122892104,4
336,7,4,9,1,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,0.0,348,335,2.02187638805302,4.087984128566327,4
44,4,4,9,3,90.1,82.9,735.7,6.2,12.9,74.0,4.9,0.0,0.0,85,33,0.0,0.0,4
27,7,4,9,1,90.9,126.5,686.5,7.0,19.4,48.0,1.3,0.0,0.0,348,335,2.02187638805302,4.087984128566327,4
46,5,6,9,1,90.9,126.5,686.5,7.0,14.7,70.0,3.6,0.0,0.0,249,199,1.1568811967920856,1.338374103491088,4
118,3,4,3,1,90.1,39.7,86.6,6.2,10.6,30.0,4.0,0.0,0.0,1,0,0.5989719859312629,0.35876743993044097,4
289,7,4,7,6,91.6,104.2,474.9,9.0,24.3,30.0,1.8,0.0,0.0,103,43,0.0,0.0,4
