,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
269,4,4,8,2,92.1,152.6,658.2,14.3,19.1,53.0,2.7,0.0,1.6863989535702288,4,0,1.1853409196042015,0.2510591534019006,3
272,2,5,8,2,92.1,152.6,658.2,14.3,20.2,47.0,4.0,0.0,1.4085449700547104,4,0,1.1853409196042015,0.0498200481375133,3
276,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,2.93651291389402,8,0,2.4449316758781605,0.24165211356920513,3
278,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,3.136797713832594,8,0,2.4449316758781605,0.47867861447476556,3
280,4,6,12,5,84.7,26.7,352.6,4.1,2.2,59.0,4.9,0.0,2.329227023940467,8,0,2.4449316758781605,0.013387566480022832,3
285,2,5,7,7,93.9,169.7,411.8,12.3,23.4,40.0,6.3,0.0,0.0,68,23,0.0,0.0,3
290,2,5,7,6,91.6,104.2,474.9,9.0,18.7,53.0,1.8,0.0,0.0,69,24,5.633109621361155,31.731924006271612,3
293,7,6,7,2,93.1,180.4,430.8,11.0,26.9,28.0,5.4,0.0,4.471067201464611,68,23,0.0,19.990441920012586,3
295,7,5,6,7,93.1,180.4,430.8,11.0,22.2,48.0,1.3,0.0,0.0,10,0,0.7388674259208186,0.5459250730868563,3
297,8,6,6,7,90.4,89.5,290.8,6.4,15.4,45.0,2.2,0.0,0.0,10,0,0.7388674259208186,0.5459250730868563,3
299,6,5,6,6,53.4,71.0,233.8,0.4,10.6,90.0,2.7,0.0,0.0,10,0,0.7388674259208186,0.5459250730868563,3
301,6,5,6,1,90.4,93.3,298.1,7.5,19.1,39.0,5.4,0.0,1.5085119938441398,10,0,0.7388674259208186,0.5923527609338759,3
305,1,4,9,7,89.6,84.1,714.3,5.7,19.0,52.0,2.2,0.0,0.0,2,0,1.4287525297736283,2.0413337913345426,3
308,2,4,9,7,92.4,105.8,758.1,9.9,16.0,45.0,1.8,0.0,0.0,2,0,1.4287525297736283,2.0413337913345426,3
312,2,4,9,7,50.4,46.2,706.6,0.4,12.2,78.0,6.3,0.0,0.0,2,0,1.4287525297736283,2.0413337913345426,3
314,4,4,9,3,92.6,115.4,777.1,8.8,19.7,41.0,1.8,0.0,0.947789398933526,2,0,1.4287525297736283,0.2313255332275134,3
315,3,4,9,3,91.2,134.7,817.5,7.2,18.5,30.0,2.7,0.0,0.0,2,0,1.4287525297736283,2.0413337913345426,3
317,4,4,9,4,92.4,96.2,739.4,8.6,19.2,24.0,4.9,0.0,1.5644405465033644,2,0,1.4287525297736283,0.018411237884049136,3
321,1,4,9,4,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,2.105352923464337,2,0,1.4287525297736283,0.4577880927424218,3
323,3,5,9,4,90.7,136.9,822.8,6.8,12.9,39.0,2.7,0.0,1.1568811967920856,2,0,1.4287525297736283,0.0739140216971609,3
325,1,4,9,6,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,0.0,2,0,1.4287525297736283,2.0413337913345426,3
328,6,5,9,6,92.2,102.3,751.5,8.4,19.7,35.0,1.8,0.0,0.0,2,0,1.4287525297736283,2.0413337913345426,3
330,3,3,9,6,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,2.0255131996542803,2,0,1.4287525297736283,0.35612329711640456,3
331,7,4,9,6,91.2,124.4,795.3,8.5,21.5,28.0,4.5,0.0,2.8118094353930627,2,0,1.4287525297736283,1.9128464041816051,3
334,2,3,9,1,91.6,108.4,764.0,6.2,18.0,51.0,5.4,0.0,0.0,2,0,1.4287525297736283,2.0413337913345426,3
337,6,3,9,1,91.6,108.4,764.0,6.2,23.0,34.0,2.2,0.0,4.04375277610604,2,0,1.4287525297736283,6.838226288318576,3
338,8,6,9,1,91.6,108.4,764.0,6.2,22.7,35.0,2.2,0.0,2.137710449803812,2,0,1.4287525297736283,0.5026213323735246,3
340,2,5,9,1,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,1.5953389880545987,2,0,1.4287525297736283,0.027751048082597495,3
343,8,6,9,1,91.5,130.1,807.1,7.5,15.9,51.0,4.5,0.0,1.1568811967920856,2,0,1.4287525297736283,0.0739140216971609,3
344,6,3,9,1,91.5,130.1,807.1,7.5,12.2,66.0,4.9,0.0,1.9600947840472696,2,0,1.4287525297736283,0.2823245911765948,3
348,3,4,9,5,92.1,99.0,745.3,9.6,17.4,57.0,4.5,0.0,0.0,2,0,1.4287525297736283,2.0413337913345426,3
354,7,4,9,5,92.1,99.0,745.3,9.6,18.7,50.0,2.2,0.0,1.9416152247724323,2,0,1.4287525297736283,0.26302814392143625,3
355,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,2.643333886382519,2,0,1.4287525297736283,1.4752078718218935,3
356,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,0.8153648132841945,2,0,1.4287525297736283,0.376244490740122,3
362,7,4,9,5,88.2,55.2,732.3,11.6,15.2,64.0,3.1,0.0,0.418710334858185,2,0,1.4287525297736283,1.0201852355096062,3
363,4,3,9,2,91.9,111.7,770.3,6.5,15.9,53.0,2.2,0.0,1.3686394258811698,2,0,1.4287525297736283,0.003613585259585509,3
368,6,5,9,6,91.2,94.3,744.4,8.4,16.8,47.0,4.9,0.0,2.613006652415316,2,0,1.4287525297736283,1.4024578269938333,3
370,7,4,9,7,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,2.4898941912990398,2,0,1.4287525297736283,1.126021625824911,3
372,4,5,8,7,92.0,203.2,664.5,8.1,10.4,75.0,0.9,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
376,8,6,8,1,92.1,207.0,672.6,8.2,21.1,54.0,2.2,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
377,2,2,8,6,93.7,231.1,715.1,8.4,21.9,42.0,2.2,0.0,5.168379509433644,4,0,1.1853409196042015,15.864596408070515,3
380,5,4,7,3,93.7,101.3,458.8,11.9,19.3,39.0,7.2,0.0,2.166765369851511,68,23,0.0,4.694872167987755,3
381,8,6,8,4,90.7,194.1,643.0,6.8,16.2,63.0,2.7,0.0,2.8524391037275145,4,0,1.1853409196042015,2.7792163555072475,3
384,8,4,8,6,91.6,273.8,819.1,7.7,21.3,44.0,4.5,0.0,2.578700529074361,4,0,1.1853409196042015,1.9414510013028359,3
393,2,4,3,2,93.4,15.0,25.6,11.4,15.2,19.0,7.6,0.0,0.0,5,0,0.9878969283899202,0.975940341122239,3
398,1,2,8,6,93.7,231.1,715.1,8.4,25.9,32.0,3.1,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,0.0,10,0,0.7388674259208186,0.5459250730868563,3
400,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,2.214846178686039,10,0,0.7388674259208186,2.1785132786143757,3
402,9,9,8,5,94.8,227.0,706.7,12.0,25.0,36.0,4.0,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
404,2,4,9,3,87.9,84.8,725.1,3.7,21.8,34.0,2.2,0.0,1.951608170169951,2,0,1.4287525297736283,0.2733780206942487,3
410,6,3,2,5,84.1,7.3,52.8,2.7,14.7,42.0,2.7,0.0,0.0,6,0,1.5546150134987236,2.4168278401956362,3
413,7,5,8,6,93.7,231.1,715.1,8.4,26.4,33.0,3.6,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
414,5,4,8,7,93.6,235.1,723.1,10.1,24.1,50.0,4.0,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
417,6,5,3,3,93.4,17.3,28.3,9.9,13.8,24.0,5.8,0.0,0.0,5,0,0.9878969283899202,0.975940341122239,3
418,2,4,8,7,92.0,203.2,664.5,8.1,24.9,42.0,5.4,0.0,1.235471471385307,4,0,1.1853409196042015,0.002513072221878098,3
420,8,8,8,3,91.7,191.4,635.9,7.8,26.2,36.0,4.5,0.0,5.229824370102736,4,0,1.1853409196042015,16.357846381356527,3
421,2,4,8,3,95.2,217.7,690.0,18.0,30.8,19.0,4.5,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
422,8,6,7,7,88.9,263.1,795.9,5.2,29.3,27.0,3.6,0.0,1.9878743481543453,69,24,5.633109621361155,13.287740197031123,3
423,1,3,9,6,91.2,94.3,744.4,8.4,22.3,48.0,4.0,0.0,0.5423242908253617,2,0,1.4287525297736283,0.7857550228049253,3
424,8,6,8,6,93.7,231.1,715.1,8.4,26.9,31.0,3.6,0.0,1.7850704810772584,4,0,1.1853409196042015,0.35967554690466513,3
426,8,6,8,4,91.6,248.4,753.8,6.3,20.4,56.0,2.2,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
428,1,3,8,4,94.8,222.4,698.6,13.9,26.2,34.0,5.8,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
429,3,4,8,7,91.6,181.3,613.0,7.6,24.6,44.0,4.0,0.0,1.4350845252893227,4,0,1.1853409196042015,0.06237186858060531,3
440,5,4,9,5,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,0.0,2,0,1.4287525297736283,2.0413337913345426,3
441,8,6,8,1,92.1,207.0,672.6,8.2,25.5,29.0,1.8,0.0,0.8020015854720274,4,0,1.1853409196042015,0.14694904509289863,3
444,2,5,9,5,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,2.394252281519869,2,0,1.4287525297736283,0.9321897706220524,3
445,5,5,8,7,94.0,47.9,100.7,10.7,17.3,80.0,4.5,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
446,6,5,8,7,92.0,203.2,664.5,8.1,19.1,70.0,2.2,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
447,3,4,3,3,93.4,17.3,28.3,9.9,8.9,35.0,8.0,0.0,0.0,5,0,0.9878969283899202,0.975940341122239,3
448,7,4,9,3,89.7,284.9,844.0,10.1,10.5,77.0,4.0,0.0,0.0,2,0,1.4287525297736283,2.0413337913345426,3
456,2,4,8,4,91.6,248.4,753.8,6.3,16.6,59.0,2.7,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
457,1,4,8,3,91.7,191.4,635.9,7.8,19.9,50.0,4.0,0.0,4.427836170705175,4,0,1.1853409196042015,10.513775453412366,3
458,8,6,8,6,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,1.463255402256019,4,0,1.1853409196042015,0.07723645966762731,3
460,2,5,8,6,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
467,3,4,3,3,90.2,18.5,41.1,7.3,11.2,41.0,5.4,0.0,1.8794650496471603,5,0,0.9878969283899202,0.7948937148421649,3
468,6,5,3,4,91.3,20.6,43.5,8.5,13.3,27.0,3.6,0.0,2.0294631718735947,5,0,0.9878969283899202,1.0848602395646931,3
469,6,3,4,7,91.0,14.6,25.6,12.3,13.7,33.0,9.4,0.0,4.129228964075603,45,7,0.0,17.050531837760875,3
470,5,4,4,7,91.0,14.6,25.6,12.3,17.6,27.0,5.8,0.0,0.0,45,7,0.0,0.0,3
472,8,3,6,1,88.2,96.2,229.0,4.7,14.3,79.0,4.0,0.0,1.0784095813505905,10,0,0.7388674259208186,0.11528887531389541,3
473,9,4,6,6,90.5,61.1,252.6,9.4,24.5,50.0,3.1,0.0,4.267176792994939,10,0,0.7388674259208186,12.448966989782981,3
476,4,3,7,4,93.5,85.3,395.0,9.9,27.2,28.0,1.3,0.0,1.0152306797290584,68,23,0.0,1.030693333063126,3
477,4,3,7,7,93.7,101.3,423.4,14.7,26.1,45.0,4.0,0.0,2.1234584270966104,68,23,0.0,4.5090756916076105,3
481,4,3,7,4,93.2,114.4,560.0,9.5,30.2,22.0,4.9,0.0,0.0,68,23,0.0,0.0,3
482,3,4,8,7,94.9,130.3,587.1,14.1,23.4,40.0,5.8,0.0,0.8285518175661483,4,0,1.1853409196042015,0.12729846333312037,3
484,2,5,8,7,94.9,130.3,587.1,14.1,33.1,25.0,4.0,0.0,3.311637304949512,4,0,1.1853409196042015,4.521136318332532,3
485,2,4,8,1,95.0,135.5,596.3,21.3,30.6,28.0,3.6,0.0,1.1216775615991057,4,0,1.1853409196042015,0.004053023152484998,3
487,5,4,8,2,95.1,141.3,605.8,17.7,26.4,34.0,3.6,0.0,2.856470206220483,4,0,1.1853409196042015,2.7926730925866425,3
490,4,4,8,3,95.1,141.3,605.8,17.7,28.7,33.0,4.0,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
494,6,6,8,6,96.0,164.0,643.0,14.0,30.8,30.0,4.9,0.0,2.2607208888953467,4,0,1.1853409196042015,1.1564420783526244,3
497,3,4,8,2,96.1,181.1,671.2,14.3,32.3,27.0,2.2,0.0,2.7523860149222616,4,0,1.1853409196042015,2.455630330760388,3
498,6,5,8,2,96.1,181.1,671.2,14.3,33.3,26.0,2.7,0.0,3.726656818447966,4,0,1.1853409196042015,6.458286497716092,3
501,7,5,8,2,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0,4,0,1.1853409196042015,1.405033095688134,3
502,4,4,8,2,96.1,181.1,671.2,14.3,20.7,69.0,4.9,0.4,0.0,4,0,1.1853409196042015,1.405033095688134,3
505,1,2,8,4,91.0,163.2,744.4,10.1,26.7,35.0,1.8,0.0,1.916922612182061,4,0,1.1853409196042015,0.5352117729150858,3
507,2,4,8,5,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
508,1,2,8,5,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
510,6,5,8,5,91.0,166.9,752.6,7.1,18.2,62.0,5.4,0.0,0.3576744442718159,4,0,1.1853409196042015,0.6850317943891346,3
511,8,6,8,7,81.6,56.7,665.6,1.9,27.8,35.0,2.7,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
512,4,3,8,7,81.6,56.7,665.6,1.9,27.8,32.0,2.7,0.0,2.0068708488450007,4,0,1.1853409196042015,0.6749114246383925,3
513,2,4,8,7,81.6,56.7,665.6,1.9,21.9,71.0,5.8,0.0,4.012592060349841,4,0,1.1853409196042015,7.99334901284752,3
515,1,4,8,6,94.4,146.0,614.7,11.3,25.6,42.0,4.0,0.0,0.0,4,0,1.1853409196042015,1.405033095688134,3
36,6,3,10,2,90.6,35.4,669.1,6.7,21.7,24.0,4.5,0.0,0.0,18,2,0.0,0.0,4
125,3,4,10,7,92.6,46.5,691.8,8.8,20.6,24.0,5.4,0.0,0.0,22,2,0.0,0.0,4
68,2,2,9,5,92.4,117.9,668.0,12.2,19.6,33.0,6.3,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
333,1,4,9,1,92.1,87.7,721.1,9.5,18.1,54.0,3.1,0.0,1.1410330045520618,4,0,1.1540720559547322,0.00017001686148148003,4
10,7,5,9,6,92.5,88.0,698.6,7.1,17.8,51.0,7.2,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
361,4,3,9,5,92.5,122.0,789.7,10.2,17.3,45.0,4.0,0.0,1.597365331199831,4,0,1.1540720559547322,0.196508927877527,4
291,9,4,7,6,91.6,104.2,474.9,9.0,25.3,39.0,0.9,0.0,2.19722457733622,103,43,0.0,4.827795843250331,4
389,7,4,8,5,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,0.0,3,0,0.9457943288188432,0.894526912425886,4
358,6,3,9,5,92.5,122.0,789.7,10.2,19.7,39.0,2.7,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
313,6,5,9,3,92.6,115.4,777.1,8.8,24.3,27.0,4.9,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
25,7,4,8,7,91.4,142.4,601.4,10.6,16.3,60.0,5.4,0.0,0.0,3,0,0.9457943288188432,0.894526912425886,4
489,4,4,8,3,95.1,141.3,605.8,17.7,20.6,58.0,1.3,0.0,0.0,3,0,0.9457943288188432,0.894526912425886,4
232,6,4,9,2,91.0,129.5,692.6,7.0,18.7,43.0,2.7,0.0,4.648133885420207,4,0,1.1540720559547322,12.20846806812762,4
435,2,5,7,6,90.8,84.7,376.6,5.6,23.8,51.0,1.8,0.0,0.0,102,43,0.8878912573524571,0.7883508848829273,4
156,2,4,9,6,93.4,145.4,721.4,8.1,28.6,27.0,2.2,0.0,0.959350221334602,4,0,1.1540720559547322,0.037916592877829315,4
480,9,9,7,4,93.2,114.4,560.0,9.5,30.2,25.0,4.5,0.0,1.3217558399823195,105,47,0.0,1.747038500527367,4
396,4,3,9,7,90.5,96.7,750.5,11.4,20.4,55.0,4.9,0.0,1.534714366238164,4,0,1.1540720559547322,0.14488856837790834,4
514,7,4,8,7,81.6,56.7,665.6,1.9,21.2,70.0,6.7,0.0,2.498151876538021,3,0,0.9457943288188432,2.4098139559606992,4
225,4,4,9,7,93.5,149.3,728.6,8.1,22.9,39.0,4.9,0.0,3.902982260775997,4,0,1.1540720559547322,7.556507314170488,4
186,8,6,3,7,89.3,51.3,102.2,9.6,11.5,39.0,5.8,0.0,2.1029138978649784,1,0,0.5989719859312629,2.2618412744708394,4
408,4,3,9,5,90.3,290.0,855.3,7.4,19.9,44.0,3.1,0.0,2.174751721484161,4,0,1.1540720559547322,1.0417869796252666,4
228,4,6,9,7,93.5,149.3,728.6,8.1,28.3,26.0,3.1,0.0,4.175924549214524,4,0,1.1540720559547322,9.131592491020418,4
235,8,6,8,7,91.4,142.4,601.4,10.6,19.6,41.0,5.8,0.0,5.285637313390662,3,0,0.9457943288188432,18.834237130737232,4
155,7,4,8,7,94.8,108.3,647.1,17.0,16.4,47.0,1.3,0.0,0.9400072584914712,3,0,0.9457943288188432,3.349018297394974e-05,4
394,6,5,2,1,84.1,4.6,46.7,2.2,5.3,68.0,1.8,0.0,0.0,6,0,0.0,0.0,4
237,1,2,9,2,91.0,129.5,692.6,7.0,18.8,40.0,2.2,0.0,5.365415110080531,4,0,1.1540720559547322,17.735410319533607,4
453,4,5,8,4,89.4,266.2,803.3,5.6,17.4,54.0,3.1,0.0,0.0,3,0,0.9457943288188432,0.894526912425886,4
270,2,2,8,2,92.1,152.6,658.2,14.3,21.8,56.0,3.1,0.0,0.418710334858185,3,0,0.9457943288188432,0.27781753668951914,4
292,4,5,7,5,91.6,100.2,466.3,6.3,22.9,40.0,1.3,0.0,1.2919836816486494,44,8,3.6381123370602833,5.5043196677436,4
310,7,4,9,7,92.4,105.8,758.1,9.9,25.3,27.0,2.7,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
147,8,3,9,2,84.4,73.4,671.9,3.2,24.2,28.0,3.6,0.0,0.6729444732424258,4,0,1.1540720559547322,0.2314837508465872,4
188,6,4,3,6,90.8,41.9,89.4,7.9,13.3,42.0,0.9,0.0,2.128231705849268,1,0,0.5989719859312629,2.338635290963695,4
19,6,4,4,6,86.3,27.4,97.1,5.1,9.3,44.0,4.5,0.0,0.0,351,338,2.0646144820378014,4.262632959440219,4
263,6,3,8,5,91.1,141.1,629.1,7.1,19.3,39.0,3.6,0.0,0.9400072584914712,3,0,0.9457943288188432,3.349018297394974e-05,4
495,6,6,8,1,96.2,175.5,661.8,16.8,23.9,42.0,2.2,0.0,0.0,3,0,0.9457943288188432,0.894526912425886,4
412,9,4,7,1,92.3,92.1,442.1,9.8,22.8,27.0,4.5,0.0,0.9669838461896731,42,8,1.2424985985721186,0.07590837878036026,4
146,5,4,3,1,90.1,39.7,86.6,6.2,13.2,40.0,5.4,0.0,0.6678293725756554,1,0,0.5989719859312629,0.004741339695495371,4
500,8,6,8,2,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0,3,0,0.9457943288188432,0.894526912425886,4
262,2,4,8,5,91.6,112.4,573.0,8.9,21.4,42.0,3.1,0.0,1.6582280766035324,3,0,0.9457943288188432,0.5075618449825382,4
236,2,2,9,6,92.5,121.1,674.4,8.6,18.2,46.0,1.8,0.0,5.307970623576175,4,0,1.1540720559547322,17.254873310087476,4
273,4,6,12,7,84.4,27.2,353.5,6.8,4.8,57.0,8.5,0.0,2.300583090323373,10,0,2.800845883889027,0.2502628626261124,4
193,4,5,9,3,92.9,133.3,699.6,9.2,24.3,25.0,4.0,0.0,2.342766882626877,4,0,1.1540720559547322,1.4129953909571205,4
416,6,3,7,2,92.7,164.1,575.8,8.9,26.3,39.0,3.1,0.0,2.081938421878423,45,8,4.471067201464611,5.707936325446988,4
286,7,6,7,3,91.2,183.1,437.7,12.5,12.6,90.0,7.6,0.2,0.0,46,8,2.166765369851511,4.694872167987755,4
411,7,4,2,5,84.6,3.2,43.6,3.3,8.2,53.0,9.4,0.0,1.7263316639055997,6,0,0.0,2.9802210138030762,4
172,7,4,8,7,91.4,142.4,601.4,10.6,20.1,39.0,5.4,0.0,1.3190856114264409,3,0,0.9457943288188432,0.13934638167082536,4
11,7,5,9,6,92.8,73.2,713.0,22.6,19.3,38.0,4.0,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
378,6,5,3,4,90.9,18.9,30.6,8.0,8.7,51.0,5.8,0.0,0.0,1,0,0.5989719859312629,0.35876743993044097,4
70,4,5,3,5,91.2,48.3,97.8,12.5,15.8,27.0,7.6,0.0,0.0,1,0,0.5989719859312629,0.35876743993044097,4
141,1,2,8,3,95.5,99.9,513.3,13.2,23.3,31.0,4.5,0.0,0.4382549309311553,3,0,0.9457943288188432,0.25759624040819673,4
342,6,3,9,1,91.5,130.1,807.1,7.5,20.6,37.0,1.8,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
67,2,2,9,5,92.4,117.9,668.0,12.2,19.6,33.0,5.4,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
219,6,5,3,1,90.1,39.7,86.6,6.2,15.2,27.0,3.1,0.0,3.492256112609122,1,0,0.5989719859312629,8.37109303768606,4
149,8,6,9,4,93.7,80.9,685.2,17.9,23.7,25.0,4.5,0.0,0.7514160886839212,4,0,1.1540720559547322,0.16213182797879241,4
345,2,2,9,1,91.5,130.1,807.1,7.5,16.8,43.0,3.1,0.0,1.9213246735826988,4,0,1.1540720559547322,0.5886765792569667,4
464,6,4,2,2,75.1,4.4,16.2,1.9,5.1,77.0,5.4,0.0,1.144222799920162,6,0,0.0,1.309245815857135,4
401,3,4,9,4,91.1,88.2,731.7,8.3,22.8,46.0,4.0,0.0,1.7833912195575383,4,0,1.1540720559547322,0.3960426096777355,4
197,4,5,9,4,92.9,137.0,706.4,9.2,21.5,15.0,0.9,0.0,2.4898941912990398,4,0,1.1540720559547322,1.7844207772758256,4
391,8,6,9,5,91.1,91.3,738.1,7.2,20.7,46.0,2.7,0.0,3.43977686362963,4,0,1.1540720559547322,5.224446467828143,4
491,4,4,8,4,95.8,152.0,624.1,13.8,32.4,21.0,4.5,0.0,0.0,3,0,0.9457943288188432,0.894526912425886,4
80,1,2,8,7,91.4,142.4,601.4,10.6,19.5,39.0,6.3,0.0,0.0,3,0,0.9457943288188432,0.894526912425886,4
365,6,5,9,2,91.9,111.7,770.3,6.5,19.6,45.0,3.1,0.0,3.0459499897146083,4,0,1.1540720559547322,3.5792021162475383,4
350,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,1.5496879080283263,4,0,1.1540720559547322,0.15651190241191595,4
360,6,5,9,5,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0.0,0.7371640659767197,4,0,1.1540720559547322,0.17381227210750655,4
309,2,4,9,7,92.4,105.8,758.1,9.9,24.9,27.0,2.2,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
177,2,5,8,7,90.2,99.6,631.2,6.3,19.2,44.0,2.7,0.0,1.7387102481382395,3,0,0.9457943288188432,0.6287156551101234,4
395,4,5,2,7,85.0,9.0,56.9,3.5,10.1,62.0,1.8,0.0,3.966132331075178,6,0,0.0,15.730205667599824,4
87,1,2,9,4,92.9,137.0,706.4,9.2,22.4,34.0,2.2,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
403,8,6,8,4,90.7,194.1,643.0,6.8,21.3,41.0,3.6,0.0,0.0,3,0,0.9457943288188432,0.894526912425886,4
462,1,4,9,7,91.0,276.3,825.1,7.1,14.5,76.0,7.6,0.0,1.5496879080283263,4,0,1.1540720559547322,0.15651190241191595,4
336,7,4,9,1,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
44,4,4,9,3,90.1,82.9,735.7,6.2,12.9,74.0,4.9,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
27,7,4,9,1,90.9,126.5,686.5,7.0,19.4,48.0,1.3,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
46,5,6,9,1,90.9,126.5,686.5,7.0,14.7,70.0,3.6,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
118,3,4,3,1,90.1,39.7,86.6,6.2,10.6,30.0,4.0,0.0,0.0,1,0,0.5989719859312629,0.35876743993044097,4
289,7,4,7,6,91.6,104.2,474.9,9.0,24.3,30.0,1.8,0.0,0.0,103,43,0.0,0.0,4
261,3,4,8,5,91.6,112.4,573.0,8.9,11.2,84.0,7.6,0.0,1.4586150226995167,3,0,0.9457943288188432,0.26298506407225547,4
162,6,3,3,6,90.6,50.1,100.4,7.8,15.2,31.0,8.5,0.0,1.0784095813505905,1,0,0.5989719859312629,0.2298604079014669,4
153,5,4,9,5,94.3,85.1,692.3,15.9,20.1,47.0,4.9,0.0,0.9001613499442714,4,0,1.1540720559547322,0.06447064662673062,4
374,6,5,9,5,90.3,290.0,855.3,7.4,10.3,78.0,4.0,0.0,2.96010509591084,4,0,1.1540720559547322,3.261755341413101,4
433,2,4,8,7,93.6,235.1,723.1,10.1,20.9,66.0,4.9,0.0,2.7936160894318567,3,0,0.9457943288188432,3.414445258994977,4
29,6,3,9,7,93.5,149.3,728.6,8.1,22.8,39.0,3.6,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
69,4,5,3,5,91.7,33.3,77.5,9.0,17.2,26.0,4.5,0.0,0.0,1,0,0.5989719859312629,0.35876743993044097,4
122,3,4,9,7,92.4,124.1,680.7,8.5,22.5,42.0,5.4,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
33,6,3,9,7,91.7,75.6,718.3,7.8,17.7,39.0,3.6,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
61,2,2,3,7,89.3,51.3,102.2,9.6,5.5,59.0,6.3,0.0,0.0,1,0,0.5989719859312629,0.35876743993044097,4
255,2,5,8,4,87.5,77.0,694.8,5.0,22.3,46.0,4.0,0.0,0.0,3,0,0.9457943288188432,0.894526912425886,4
73,5,4,8,2,88.8,147.3,614.5,9.0,17.3,43.0,4.5,0.0,0.0,3,0,0.9457943288188432,0.894526912425886,4
124,3,4,9,5,94.3,85.1,692.3,15.9,19.8,50.0,5.4,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
224,7,4,9,3,90.1,82.9,735.7,6.2,15.4,57.0,4.5,0.0,3.6560979645895566,4,0,1.1540720559547322,6.260133647479919,4
443,1,2,7,5,90.7,80.9,368.3,16.8,14.8,78.0,8.0,0.0,0.0,44,8,3.6381123370602833,13.235861377070236,4
318,6,5,9,4,92.8,119.0,783.5,7.5,21.6,27.0,2.2,0.0,0.0,4,0,1.1540720559547322,1.3318823103355824,4
117,3,4,3,6,91.7,35.8,80.8,7.8,15.2,27.0,4.9,0.0,0.0,1,0,0.5989719859312629,0.35876743993044097,4
