,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue
72,0.1029113067027759,0.004016064257028112,0.0234375,0.0,0.057692307692307696,0.1875,22,10.103355187072577,141.53015780495298
73,0.18754231550440081,0.020080321285140562,0.03918850806451613,0.0,0.11538461538461539,0.1875,36,30.70361380164258,28.051706762150978
75,0.18754231550440081,0.020080321285140562,0.18094758064516128,0.0234375,0.11538461538461539,0.1875,50,82.61239523412257,1063.5683229066208
76,0.18754231550440081,0.020080321285140562,0.06281502016129033,0.0,0.019230769230769232,0.1875,45,22.368457808167637,512.1867019806884
78,0.18754231550440081,0.002008032128514056,0.004032258064516129,0.0234375,0.11538461538461539,0.1875,36,15.014647127059607,440.3850352018276
80,0.20785375761679079,0.027359437751004016,0.03918850806451613,0.0,0.038461538461538464,0.03125,16,9.969750593177842,36.363907908478986
81,0.18754231550440081,0.027359437751004016,0.05493951612903226,0.03125,0.057692307692307696,0.5,38,51.75921695205676,189.31605113376614
82,0.18754231550440081,0.027359437751004016,0.2439516129032258,0.03125,0.038461538461538464,0.875,38,137.93558352469776,9987.120854421843
83,0.20785375761679079,0.027359437751004016,0.0234375,0.0,0.019230769230769232,0.015625,16,0.18538441565027597,250.10206608075717
87,0.07921462423832092,0.058734939759036146,0.05493951612903226,0.03125,0.019230769230769232,0.15625,35,34.01018919898877,0.9797254217984946
89,0.07921462423832092,0.058734939759036146,0.11794354838709678,0.125,0.019230769230769232,0.421875,66,82.85950100050188,284.24277398592386
93,0.023019634394041977,0.1214859437751004,0.2439516129032258,0.00390625,0.11538461538461539,0.09375,132,130.36298183956114,2.679828457606617
94,0.023019634394041977,0.1214859437751004,0.3699596774193548,0.25,0.23076923076923078,0.125,237,222.7337557118532,203.52572608908102
95,0.002031144211238998,0.4979919678714859,0.4959677419354839,0.25,0.3076923076923077,0.1875,465,408.46393949888176,3196.3261369861025
96,0.002031144211238998,0.4979919678714859,0.4959677419354839,0.25,0.15384615384615385,0.1875,465,381.96182631293476,6895.338289283214
97,0.002031144211238998,0.2469879518072289,0.4959677419354839,0.0,0.15384615384615385,0.1875,277,271.8262227223698,26.767971318522793
99,0.3094109681787407,-0.001004016064257028,0.0,0.0,0.019230769230769232,0.0078125,6,-18.02685185638066,577.2896101284628
102,0.7291807718348002,0.012048192771084338,0.015561995967741936,0.0,0.019230769230769232,0.0078125,7,-8.984824447409054,255.51461261448614
105,0.25524712254570076,0.058734939759036146,0.05493951612903226,0.0,0.019230769230769232,0.0078125,32,20.969789715942294,121.66553891053238
106,0.25524712254570076,0.1214859437751004,0.11794354838709678,0.0,0.019230769230769232,0.0078125,32,63.68201541815377,1003.750100956133
107,0.5937711577522004,0.027359437751004016,0.007686491935483871,0.0,0.019230769230769232,0.015625,11,-5.942006764112946,287.03159319524883
109,0.5937711577522004,0.027359437751004016,0.05493951612903226,0.015625,0.019230769230769232,0.015625,18,12.206518028723107,33.5644333515104
111,0.5937711577522004,0.058734939759036146,0.05493951612903226,0.0,0.057692307692307696,0.046875,37,29.497061943553245,56.29407947887701
112,0.13676371022342587,0.058734939759036146,0.05493951612903226,0.03125,0.057692307692307696,0.046875,40,33.63925939765444,40.459021010327334
116,0.10629654705484089,0.058734939759036146,0.2439516129032258,0.0625,0.019230769230769232,0.046875,66,96.27609346843414,916.6418357093604
118,0.0013540961408259986,0.058734939759036146,0.18094758064516128,0.03125,0.019230769230769232,0.03125,49,70.13924551667522,446.8677010142733
124,0.5260663507109005,0.020080321285140562,0.0234375,0.0,0.0,0.0,20,-7.051473851636288,731.7822375457619
125,0.01828029790115098,0.058734939759036146,0.05493951612903226,0.0,0.057692307692307696,0.046875,27,30.45385576649762,11.929119655768874
130,0.01828029790115098,0.2469879518072289,0.2439516129032258,0.1875,0.019230769230769232,0.078125,136,174.23099920644944,1461.6093003235376
132,0.052132701421800945,0.027359437751004016,0.11794354838709678,0.09375,0.038461538461538464,0.046875,26,48.79052755264405,519.4081461278276
135,0.01828029790115098,0.058734939759036146,0.2439516129032258,0.09375,0.11538461538461539,0.125,54,121.29776563122377,4528.989258955123
141,0.046716316858496955,0.058734939759036146,0.11794354838709678,0.125,0.019230769230769232,0.046875,60,59.25371897155489,0.5569353734170924
143,0.035206499661475966,0.1214859437751004,0.2439516129032258,0.0625,0.019230769230769232,0.046875,66,117.16340535479543,2617.6940474991097
144,0.025050778605280974,0.1214859437751004,0.2439516129032258,0.125,0.019230769230769232,0.046875,86,123.94507114107932,1439.828423901571
148,0.03317535545023697,0.1214859437751004,0.2439516129032258,0.25,0.15384615384615385,0.125,143,165.57960253404698,509.83845059554096
149,0.03317535545023697,0.058734939759036146,0.11794354838709678,0.0625,0.11538461538461539,0.0625,105,70.0610968499869,1220.7269533259955
151,0.011509817197020988,0.2469879518072289,0.4959677419354839,0.25,0.15384615384615385,0.1875,277,298.8695885229195,478.27890216181294
152,0.008124576844955992,0.2469879518072289,0.4959677419354839,0.25,0.15384615384615385,0.1875,370,298.8752167218781,5058.734796359812
153,0.010155721056194989,0.4979919678714859,0.4959677419354839,0.5,0.3076923076923077,0.25,510,439.4528587021731,4976.899145295553
160,0.02234258632362898,0.058734939759036146,0.08644153225806452,0.0,0.019230769230769232,0.0625,21,35.77895215903948,218.41742691917761
161,0.02234258632362898,0.058734939759036146,0.11794354838709678,0.0,0.019230769230769232,0.0625,24,46.75050515602878,517.585484854492
162,0.02234258632362898,0.1214859437751004,0.11794354838709678,0.0,0.019230769230769232,0.0625,34,67.51962486426163,1123.5652510408265
175,0.15368991198375084,0.027359437751004016,0.2439516129032258,0.00390625,0.019230769230769232,0.0625,50,80.45658199461793,927.6033867948854
177,0.0927555856465809,0.012048192771084338,0.0234375,0.0078125,0.057692307692307696,0.0625,32,5.737680508961727,689.7094250493687
178,0.0927555856465809,0.027359437751004016,0.05493951612903226,0.03125,0.019230769230769232,0.109375,38,20.6456399566698,301.1738125135358
184,0.055517941773865945,0.058734939759036146,0.08644153225806452,0.0625,0.11538461538461539,0.125,33,62.99569986302963,899.7420102729557
187,0.03182125930941097,0.1214859437751004,0.18094758064516128,0.03125,0.11538461538461539,0.0625,75,109.39318323707755,1182.8910531791923
188,0.024373730534867976,0.1214859437751004,0.18094758064516128,0.125,0.11538461538461539,0.09375,113,121.52438812047791,72.66519282854489
189,0.024373730534867976,0.2469879518072289,0.2439516129032258,0.25,0.23076923076923078,0.1875,188,224.32683398393644,1319.6388672964792
191,0.002031144211238998,0.2469879518072289,0.4959677419354839,0.25,0.23076923076923078,0.125,248,308.1931019498188,3623.209522341281
194,0.01828029790115098,0.058734939759036146,0.4959677419354839,0.09375,0.11538461538461539,0.203125,114,213.99931726108582,9999.863452683298
198,0.004739336492890996,0.2469879518072289,1.0,0.375,0.23076923076923078,1.375,915,576.1290521844596,114833.5192734027
199,0.004739336492890996,0.2469879518072289,1.0,0.5,0.23076923076923078,1.375,1150,589.6586145632763,313982.468233147
205,0.05077860528097495,0.027359437751004016,0.11794354838709678,0.125,0.038461538461538464,0.0625,46,53.16099495772116,51.27984878450785
208,0.3094109681787407,0.027359437751004016,0.05493951612903226,0.0,0.0,0.0,45,6.689501764851787,1467.6942750252947
90,0.07921462423832092,0.058734939759036146,0.4959677419354839,0.125,0.019230769230769232,0.421875,141,212.48144819501334,5109.597436056376
170,0.11983750846310089,0.027359437751004016,0.0234375,0.0,0.019230769230769232,0.015625,25,23.908650625450722,1.1910434573291002
145,0.025050778605280974,0.058734939759036146,0.2439516129032258,0.25,0.09615384615384616,0.0625,74,119.65672468047379,2084.536508548584
142,0.046716316858496955,0.058734939759036146,0.11794354838709678,0.015625,0.019230769230769232,0.046875,50,55.99734965427229,35.96820287559997
110,0.5937711577522004,0.027359437751004016,0.05493951612903226,0.03125,0.019230769230769232,0.015625,22,11.483172196386299,110.60366705086219
20,0.08124576844955991,0.04304718875502008,0.09116683467741936,0.0,0.09615384615384616,0.25,30,89.83289950112714,3579.975862711981
164,0.02234258632362898,0.1214859437751004,0.2439516129032258,0.0,0.019230769230769232,0.0625,46,87.26901801793181,1703.1318481643807
9,0.0,1.0,1.0,0.5,0.6153846153846154,0.5,1144,494.2924709392269,422119.87331825536
38,0.01828029790115098,0.058734939759036146,0.11794354838709678,0.03125,0.019230769230769232,0.0390625,71,57.91025819444905,171.34134053598825
166,0.010155721056194989,0.1214859437751004,0.11794354838709678,0.125,0.3076923076923077,0.25,116,134.82480338895033,354.3732226326358
84,0.20785375761679079,0.027359437751004016,0.05493951612903226,0.0,0.057692307692307696,0.046875,22,34.10958921642822,146.6421509906346
69,0.055517941773865945,0.058734939759036146,0.05493951612903226,0.03125,0.057692307692307696,0.1484375,32,67.7245087576857,1276.240525977962
74,0.18754231550440081,0.020080321285140562,0.03918850806451613,0.0234375,0.11538461538461539,0.1875,44,65.27724423174467,452.72112209731205
136,0.01828029790115098,0.058734939759036146,0.2439516129032258,0.09375,0.11538461538461539,0.125,65,112.55274715094302,2261.2637616015195
197,0.01828029790115098,0.1214859437751004,0.4959677419354839,0.4375,1.0,0.8125,397,398.94433393793065,3.7804344621889117
92,0.07921462423832092,0.058734939759036146,0.05493951612903226,0.03125,0.019230769230769232,0.15625,22,65.68619961994912,1908.4840372340427
157,0.06025727826675694,0.027359437751004016,0.007686491935483871,0.0,0.019230769230769232,0.03125,8,26.772986127754596,352.4250081528665
61,0.5260663507109005,0.004016064257028112,0.11794354838709678,0.0,0.019230769230769232,0.03125,22,23.462664763494793,2.1393882103692783
19,0.05890318212593094,0.15286144578313254,0.07069052419354839,0.5546875,0.15384615384615385,0.5,120,221.58387894435782,10319.284461381943
29,0.20108327691266079,0.004016064257028112,0.07069052419354839,0.015625,0.019230769230769232,0.046875,27,35.050281187627135,64.80702719986336
104,0.3906567366283006,0.020080321285140562,0.0234375,0.0,0.019230769230769232,0.0078125,16,8.919328606849081,50.13590737778577
119,0.0013540961408259986,0.058734939759036146,0.18094758064516128,0.0625,0.057692307692307696,0.0390625,66,77.15796820793338,124.50025452925203
173,0.15368991198375084,0.012048192771084338,0.05493951612903226,0.0,0.019230769230769232,0.0546875,25,34.45439678718087,89.38561860945593
5,0.002031144211238998,0.2469879518072289,0.4959677419354839,0.25,0.15384615384615385,0.25,318,224.20749755184545,8797.033515487077
140,0.046716316858496955,0.058734939759036146,0.11794354838709678,0.125,0.019230769230769232,0.046875,62,70.46463507912833,71.65004702280984
100,0.12186865267433988,0.027359437751004016,0.0234375,0.0,0.019230769230769232,0.0390625,24,28.32474509215099,18.703420112084082
103,0.7291807718348002,0.020080321285140562,0.0234375,0.0,0.019230769230769232,0.0078125,13,-7.156097836847529,406.26828000856966
150,0.011509817197020988,0.2469879518072289,0.2439516129032258,0.125,0.15384615384615385,0.125,214,135.58355989148532,6149.138079292269
158,0.04129993229519296,0.027359437751004016,0.0234375,0.0,0.019230769230769232,0.046875,12,33.65487892753827,468.933781366341
33,0.01828029790115098,0.07818775100401607,0.15700604838709678,0.1171875,0.23076923076923078,0.1875,63,120.19505417020372,3271.274221532538
203,0.10629654705484089,0.012048192771084338,0.05493951612903226,0.0,0.019230769230769232,0.0234375,21,30.688227122148454,93.86174477033292
64,0.035206499661475966,0.058734939759036146,0.2439516129032258,0.25,0.019230769230769232,0.296875,144,159.46550888385678,239.18196503665314
174,0.15368991198375084,0.012048192771084338,0.05493951612903226,0.0,0.07692307692307693,0.0546875,50,38.08021422987879,142.08129280558404
32,0.01828029790115098,0.07818775100401607,0.15700604838709678,0.1171875,0.23076923076923078,0.1875,32,120.19505417020372,7778.367580085168
167,0.010155721056194989,0.2469879518072289,0.2439516129032258,0.25,0.07692307692307693,0.0625,100,135.31402009157944,1247.080015028476
115,0.10968178740690589,0.058734939759036146,0.2439516129032258,0.0625,0.019230769230769232,0.046875,76,82.99401940071945,48.91630737764008
26,0.20108327691266079,0.004016064257028112,0.08644153225806452,0.0,0.019230769230769232,0.046875,33,35.95683036229511,8.742845791390218
195,0.01828029790115098,0.058734939759036146,0.4959677419354839,0.1875,0.5,0.40625,208,250.84882586989477,1836.021878428563
176,0.0927555856465809,0.012048192771084338,0.05493951612903226,0.0078125,0.019230769230769232,0.0390625,30,35.372986393818145,28.868982788154916
2,0.004062288422477996,0.2469879518072289,0.4959677419354839,0.125,0.15384615384615385,0.25,220,207.57700450763352,154.33081700335794
62,0.06905890318212593,0.012048192771084338,0.007686491935483871,0.0,0.15384615384615385,0.15625,36,57.567951834885726,465.17654635195055
114,0.10629654705484089,0.058734939759036146,0.11794354838709678,0.03125,0.019230769230769232,0.046875,50,55.23482966087541,27.40344157838099
24,0.20108327691266079,0.0,0.08644153225806452,0.0,0.019230769230769232,0.09375,23,44.63720798716795,468.1687694799644
172,0.11983750846310089,0.058734939759036146,0.11794354838709678,0.25,0.019230769230769232,0.0390625,41,82.02220111105211,1682.820983995605
122,1.0,0.020080321285140562,0.007686491935483871,0.0,0.0,0.0,12,-25.702531383186646,1421.480872700174
131,0.052132701421800945,0.027359437751004016,0.11794354838709678,0.0,0.038461538461538464,0.046875,16,52.188896507742804,1309.6362304481192
201,0.10629654705484089,0.012048192771084338,0.05493951612903226,0.0,0.019230769230769232,0.0234375,14,30.688227122148454,278.4969244804113
49,0.11983750846310089,0.012048192771084338,0.11794354838709678,0.03125,0.019230769230769232,0.0625,62,53.59284883617223,70.68019069145062
0,0.06905890318212593,0.004016064257028112,0.08644153225806452,1.0,0.3076923076923077,1.0,198,376.1379034712975,31733.1126531493
168,0.010155721056194989,0.2469879518072289,0.3699596774193548,0.625,0.07692307692307693,0.0625,140,208.70257543112223,4720.04387086904
147,0.01828029790115098,0.1214859437751004,0.2439516129032258,0.25,0.09615384615384616,0.078125,111,128.37279204686124,301.813903503485
37,0.01828029790115098,0.027359437751004016,0.05493951612903226,0.03125,0.019230769230769232,0.0390625,29,43.32394417603298,205.17537675810917
202,0.10629654705484089,0.0042043172690763055,0.05493951612903226,0.0,0.019230769230769232,0.0234375,18,30.014952852906134,144.35909205755726
190,0.002031144211238998,0.2469879518072289,0.3699596774193548,0.125,0.15384615384615385,0.125,173,159.8201057148024,173.7096133689845
207,0.3094109681787407,0.012048192771084338,0.11794354838709678,0.125,0.0,0.0,67,43.74907584333193,540.6054741391308
22,0.08124576844955991,0.06814759036144578,0.08959173387096774,0.0,0.11538461538461539,0.5,61,141.03248749059853,6405.19905393281
79,0.10629654705484089,0.020080321285140562,0.18094758064516128,0.0234375,0.019230769230769232,0.2421875,84,100.38133201783626,268.34803867858733
8,0.0,0.4979919678714859,1.0,0.25,0.3076923076923077,0.25,636,350.66330877169725,81417.02736111579
126,0.01828029790115098,0.058734939759036146,0.11794354838709678,0.03125,0.057692307692307696,0.046875,45,61.831652164701815,283.30451459351127
183,0.055517941773865945,0.058734939759036146,0.05493951612903226,0.03125,0.057692307692307696,0.0625,22,51.17850299802337,851.3850372056587
42,0.01828029790115098,0.058734939759036146,0.2439516129032258,0.03125,0.057692307692307696,0.046875,52,85.61808604759537,1130.1757095035264
128,0.01828029790115098,0.058734939759036146,0.2439516129032258,0.09375,0.019230769230769232,0.046875,70,91.46789466190498,460.87050121464824
171,0.11983750846310089,0.027359437751004016,0.05493951612903226,0.0,0.019230769230769232,0.03125,30,32.86362377974908,8.200341151944388
180,0.0927555856465809,0.058734939759036146,0.11794354838709678,0.125,0.019230769230769232,0.1015625,109,78.80765347529797,911.5777886676868
117,0.13676371022342587,0.027359437751004016,0.05493951612903226,0.0078125,0.057692307692307696,0.046875,24,38.518806299951365,210.79573637550743
163,0.02234258632362898,0.1214859437751004,0.18094758064516128,0.0,0.019230769230769232,0.0625,42,75.37580107648503,1113.9440974970994
6,0.0,0.4979919678714859,0.4959677419354839,0.25,0.3076923076923077,0.25,367,255.517573240123,12428.33147627134
154,0.016926201760324982,0.1214859437751004,0.3699596774193548,0.125,0.15384615384615385,0.1875,214,160.3738573777025,2875.763172546992
13,0.01828029790115098,0.1214859437751004,0.2439516129032258,0.25390625,0.019230769230769232,0.0625,138,121.0466928715291,287.4146225922621
3,0.004062288422477996,0.2469879518072289,0.4959677419354839,0.125,0.15384615384615385,0.25,172,207.57700450763352,1265.7232497361756
138,0.06228842247799594,0.058734939759036146,0.11794354838709678,0.0625,0.019230769230769232,0.0234375,50,56.94559819458095,48.241334280566186
77,0.18754231550440081,0.008032128514056224,0.18094758064516128,0.0234375,0.019230769230769232,0.1875,53,84.9598040012805,1021.4290718002652
127,0.01828029790115098,0.058734939759036146,0.11794354838709678,0.03125,0.019230769230769232,0.046875,56,59.41444053623653,11.658404175495225
133,0.052132701421800945,0.027359437751004016,0.11794354838709678,0.09375,0.057692307692307696,0.046875,32,65.79803268613776,1142.3070134532363
63,0.035206499661475966,0.058734939759036146,0.11794354838709678,0.25,0.019230769230769232,0.296875,144,135.67907500096325,69.2377928395947
182,0.14691943127962084,0.012048192771084338,0.0234375,0.03125,0.019230769230769232,0.0390625,11,29.954442283143877,359.27088226503247
21,0.08124576844955991,0.09324799196787148,0.08959173387096774,0.0,0.09615384615384616,0.15625,33,75.79433629929201,1831.355219296902
57,0.5260663507109005,0.004016064257028112,0.11794354838709678,0.0,0.019230769230769232,0.03125,12,23.462664763494793,131.39268348026513
55,0.05890318212593094,0.027359437751004016,0.18094758064516128,0.0625,0.019230769230769232,0.015625,60,64.80228998170794,23.06198906841248
1,0.004062288422477996,0.2469879518072289,0.4959677419354839,0.125,0.15384615384615385,0.25,269,207.57700450763352,3772.784375255273
137,0.08598510494245092,0.012048192771084338,0.05493951612903226,0.0,0.15384615384615385,1.0,30,228.1357861318342,39257.78974607994
46,0.5328368314150305,0.012048192771084338,0.0,0.03125,0.019230769230769232,0.0078125,18,1.1874500679616027,282.6618352172843
206,0.06905890318212593,0.058734939759036146,0.11794354838709678,0.0,0.038461538461538464,0.109375,52,66.11168099682712,199.1395405562116
204,0.06838185511171294,0.027359437751004016,0.11794354838709678,0.0,0.019230769230769232,0.0625,42,53.217034907787685,125.82187212252748
0,0.07282535401213756,0.0050150451354062184,0.08644153225806452,1.9541984732824427,0.3076923076923077,0.7272727272727273,198,533.8564447904333,112799.5515072694
1,0.008091706001348618,0.2477432296890672,0.4959677419354839,0.24427480916030533,0.15384615384615385,0.18181818181818182,269,249.78027232002182,369.39793209251934
11,0.25826028320971006,0.013039117352056168,0.047064012096774195,0.030534351145038167,0.019230769230769232,0.03409090909090909,40,35.066282714320295,24.34156625501472
14,0.22454484153742413,-0.0010030090270812437,-0.007056451612903226,0.0,0.019230769230769232,0.022727272727272728,10,14.524797325782902,20.473790839412104
16,0.10114632501685772,0.013415245737211635,0.0234375,0.061068702290076333,0.07692307692307693,0.08522727272727272,19,51.12563038420676,1032.0561275826685
17,0.08496291301416048,0.013039117352056168,0.07069052419354839,0.0,0.1346153846153846,0.18181818181818182,28,65.02952439252428,1371.1856767365507
19,0.06271072151045179,0.1537111334002006,0.07069052419354839,1.083969465648855,0.15384615384615385,0.36363636363636365,120,328.0775931611493,43296.28477573677
28,0.2043155765340526,0.013039117352056168,0.07069052419354839,0.030534351145038167,0.019230769230769232,0.028409090909090908,77,41.08390443217145,1289.9659208373935
34,0.026298044504383007,0.16123370110330992,0.32223412298387094,0.22900763358778625,0.23076923076923078,0.13636363636363635,106,196.1164257566781,8120.970191158875
35,0.03169251517194875,0.16123370110330992,0.32223412298387094,0.22900763358778625,0.23076923076923078,0.13636363636363635,208,195.96831183596305,144.76152007662682
37,0.022252191503708697,0.028335005015045135,0.05493951612903226,0.061068702290076333,0.019230769230769232,0.028409090909090908,29,51.35206469565516,499.61479615875373
38,0.022252191503708697,0.059679037111334,0.11794354838709678,0.061068702290076333,0.019230769230769232,0.028409090909090908,71,70.30445812365724,0.4837785017464055
40,0.022252191503708697,0.028335005015045135,0.11794354838709678,0.061068702290076333,0.057692307692307696,0.028409090909090908,36,68.56198231062818,1060.2826919976626
41,0.022252191503708697,0.059679037111334,0.2439516129032258,0.061068702290076333,0.057692307692307696,0.028409090909090908,40,101.2210333016514,3748.01491852191
42,0.022252191503708697,0.059679037111334,0.2439516129032258,0.061068702290076333,0.057692307692307696,0.03409090909090909,52,101.82454737708369,2482.485521331257
43,0.022252191503708697,0.059679037111334,0.2439516129032258,0.061068702290076333,0.057692307692307696,0.03409090909090909,60,101.82454737708369,1749.292763297918
47,0.5347269049224544,0.028335005015045135,0.07069052419354839,0.0,0.019230769230769232,0.005681818181818182,20,26.021728860760764,36.261218472519126
48,0.2043155765340526,0.013039117352056168,0.11794354838709678,0.030534351145038167,0.019230769230769232,0.028409090909090908,40,51.36389760443731,129.13816876413608
49,0.12339851652056642,0.013039117352056168,0.11794354838709678,0.061068702290076333,0.019230769230769232,0.045454545454545456,62,61.53220936945523,0.21882807402547277
50,0.4605529332434255,0.009027081243731194,0.11794354838709678,0.0,0.019230769230769232,0.005681818181818182,24,35.10691515003033,123.36356414997331
51,0.4605529332434255,0.0050150451354062184,0.0234375,0.0,0.019230769230769232,0.005681818181818182,24,13.875474614781051,102.5060142759429
52,0.08293998651382332,0.028335005015045135,0.2439516129032258,0.12213740458015267,0.019230769230769232,0.017045454545454544,138,101.87084908180016,1305.3155460700605
58,0.5279838165879973,0.0050150451354062184,0.11794354838709678,0.0,0.019230769230769232,0.022727272727272728,14,34.394579176671485,415.9388597935221
60,0.5279838165879973,0.0050150451354062184,0.11794354838709678,0.0,0.019230769230769232,0.022727272727272728,16,34.394579176671485,338.3605430868362
61,0.5279838165879973,0.0050150451354062184,0.11794354838709678,0.0,0.019230769230769232,0.022727272727272728,22,34.394579176671485,153.62559296677838
62,0.07282535401213756,0.013039117352056168,0.007686491935483871,0.0,0.15384615384615385,0.11363636363636363,36,46.165584271900435,103.33910358910951
63,0.03910991233985165,0.059679037111334,0.11794354838709678,0.48854961832061067,0.019230769230769232,0.2159090909090909,144,175.66241680262195,1002.5086377829566
64,0.03910991233985165,0.059679037111334,0.2439516129032258,0.48854961832061067,0.019230769230769232,0.2159090909090909,144,203.07573192866423,3489.942102907398
68,0.05933917734322319,0.028335005015045135,0.05493951612903226,0.0,0.057692307692307696,0.13636363636363635,32,53.03168751991409,442.3318799353099
70,0.03910991233985165,0.059679037111334,0.11794354838709678,0.061068702290076333,0.057692307692307696,0.13636363636363635,62,84.81162960658814,520.3704453081687
71,0.03910991233985165,0.09102306920762288,0.11794354838709678,0.061068702290076333,0.057692307692307696,0.2727272727272727,64,104.54170328194411,1643.6297050011976
76,0.19082939986513822,0.02106318956870612,0.06281502016129033,0.0,0.019230769230769232,0.13636363636363635,45,46.414472125234866,2.0007313930664385
81,0.19082939986513822,0.028335005015045135,0.05493951612903226,0.061068702290076333,0.057692307692307696,0.36363636363636365,38,85.83409517576689,2288.1006612843253
83,0.21105866486850977,0.028335005015045135,0.0234375,0.0,0.019230769230769232,0.011363636363636364,16,25.232085006830353,85.23139357334179
84,0.21105866486850977,0.028335005015045135,0.05493951612903226,0.0,0.057692307692307696,0.03409090909090909,22,38.002730142021974,256.0873719983786
85,0.08293998651382332,0.059679037111334,0.05493951612903226,0.0,0.057692307692307696,0.03409090909090909,29,46.76617162398543,315.63685417290503
92,0.08293998651382332,0.059679037111334,0.05493951612903226,0.061068702290076333,0.019230769230769232,0.11363636363636363,22,63.984230084076145,1762.6755757526444
101,0.06608226567768037,0.013039117352056168,0.08644153225806452,0.12213740458015267,0.019230769230769232,0.03409090909090909,45,67.31768430066802,498.0790325442838
102,0.7302764666217127,0.013039117352056168,0.015561995967741936,0.0,0.019230769230769232,0.005681818181818182,7,6.099354765085906,0.8111618391734642
106,0.25826028320971006,0.12236710130391174,0.11794354838709678,0.0,0.019230769230769232,0.005681818181818182,32,59.62976806461592,763.4040833044696
109,0.5954146999325691,0.028335005015045135,0.05493951612903226,0.030534351145038167,0.019230769230769232,0.011363636363636364,18,27.668357665388683,93.47713994588011
110,0.5954146999325691,0.028335005015045135,0.05493951612903226,0.061068702290076333,0.019230769230769232,0.011363636363636364,22,33.80441839338394,139.3442936060611
111,0.5954146999325691,0.059679037111334,0.05493951612903226,0.0,0.057692307692307696,0.03409090909090909,37,32.69534915605543,18.530018888272714
119,0.005394470667565745,0.059679037111334,0.18094758064516128,0.12213740458015267,0.057692307692307696,0.028409090909090908,66,100.24935319685531,1173.018194402943
121,0.0,0.12236710130391174,0.2439516129032258,0.24427480916030533,0.11538461538461539,0.06818181818181818,133,158.6193279284883,656.3499635074207
125,0.022252191503708697,0.059679037111334,0.05493951612903226,0.0,0.057692307692307696,0.03409090909090909,27,48.43245323202977,459.3500515431434
127,0.022252191503708697,0.059679037111334,0.11794354838709678,0.061068702290076333,0.019230769230769232,0.03409090909090909,56,70.90797219908954,222.24763508882668
129,0.022252191503708697,0.059679037111334,0.2439516129032258,0.183206106870229,0.019230769230769232,0.03409090909090909,80,122.86553023711284,1837.4536825088348
134,0.022252191503708697,0.059679037111334,0.2439516129032258,0.0916030534351145,0.057692307692307696,0.09090909090909091,45,113.99574885940187,4760.413360669655
135,0.022252191503708697,0.059679037111334,0.2439516129032258,0.183206106870229,0.11538461538461539,0.09090909090909091,54,137.65882112131547,6998.798351408259
137,0.08968307484828052,0.013039117352056168,0.05493951612903226,0.0,0.15384615384615385,0.7272727272727273,30,121.16224158861934,8310.554291461798
141,0.05057316250842886,0.059679037111334,0.11794354838709678,0.24427480916030533,0.019230769230769232,0.03409090909090909,60,106.94673848330703,2203.9962542200215
143,0.03910991233985165,0.12236710130391174,0.2439516129032258,0.12213740458015267,0.019230769230769232,0.03409090909090909,66,120.62202450884969,2983.5655614453763
144,0.02899527983816588,0.12236710130391174,0.2439516129032258,0.24427480916030533,0.019230769230769232,0.03409090909090909,86,145.44398102217144,3533.586879764279
147,0.022252191503708697,0.12236710130391174,0.2439516129032258,0.48854961832061067,0.09615384615384616,0.056818181818181816,111,204.13818565266027,8674.72162666941
149,0.037086985839514496,0.059679037111334,0.11794354838709678,0.12213740458015267,0.11538461538461539,0.045454545454545456,105,92.73795865385794,150.35765797449727
152,0.012137559002022926,0.2477432296890672,0.4959677419354839,0.48854961832061067,0.15384615384615385,0.13636363636363635,370,293.92956009998926,5786.711826581146
153,0.014160485502360081,0.49849548645937813,0.4959677419354839,0.9770992366412213,0.3076923076923077,0.18181818181818182,510,452.85802875875873,3265.204877334844
156,0.008766014834794335,0.49849548645937813,0.4959677419354839,1.9541984732824427,0.3076923076923077,0.13636363636363635,510,644.5319733718636,18098.85185932782
157,0.06405933917734322,0.028335005015045135,0.007686491935483871,0.0,0.019230769230769232,0.022727272727272728,8,27.048553106424833,362.84737544828715
158,0.045178691840863115,0.028335005015045135,0.0234375,0.0,0.019230769230769232,0.03409090909090909,12,32.20064437054739,408.06603298532787
159,0.026298044504383007,0.028335005015045135,0.05493951612903226,0.0,0.019230769230769232,0.03409090909090909,17,39.572371874560645,509.5119720434564
160,0.026298044504383007,0.059679037111334,0.08644153225806452,0.0,0.019230769230769232,0.045454545454545456,21,52.878464671916745,1016.236509838644
162,0.026298044504383007,0.12236710130391174,0.11794354838709678,0.0,0.019230769230769232,0.045454545454545456,34,70.22326518338922,1312.1249405461374
165,0.014160485502360081,0.12236710130391174,0.11794354838709678,0.24427480916030533,0.3076923076923077,0.18181818181818182,51,160.40379552897426,11969.190476145608
167,0.014160485502360081,0.2477432296890672,0.2439516129032258,0.48854961832061067,0.07692307692307693,0.045454545454545456,100,222.38464181681613,14978.00055263038
168,0.014160485502360081,0.2477432296890672,0.3699596774193548,1.2213740458015268,0.07692307692307693,0.045454545454545456,140,397.0634144147446,66081.59903056672
178,0.0964261631827377,0.028335005015045135,0.05493951612903226,0.061068702290076333,0.019230769230769232,0.07954545454545454,38,54.747124964713805,280.4661945837404
