,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed,Class,estimatedOutput,lossValue,testID
326,5,4,0.9496124031007753,0.34872501722949695,0.8709333964273039,0.37004405286343617,0.7014388489208634,0.09876543209876543,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.0874091590568957,Train1
81,1,2,0.9237726098191216,0.339421088904204,0.7286170590322962,0.2775330396475771,0.4784172661870504,0.30864197530864196,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120554547704,0.8093271563116275,Train1
8,8,6,0.934108527131783,0.44245348035837356,0.8012539926653259,0.30837004405286345,0.3057553956834533,0.5432098765432098,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.5127120628366775,0.4555806602775303,Train1
10,7,5,0.9534883720930233,0.2994486560992419,0.80835206435585,0.31277533039647576,0.4748201438848922,0.3950617283950617,0.7411764705882353,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.22540510502708502,Train1
130,4,6,0.6395348837209303,0.07029634734665748,0.08505855909144683,0.03524229074889868,0.3884892086330936,0.25925925925925924,0.21176470588235297,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.20548297907166618,Train1
426,8,6,0.9418604651162791,0.852170916609235,0.8736543239086714,0.2775330396475771,0.5683453237410072,0.4567901234567901,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5127120628366775,0.45985366919140874,Train1
465,2,2,0.7855297157622739,0.00861474844934528,0.0,0.07929515418502203,0.0,0.49382716049382713,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0592388343623163,0.5127120621313976,0.6271527179354897,Train1
158,2,4,0.9483204134366925,0.3793935217091661,0.7557080326511298,0.42290748898678415,0.5719424460431656,0.19753086419753085,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9707789171582248,0.512712062836664,0.36131298210064877,Train1
316,4,5,0.9521963824289407,0.32770503101309445,0.8566189518514137,0.3788546255506608,0.5035971223021584,0.06172839506172839,0.5764705882352941,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.5127120628366775,0.1276542083710347,Train1
346,1,4,0.9405684754521965,0.4445210199862164,0.9367088607594937,0.3303964757709251,0.6007194244604318,0.19753086419753085,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.3738261848660236,0.5127120628349197,0.6486397502374974,Train1
266,6,5,0.9767441860465117,0.4500344589937974,0.7001064710753578,1.0,0.5323741007194245,0.4444444444444444,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15700374880966478,0.5127120628366775,0.09530878938377556,Train1
399,9,5,0.9638242894056848,0.1667815299793246,0.33408257423399973,0.6167400881057269,0.841726618705036,0.18518518518518517,0.4235294117647059,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5127120628366775,0.6320936915073812,Train1
493,1,3,0.9974160206718348,0.5406616126809097,0.7314562877085059,0.49779735682819387,0.8237410071942446,0.12345679012345678,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7914360424390283,0.5127120627783558,0.6887201830912272,Train1
513,2,4,0.8126614987080103,0.19159200551343902,0.7693126700579676,0.08370044052863436,0.6223021582733813,0.6419753086419753,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.012592060349841,0.5127120628366582,0.3728462879758187,Train1
292,4,5,0.9418604651162791,0.3414886285320469,0.5335383887377262,0.2775330396475771,0.658273381294964,0.25925925925925924,0.047058823529411764,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.2919836816486494,0.5127120628366775,0.1269107656067704,Train1
461,8,6,0.9689922480620156,0.7925568573397657,0.8278717615047912,0.37004405286343617,0.5143884892086331,0.5555555555555556,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.4521537648997436,Train1
32,6,3,0.9031007751937984,0.2363886974500345,0.8180527623328995,0.2555066079295154,0.5755395683453238,0.2222222222222222,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.5127120628366775,0.18706931115653033,Train1
430,7,4,0.9173126614987082,0.9858718125430737,0.9866319649828462,0.29955947136563876,0.5323741007194245,0.32098765432098764,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.5127120628366775,0.24256706623775975,Train1
309,2,4,0.9521963824289407,0.36078566505858034,0.8787412752868804,0.43612334801762115,0.7302158273381295,0.09876543209876543,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.5127120628366527,0.3903592583002721,Train1
198,3,4,0.934108527131783,0.44245348035837356,0.8012539926653259,0.30837004405286345,0.3345323741007195,0.49382716049382713,0.6352941176470588,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.50470927708418,0.5127120628366769,0.2153950116238,Train1
506,1,2,0.934108527131783,0.571330117160579,0.8722347095705667,0.31277533039647576,0.5000000000000001,0.6666666666666666,0.8941176470588235,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5127120591876431,0.836933614536022,Train1
121,3,4,0.9405684754521965,0.4972432804962096,0.7014077842186207,0.4713656387665198,0.44964028776978426,0.2962962962962963,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.5127120628366771,0.20546719762771487,Train1
42,4,4,0.9832041343669251,0.3694004135079256,0.7474269490121851,0.748898678414097,0.4316546762589929,0.43209876543209874,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.5127120628366775,0.0889212885594718,Train1
94,8,6,0.9354005167958657,0.35182632667126124,0.7376079498402933,0.2555066079295154,0.6762589928057554,0.037037037037037035,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.5127120628366775,0.4508971598265277,Train1
78,1,2,0.9224806201550387,0.3683666436940042,0.6086596474624393,0.5506607929515419,0.36330935251798563,0.5802469135802469,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5127120565330789,0.8205987004631956,Train1
181,8,6,0.8552971576227392,0.10923501033769813,0.7676564533301787,0.13215859030837004,0.5215827338129497,0.16049382716049382,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.8625285401162623,0.5127120628366775,0.48107560474471317,Train1
473,9,4,0.9276485788113695,0.2067539627842867,0.2807287353602271,0.4140969162995595,0.7158273381294964,0.38271604938271603,0.25882352941176473,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.267176792994939,0.5127120628366775,0.639806511291704,Train1
236,2,2,0.9534883720930233,0.4135079255685734,0.7797231752040695,0.3788546255506608,0.4892086330935252,0.3333333333333333,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.307970623576175,0.5127120626421175,0.6005619256376605,Train1
152,3,4,0.9224806201550387,0.1726395589248794,0.4836152845143736,0.27312775330396477,0.7194244604316548,0.2962962962962963,0.10588235294117647,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8878912573524571,0.5127120628366765,0.23018745431392612,Train1
320,6,3,0.9573643410852714,0.4062715368711234,0.9087897787767656,0.3303964757709251,0.5143884892086331,0.18518518518518517,0.7411764705882353,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.5655812377694427,0.5127120628366775,0.19471426128493033,Train1
470,5,4,0.934108527131783,0.046519641626464506,0.012185023068732995,0.5418502202643173,0.46762589928057563,0.09876543209876543,0.5764705882352941,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120628366775,0.08274913846907095,Train1
36,6,3,0.9289405684754521,0.11819434872501722,0.77345321187744,0.29515418502202645,0.6151079136690648,0.06172839506172839,0.4235294117647059,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.5127120628366775,0.1848564766365428,Train1
46,5,6,0.9328165374677004,0.43211578221915925,0.7940376197799598,0.30837004405286345,0.36330935251798563,0.6296296296296297,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.5127120628366775,0.16369247310933255,Train1
451,1,4,0.9276485788113695,0.6743625086147486,0.7507393824677628,0.7180616740088106,0.25899280575539574,0.8518518518518519,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.3711778844596574,0.5127120628359619,0.6336515439957369,Train1
210,4,4,0.9289405684754521,0.14679531357684356,0.794510824559328,0.29515418502202645,0.49640287769784175,0.07407407407407407,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.2280337626529665,0.5127120628366775,0.13064484944162186,Train1
499,7,5,1.0,0.6202618883528601,0.7759375369691235,0.6299559471365639,0.8165467625899282,0.5432098765432098,0.47058823529411764,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.469793011977952,0.5127120628366775,0.23131297489202224,Train1
194,2,2,0.9832041343669251,0.3694004135079256,0.7474269490121851,0.748898678414097,0.7194244604316548,0.037037037037037035,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.3988039507345884,0.5127120627275603,0.5730051112823422,Train1
154,1,5,0.9651162790697676,0.4972432804962096,0.8353247367798414,0.3568281938325991,0.8992805755395684,0.09876543209876543,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9001613499442714,0.5127120628366572,0.6491976407554433,Train1
171,8,6,0.8643410852713178,0.3077188146106134,0.7030640009464095,0.2907488986784141,0.460431654676259,0.38271604938271603,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3056264580524357,0.5127120628366775,0.4280658361918187,Train1
265,4,4,0.9689922480620156,0.34838042729152313,0.6329113924050632,0.6431718061674009,0.6294964028776979,0.43209876543209874,0.7882352941176469,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5822156198526637,0.5127120628366775,0.09080723977455207,Train1
23,7,4,0.9237726098191216,0.37835975189524473,0.6176505382704365,0.27312775330396477,0.5359712230215828,0.2962962962962963,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.19714764848161723,Train1
466,6,5,0.8850129198966409,0.048242591316333565,0.025553058085886662,0.31277533039647576,0.2014388489208633,0.32098765432098764,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.430311246536665,0.5127120628366775,0.12915314101535588,Train1
432,8,6,0.9832041343669251,0.7625775327360442,0.80835206435585,0.6123348017621145,0.6942446043165468,0.2345679012345679,0.6823529411764706,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5127120628366775,0.45768339026565935,Train1
183,7,4,0.9431524547803619,0.1633356305995865,0.8053945344847984,0.4889867841409692,0.43884892086330946,0.32098765432098764,0.4235294117647059,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.057962510002712,0.5127120628366775,0.2328338692401228,Train1
218,4,5,0.9586563307493542,0.45554789800137846,0.8095350763042707,0.4052863436123348,0.5323741007194245,0.0,0.047058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.487986511734546,0.5127120628366775,0.11433934906670551,Train1
47,6,6,0.9754521963824291,0.2108890420399724,0.5058559091446823,0.4845814977973568,0.6618705035971223,0.20987654320987653,0.25882352941176473,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.5127120628366775,0.19752686210574588,Train1
371,3,4,0.9457364341085273,0.4565816678152998,0.597657636342127,0.3524229074889868,0.34532374100719426,0.48148148148148145,0.3647058823529412,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.512712062836677,0.21421395106662627,Train1
31,6,3,0.9031007751937984,0.31254307374224677,0.8217200993730036,0.31277533039647576,0.23741007194244607,0.7283950617283951,0.7882352941176469,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.5127120628366775,0.20191989031641397,Train1
370,7,4,0.934108527131783,0.9483115093039283,0.9580030758310659,0.31277533039647576,0.3309352517985612,0.7160493827160493,0.7882352941176469,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.4898941912990393,0.5127120628366775,0.2365771785943333,Train1
405,2,2,0.9806201550387597,0.7270847691247416,0.787412752868804,0.41850220264317184,0.8381294964028777,0.09876543209876543,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.5127120627318223,0.5789067498873328,Train1
490,4,4,0.9870801033591732,0.48311509303928335,0.6985685555424109,0.7797356828193832,0.866906474820144,0.1728395061728395,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5127120628366775,0.09222815425483602,Train1
505,1,2,0.934108527131783,0.5585802894555479,0.8625340115935171,0.44493392070484583,0.7949640287769786,0.19753086419753085,0.10588235294117647,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.916922612182061,0.5127120562974875,0.8326901106930368,Train1
222,4,3,0.8901808785529716,0.17608545830461753,0.10469655743523008,0.22026431718061676,0.23021582733812954,0.3333333333333333,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.6336309798834576,0.5127120628366764,0.1926107248224539,Train1
19,6,4,0.8733850129198967,0.09062715368711233,0.09677037738081154,0.22466960352422907,0.1690647482014389,0.30864197530864196,0.4235294117647059,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.1269229204599527,Train1
4,8,6,0.9121447028423773,0.1729841488628532,0.102803738317757,0.42290748898678415,0.24460431654676265,0.9876543209876543,0.10588235294117647,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120628366775,0.4688058301179774,Train1
26,7,4,0.9521963824289407,0.4024810475534115,0.7721518987341772,0.5374449339207048,0.5179856115107915,0.18518518518518517,0.5764705882352941,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.5127120628366775,0.2194331630166716,Train1
338,8,6,0.9418604651162791,0.36974500344589945,0.8857210457825624,0.27312775330396477,0.6510791366906477,0.19753086419753085,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.1377104498038118,0.5127120628366775,0.4728494691221279,Train1
341,8,6,0.9457364341085273,0.3811164713990352,0.8931740210576126,0.28634361233480177,0.39928057553956836,0.3950617283950617,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.5127120628366775,0.47211293212737004,Train1
279,4,4,0.8617571059431526,0.0837353549276361,0.395599195551875,0.1145374449339207,0.0,0.024691358024691357,0.8941176470588235,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3767644911682972,0.5127120628366775,0.15412841663525828,Train1
5,8,6,0.9509043927648579,0.290144727773949,0.5592097480184549,0.6475770925110133,0.6330935251798562,0.12345679012345678,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120628366775,0.43088848648023576,Train1
515,1,4,0.9780361757105944,0.4993108201240524,0.709097361883355,0.49779735682819387,0.7553956834532375,0.2839506172839506,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5127120628356107,0.6183493412950987,Train1
135,3,5,0.9664082687338502,0.4765678842177809,0.6848456169407312,0.894273127753304,0.46762589928057563,0.4074074074074074,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.2101946499415454,Train1
487,5,4,0.9870801033591732,0.48311509303928335,0.6985685555424109,0.7797356828193832,0.7841726618705036,0.18518518518518517,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.856470206220483,0.5127120628366775,0.056470878250750096,Train1
178,2,5,0.9224806201550387,0.2818745692625776,0.8522418076422572,0.27312775330396477,0.49280575539568355,0.32098765432098764,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.7715567619105355,0.5127120628366773,0.38774874873898796,Train1
72,5,4,0.9431524547803619,0.11095796002756718,0.07358334319176624,0.39647577092511016,0.3956834532374101,0.07407407407407407,0.6352941176470588,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5127120628366775,0.08610601828479558,Train1
115,3,5,0.896640826873385,0.08476912474155754,0.061871524902401505,0.16740088105726872,0.39208633093525186,0.09876543209876543,0.6352941176470588,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.5127120628366775,0.21965591893081884,Train1
468,6,5,0.937984496124031,0.06719503790489317,0.033360936945463146,0.3744493392070485,0.31294964028776984,0.09876543209876543,0.31764705882352945,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.0294631718735947,0.5127120628366775,0.12573817025709352,Train1
209,8,3,0.9689922480620156,0.2749827705031014,0.792499704247013,0.7885462555066078,0.669064748201439,0.08641975308641975,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.1949928844048685,0.5127120628366775,0.4674686623506167,Train1
88,1,2,0.9664082687338502,0.5106822880771882,0.8438424228084703,0.3568281938325991,0.7446043165467627,0.20987654320987653,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.5127120556907738,0.8336889118122369,Train1
30,6,3,0.9767441860465117,0.2894555478980014,0.8008990890807997,0.7004405286343612,0.7482014388489209,0.06172839506172839,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.5127120628366775,0.18910969619009177,Train1
469,6,3,0.934108527131783,0.046519641626464506,0.012185023068732995,0.5418502202643173,0.3273381294964029,0.1728395061728395,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.129228964075603,0.5127120628366775,0.19551989246831078,Train1
228,4,6,0.9664082687338502,0.5106822880771882,0.8438424228084703,0.3568281938325991,0.8525179856115109,0.08641975308641975,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.175924549214524,0.5127120628366775,0.18726869650715175,Train1
37,7,4,0.9211886304909561,0.13921433494141972,0.7894238731811192,0.3832599118942731,0.24100719424460437,0.5061728395061729,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.5127120628366775,0.23192131625633525,Train1
439,1,3,0.9354005167958657,0.3108201240523777,0.8550810363184669,0.31718061674008813,0.5215827338129497,0.3333333333333333,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2851789422336624,0.5127120627240852,0.7072729540757858,Train1
365,6,5,0.9457364341085273,0.3811164713990352,0.8931740210576126,0.28634361233480177,0.5395683453237411,0.32098765432098764,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0459499897146083,0.5127120628366775,0.10967734817479499,Train1
7,8,6,0.9405684754521965,0.4972432804962096,0.7014077842186207,0.4713656387665198,0.12230215827338133,0.8271604938271605,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.5127120628366775,0.4606032092517383,Train1
404,2,4,0.8940568475452197,0.28842177808408,0.839701880988998,0.1629955947136564,0.6187050359712232,0.18518518518518517,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.951608170169951,0.5127120628366547,0.3884991672453908,Train1
449,7,4,0.9418604651162791,0.6209510682288079,0.7070862415710398,0.33480176211453744,0.5287769784172662,0.5185185185185185,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120628366775,0.18902631469663342,Train1
503,2,4,0.979328165374677,0.4765678842177809,0.7971134508458536,0.881057268722467,0.8848920863309354,0.13580246913580246,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0818051703517284,0.5127120628366683,0.37544958078220886,Train1
51,4,3,0.9237726098191216,0.339421088904204,0.7286170590322962,0.2775330396475771,0.6079136690647482,0.18518518518518517,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120628366769,0.15441311956587445,Train1
229,8,6,0.9496124031007753,0.2780840799448656,0.550692061989826,0.5242290748898679,0.4244604316546763,0.2962962962962963,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.280824129164719,0.5127120628366775,0.4388296415962416,Train1
55,4,3,0.9586563307493542,0.46829772570640943,0.8175795575535313,0.4052863436123348,0.8309352517985613,0.06172839506172839,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.5127120628366768,0.19682788754172792,Train1
74,5,4,0.9638242894056848,0.4827705031013094,0.8264521471666864,0.6123348017621145,0.827338129496403,0.13580246913580246,0.047058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.5127120628366775,0.09246629544135576,Train1
433,2,4,0.9677002583979328,0.8063404548587182,0.8373358570921566,0.44493392070484583,0.5863309352517985,0.5802469135802469,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7936160894318567,0.5127120628366655,0.3741970579875052,Train1
170,5,4,0.9586563307493542,0.45554789800137846,0.8095350763042707,0.4052863436123348,0.6223021582733813,0.19753086419753085,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.2725655957915476,0.5127120628366775,0.0733943671901097,Train1
86,1,2,0.9586563307493542,0.46829772570640943,0.8175795575535313,0.4052863436123348,0.7482014388489209,0.09876543209876543,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.5127120528675184,0.8505081143190248,Train1
347,5,4,0.9483204134366925,0.3373535492763612,0.8635987223470957,0.42290748898678415,0.19784172661870505,0.691358024691358,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.5127120628366775,0.09076179629730509,Train1
106,4,5,0.9392764857881138,0.1019986216402481,0.06979770495682006,0.3303964757709251,0.4892086330935252,0.12345679012345678,0.25882352941176473,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5127120628366775,0.12492673855193924,Train1
328,6,5,0.9496124031007753,0.34872501722949695,0.8709333964273039,0.37004405286343617,0.5431654676258993,0.19753086419753085,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.1223465087429845,Train1
77,1,3,0.8901808785529716,0.17608545830461753,0.10469655743523008,0.22026431718061676,0.13309352517985618,0.654320987654321,0.25882352941176473,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.5127120625851854,0.7174924147765133,Train1
254,6,3,0.9418604651162791,0.4720882150241213,0.7173784455222998,0.2775330396475771,0.5143884892086331,0.2716049382716049,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.428336298299606,0.5127120628366775,0.16616603096484875,Train1
90,6,5,0.9237726098191216,0.33011716057891116,0.7203359753933515,0.39207048458149785,0.36330935251798563,0.49382716049382713,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.09828678069145311,Train1
114,3,4,0.896640826873385,0.08476912474155754,0.061871524902401505,0.16740088105726872,0.4028776978417267,0.09876543209876543,0.7882352941176469,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.5127120628366765,0.22128891080961502,Train1
258,3,4,0.9444444444444444,0.5851137146795314,0.8008990890807997,0.6035242290748899,0.5755395683453238,0.49382716049382713,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5127120628366771,0.2103105144125612,Train1
361,4,3,0.9534883720930233,0.41660923501033775,0.9161244528569739,0.44933920704845814,0.4568345323741008,0.32098765432098764,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.597365331199831,0.5127120628366769,0.18716107399053467,Train1
344,6,3,0.9405684754521965,0.4445210199862164,0.9367088607594937,0.3303964757709251,0.2733812949640288,0.5802469135802469,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.9600947840472698,0.5127120628366775,0.19586648992079453,Train1
262,2,4,0.9418604651162791,0.38352860096485186,0.6597657636342127,0.39207048458149785,0.6043165467625898,0.2839506172839506,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6582280766035324,0.5127120628366593,0.3724513713208625,Train1
369,4,5,0.934108527131783,0.9483115093039283,0.9580030758310659,0.31277533039647576,0.3309352517985612,0.7160493827160493,0.7882352941176469,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.5127120628366775,0.13756183618580747,Train1
300,6,5,0.9263565891472869,0.3177119228118539,0.334555779013368,0.3303964757709251,0.5791366906474821,0.07407407407407407,0.47058823529411764,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.5127120628366775,0.1310709256014598,Train1
403,8,6,0.930232558139535,0.6650585802894555,0.7425766000236602,0.29955947136563876,0.6007194244604318,0.2716049382716049,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5127120628366775,0.44913909066839386,Train1
