,buying,maint,doors,persons,lug_boot,safety,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
598,2,2,2,0,1,1,unacc,154,79,acc,False,3
599,2,2,2,0,1,2,unacc,31,11,vgood,False,3
600,2,2,2,0,2,0,unacc,1,0,unacc,True,3
601,2,2,2,0,2,1,unacc,154,79,acc,False,3
603,2,2,2,1,0,0,unacc,1,0,unacc,True,3
609,2,2,2,1,2,0,unacc,1,0,unacc,True,3
612,2,2,2,2,0,0,unacc,1,0,unacc,True,3
613,2,2,2,2,0,1,unacc,144,71,acc,False,3
615,2,2,2,2,1,0,unacc,1,0,unacc,True,3
622,2,2,3,0,0,1,unacc,154,79,acc,False,3
623,2,2,3,0,0,2,unacc,31,11,vgood,False,3
627,2,2,3,0,2,0,unacc,1,0,unacc,True,3
628,2,2,3,0,2,1,unacc,154,79,acc,False,3
631,2,2,3,1,0,1,unacc,149,75,acc,False,3
639,2,2,3,2,0,0,unacc,1,0,unacc,True,3
653,2,1,0,0,1,2,unacc,31,11,vgood,False,3
656,2,1,0,0,2,2,unacc,31,11,vgood,False,3
661,2,1,0,1,1,1,unacc,76,23,acc,False,3
663,2,1,0,1,2,0,unacc,1,0,unacc,True,3
668,2,1,0,2,0,2,unacc,27,10,acc,False,3
669,2,1,0,2,1,0,unacc,1,0,unacc,True,3
670,2,1,0,2,1,1,unacc,147,73,acc,False,3
677,2,1,1,0,0,2,unacc,31,11,vgood,False,3
678,2,1,1,0,1,0,unacc,1,0,unacc,True,3
679,2,1,1,0,1,1,unacc,159,81,good,False,3
680,2,1,1,0,1,2,unacc,31,11,vgood,False,3
681,2,1,1,0,2,0,unacc,1,0,unacc,True,3
683,2,1,1,0,2,2,unacc,31,11,vgood,False,3
687,2,1,1,1,1,0,unacc,1,0,unacc,True,3
688,2,1,1,1,1,1,unacc,76,23,acc,False,3
690,2,1,1,1,2,0,unacc,1,0,unacc,True,3
693,2,1,1,2,0,0,unacc,1,0,unacc,True,3
696,2,1,1,2,1,0,unacc,1,0,unacc,True,3
703,2,1,2,0,0,1,unacc,159,81,good,False,3
706,2,1,2,0,1,1,unacc,159,81,good,False,3
708,2,1,2,0,2,0,unacc,1,0,unacc,True,3
710,2,1,2,0,2,2,unacc,31,11,vgood,False,3
714,2,1,2,1,1,0,unacc,1,0,unacc,True,3
729,2,1,3,0,0,0,unacc,1,0,unacc,True,3
734,2,1,3,0,1,2,unacc,31,11,vgood,False,3
736,2,1,3,0,2,1,unacc,159,81,good,False,3
737,2,1,3,0,2,2,unacc,31,11,vgood,False,3
739,2,1,3,1,0,1,unacc,76,23,acc,False,3
744,2,1,3,1,2,0,unacc,1,0,unacc,True,3
748,2,1,3,2,0,1,unacc,147,73,acc,False,3
750,2,1,3,2,1,0,unacc,1,0,unacc,True,3
756,2,0,0,0,0,0,unacc,1,0,unacc,True,3
759,2,0,0,0,1,0,unacc,1,0,unacc,True,3
764,2,0,0,0,2,2,unacc,31,11,vgood,False,3
766,2,0,0,1,0,1,unacc,77,23,acc,False,3
774,2,0,0,2,0,0,unacc,1,0,unacc,True,3
780,2,0,0,2,2,0,unacc,1,0,unacc,True,3
783,2,0,1,0,0,0,unacc,1,0,unacc,True,3
784,2,0,1,0,0,1,unacc,156,80,good,False,3
786,2,0,1,0,1,0,unacc,1,0,unacc,True,3
787,2,0,1,0,1,1,unacc,156,80,good,False,3
788,2,0,1,0,1,2,unacc,31,11,vgood,False,3
790,2,0,1,0,2,1,unacc,156,80,good,False,3
791,2,0,1,0,2,2,unacc,31,11,vgood,False,3
792,2,0,1,1,0,0,unacc,1,0,unacc,True,3
795,2,0,1,1,1,0,unacc,1,0,unacc,True,3
796,2,0,1,1,1,1,unacc,77,23,acc,False,3
798,2,0,1,1,2,0,unacc,1,0,unacc,True,3
802,2,0,1,2,0,1,unacc,74,22,acc,False,3
804,2,0,1,2,1,0,unacc,1,0,unacc,True,3
807,2,0,1,2,2,0,unacc,1,0,unacc,True,3
813,2,0,2,0,1,0,unacc,1,0,unacc,True,3
817,2,0,2,0,2,1,unacc,156,80,good,False,3
819,2,0,2,1,0,0,unacc,1,0,unacc,True,3
820,2,0,2,1,0,1,unacc,77,23,acc,False,3
825,2,0,2,1,2,0,unacc,1,0,unacc,True,3
828,2,0,2,2,0,0,unacc,1,0,unacc,True,3
840,2,0,3,0,1,0,unacc,1,0,unacc,True,3
842,2,0,3,0,1,2,unacc,31,11,vgood,False,3
844,2,0,3,0,2,1,unacc,156,80,good,False,3
845,2,0,3,0,2,2,unacc,31,11,vgood,False,3
856,2,0,3,2,0,1,unacc,74,22,acc,False,3
861,2,0,3,2,2,0,unacc,1,0,unacc,True,3
865,1,3,0,0,0,1,unacc,151,78,acc,False,3
866,1,3,0,0,0,2,unacc,90,30,vgood,False,3
867,1,3,0,0,1,0,unacc,1,0,unacc,True,3
870,1,3,0,0,2,0,unacc,1,0,unacc,True,3
871,1,3,0,0,2,1,unacc,151,78,acc,False,3
872,1,3,0,0,2,2,unacc,89,30,vgood,False,3
874,1,3,0,1,0,1,unacc,148,75,unacc,True,3
879,1,3,0,1,2,0,unacc,1,0,unacc,True,3
882,1,3,0,2,0,0,unacc,1,0,unacc,True,3
884,1,3,0,2,0,2,unacc,28,10,acc,False,3
885,1,3,0,2,1,0,unacc,1,0,unacc,True,3
891,1,3,1,0,0,0,unacc,1,0,unacc,True,3
899,1,3,1,0,2,2,unacc,89,30,vgood,False,3
912,1,3,1,2,1,0,unacc,1,0,unacc,True,3
918,1,3,2,0,0,0,unacc,1,0,unacc,True,3
919,1,3,2,0,0,1,unacc,151,78,acc,False,3
921,1,3,2,0,1,0,unacc,1,0,unacc,True,3
922,1,3,2,0,1,1,unacc,151,78,acc,False,3
923,1,3,2,0,1,2,unacc,91,30,vgood,False,3
926,1,3,2,0,2,2,unacc,89,30,vgood,False,3
927,1,3,2,1,0,0,unacc,1,0,unacc,True,3
937,1,3,2,2,0,1,unacc,72,22,unacc,True,3
939,1,3,2,2,1,0,unacc,1,0,unacc,True,3
951,1,3,3,0,2,0,unacc,1,0,unacc,True,3
952,1,3,3,0,2,1,unacc,151,78,acc,False,3
966,1,3,3,2,1,0,unacc,1,0,unacc,True,3
969,1,3,3,2,2,0,unacc,1,0,unacc,True,3
972,1,2,0,0,0,0,unacc,1,0,unacc,True,3
982,1,2,0,1,0,1,unacc,148,75,unacc,True,3
990,1,2,0,2,0,0,unacc,1,0,unacc,True,3
993,1,2,0,2,1,0,unacc,1,0,unacc,True,3
994,1,2,0,2,1,1,unacc,143,71,unacc,True,3
999,1,2,1,0,0,0,unacc,1,0,unacc,True,3
1002,1,2,1,0,1,0,unacc,1,0,unacc,True,3
1007,1,2,1,0,2,2,unacc,89,30,vgood,False,3
1008,1,2,1,1,0,0,unacc,1,0,unacc,True,3
1011,1,2,1,1,1,0,unacc,1,0,unacc,True,3
1012,1,2,1,1,1,1,unacc,148,75,unacc,True,3
1014,1,2,1,1,2,0,unacc,1,0,unacc,True,3
1027,1,2,2,0,0,1,unacc,153,79,unacc,True,3
1031,1,2,2,0,1,2,unacc,91,30,vgood,False,3
1033,1,2,2,0,2,1,unacc,153,79,unacc,True,3
1035,1,2,2,1,0,0,unacc,1,0,unacc,True,3
1036,1,2,2,1,0,1,unacc,148,75,unacc,True,3
1038,1,2,2,1,1,0,unacc,1,0,unacc,True,3
1041,1,2,2,1,2,0,unacc,1,0,unacc,True,3
1044,1,2,2,2,0,0,unacc,1,0,unacc,True,3
1045,1,2,2,2,0,1,unacc,143,71,unacc,True,3
1047,1,2,2,2,1,0,unacc,1,0,unacc,True,3
1050,1,2,2,2,2,0,unacc,1,0,unacc,True,3
1054,1,2,3,0,0,1,unacc,153,79,unacc,True,3
1055,1,2,3,0,0,2,unacc,90,30,vgood,False,3
1059,1,2,3,0,2,0,unacc,1,0,unacc,True,3
1065,1,2,3,1,1,0,unacc,1,0,unacc,True,3
1068,1,2,3,1,2,0,unacc,1,0,unacc,True,3
1071,1,2,3,2,0,0,unacc,1,0,unacc,True,3
1081,1,1,0,0,0,1,unacc,158,81,acc,False,3
1092,1,1,0,1,1,0,unacc,1,0,unacc,True,3
1099,1,1,0,2,0,1,unacc,146,73,acc,False,3
1104,1,1,0,2,2,0,unacc,1,0,unacc,True,3
1107,1,1,1,0,0,0,unacc,1,0,unacc,True,3
1108,1,1,1,0,0,1,unacc,158,81,acc,False,3
1111,1,1,1,0,1,1,unacc,158,81,acc,False,3
1112,1,1,1,0,1,2,unacc,91,30,vgood,False,3
1113,1,1,1,0,2,0,unacc,1,0,unacc,True,3
1114,1,1,1,0,2,1,unacc,158,81,acc,False,3
1115,1,1,1,0,2,2,unacc,89,30,vgood,False,3
1116,1,1,1,1,0,0,unacc,1,0,unacc,True,3
1119,1,1,1,1,1,0,unacc,1,0,unacc,True,3
1122,1,1,1,1,2,0,unacc,1,0,unacc,True,3
1128,1,1,1,2,1,0,unacc,1,0,unacc,True,3
1138,1,1,2,0,1,1,unacc,158,81,acc,False,3
1140,1,1,2,0,2,0,unacc,1,0,unacc,True,3
1141,1,1,2,0,2,1,unacc,158,81,acc,False,3
1142,1,1,2,0,2,2,unacc,89,30,vgood,False,3
1155,1,1,2,2,1,0,unacc,1,0,unacc,True,3
1166,1,1,3,0,1,2,unacc,91,30,vgood,False,3
1168,1,1,3,0,2,1,unacc,158,81,acc,False,3
1170,1,1,3,1,0,0,unacc,1,0,unacc,True,3
1173,1,1,3,1,1,0,unacc,1,0,unacc,True,3
1176,1,1,3,1,2,0,unacc,1,0,unacc,True,3
1188,1,0,0,0,0,0,unacc,1,0,unacc,True,3
1192,1,0,0,0,1,1,unacc,155,80,acc,False,3
1193,1,0,0,0,1,2,unacc,91,30,vgood,False,3
1200,1,0,0,1,1,0,unacc,1,0,unacc,True,3
1203,1,0,0,1,2,0,unacc,1,0,unacc,True,3
1207,1,0,0,2,0,1,unacc,74,22,acc,False,3
1208,1,0,0,2,0,2,unacc,28,10,acc,False,3
1212,1,0,0,2,2,0,unacc,1,0,unacc,True,3
1215,1,0,1,0,0,0,unacc,1,0,unacc,True,3
1219,1,0,1,0,1,1,unacc,155,80,acc,False,3
1222,1,0,1,0,2,1,unacc,155,80,acc,False,3
1224,1,0,1,1,0,0,unacc,1,0,unacc,True,3
1239,1,0,1,2,2,0,unacc,1,0,unacc,True,3
1243,1,0,2,0,0,1,unacc,155,80,acc,False,3
1245,1,0,2,0,1,0,unacc,1,0,unacc,True,3
1246,1,0,2,0,1,1,unacc,155,80,acc,False,3
1248,1,0,2,0,2,0,unacc,1,0,unacc,True,3
1251,1,0,2,1,0,0,unacc,1,0,unacc,True,3
1260,1,0,2,2,0,0,unacc,1,0,unacc,True,3
1266,1,0,2,2,2,0,unacc,1,0,unacc,True,3
1271,1,0,3,0,0,2,unacc,90,30,vgood,False,3
1275,1,0,3,0,2,0,unacc,1,0,unacc,True,3
1276,1,0,3,0,2,1,unacc,155,80,acc,False,3
1277,1,0,3,0,2,2,unacc,89,30,vgood,False,3
1278,1,0,3,1,0,0,unacc,1,0,unacc,True,3
1284,1,0,3,1,2,0,unacc,1,0,unacc,True,3
1296,0,3,0,0,0,0,unacc,1,0,unacc,True,3
1297,0,3,0,0,0,1,unacc,150,78,unacc,True,3
1298,0,3,0,0,0,2,unacc,84,29,unacc,True,3
1299,0,3,0,0,1,0,unacc,1,0,unacc,True,3
1300,0,3,0,0,1,1,unacc,150,78,unacc,True,3
1304,0,3,0,0,2,2,unacc,86,29,acc,False,3
1309,0,3,0,1,1,1,unacc,148,75,unacc,True,3
1314,0,3,0,2,0,0,unacc,1,0,unacc,True,3
1316,0,3,0,2,0,2,unacc,83,26,acc,False,3
1323,0,3,1,0,0,0,unacc,1,0,unacc,True,3
1324,0,3,1,0,0,1,unacc,150,78,unacc,True,3
1328,0,3,1,0,1,2,unacc,85,29,acc,False,3
1330,0,3,1,0,2,1,unacc,150,78,unacc,True,3
1335,0,3,1,1,1,0,unacc,1,0,unacc,True,3
1336,0,3,1,1,1,1,unacc,148,75,unacc,True,3
1347,0,3,1,2,2,0,unacc,1,0,unacc,True,3
1354,0,3,2,0,1,1,unacc,150,78,unacc,True,3
1358,0,3,2,0,2,2,unacc,86,29,acc,False,3
1360,0,3,2,1,0,1,unacc,148,75,unacc,True,3
1365,0,3,2,1,2,0,unacc,1,0,unacc,True,3
1368,0,3,2,2,0,0,unacc,1,0,unacc,True,3
1369,0,3,2,2,0,1,unacc,72,22,unacc,True,3
1377,0,3,3,0,0,0,unacc,1,0,unacc,True,3
1381,0,3,3,0,1,1,unacc,150,78,unacc,True,3
1382,0,3,3,0,1,2,unacc,85,29,acc,False,3
1386,0,3,3,1,0,0,unacc,1,0,unacc,True,3
1389,0,3,3,1,1,0,unacc,1,0,unacc,True,3
1392,0,3,3,1,2,0,unacc,1,0,unacc,True,3
1398,0,3,3,2,1,0,unacc,1,0,unacc,True,3
1401,0,3,3,2,2,0,unacc,1,0,unacc,True,3
1405,0,2,0,0,0,1,unacc,153,79,unacc,True,3
1407,0,2,0,0,1,0,unacc,1,0,unacc,True,3
1408,0,2,0,0,1,1,unacc,153,79,unacc,True,3
1409,0,2,0,0,1,2,unacc,85,29,acc,False,3
1423,0,2,0,2,0,1,unacc,142,71,unacc,True,3
1431,0,2,1,0,0,0,unacc,1,0,unacc,True,3
1432,0,2,1,0,0,1,unacc,153,79,unacc,True,3
1438,0,2,1,0,2,1,unacc,153,79,unacc,True,3
1439,0,2,1,0,2,2,unacc,86,29,acc,False,3
1440,0,2,1,1,0,0,unacc,1,0,unacc,True,3
1446,0,2,1,1,2,0,unacc,1,0,unacc,True,3
1452,0,2,1,2,1,0,unacc,1,0,unacc,True,3
1461,0,2,2,0,1,0,unacc,1,0,unacc,True,3
1464,0,2,2,0,2,0,unacc,1,0,unacc,True,3
1479,0,2,2,2,1,0,unacc,1,0,unacc,True,3
1482,0,2,2,2,2,0,unacc,1,0,unacc,True,3
1486,0,2,3,0,0,1,unacc,153,79,unacc,True,3
1488,0,2,3,0,1,0,unacc,1,0,unacc,True,3
1489,0,2,3,0,1,1,unacc,153,79,unacc,True,3
1491,0,2,3,0,2,0,unacc,1,0,unacc,True,3
1493,0,2,3,0,2,2,unacc,86,29,acc,False,3
1494,0,2,3,1,0,0,unacc,1,0,unacc,True,3
1500,0,2,3,1,2,0,unacc,1,0,unacc,True,3
1503,0,2,3,2,0,0,unacc,1,0,unacc,True,3
1509,0,2,3,2,2,0,unacc,1,0,unacc,True,3
1513,0,1,0,0,0,1,unacc,158,81,acc,False,3
1517,0,1,0,0,1,2,unacc,85,29,acc,False,3
1518,0,1,0,0,2,0,unacc,1,0,unacc,True,3
1527,0,1,0,1,2,0,unacc,1,0,unacc,True,3
1530,0,1,0,2,0,0,unacc,1,0,unacc,True,3
1531,0,1,0,2,0,1,unacc,145,73,unacc,True,3
1533,0,1,0,2,1,0,unacc,1,0,unacc,True,3
1545,0,1,1,0,2,0,unacc,1,0,unacc,True,3
1551,0,1,1,1,1,0,unacc,1,0,unacc,True,3
1554,0,1,1,1,2,0,unacc,1,0,unacc,True,3
1557,0,1,1,2,0,0,unacc,1,0,unacc,True,3
1560,0,1,1,2,1,0,unacc,1,0,unacc,True,3
1568,0,1,2,0,0,2,unacc,84,29,unacc,True,3
1569,0,1,2,0,1,0,unacc,1,0,unacc,True,3
1572,0,1,2,0,2,0,unacc,1,0,unacc,True,3
1581,0,1,2,1,2,0,unacc,1,0,unacc,True,3
1584,0,1,2,2,0,0,unacc,1,0,unacc,True,3
1590,0,1,2,2,2,0,unacc,1,0,unacc,True,3
1597,0,1,3,0,1,1,unacc,158,81,acc,False,3
1598,0,1,3,0,1,2,unacc,85,29,acc,False,3
1599,0,1,3,0,2,0,unacc,1,0,unacc,True,3
1602,0,1,3,1,0,0,unacc,1,0,unacc,True,3
1608,0,1,3,1,2,0,unacc,1,0,unacc,True,3
1611,0,1,3,2,0,0,unacc,1,0,unacc,True,3
1620,0,0,0,0,0,0,unacc,1,0,unacc,True,3
1623,0,0,0,0,1,0,unacc,1,0,unacc,True,3
1625,0,0,0,0,1,2,unacc,85,29,acc,False,3
1632,0,0,0,1,1,0,unacc,1,0,unacc,True,3
1638,0,0,0,2,0,0,unacc,1,0,unacc,True,3
1639,0,0,0,2,0,1,unacc,74,22,acc,False,3
1641,0,0,0,2,1,0,unacc,1,0,unacc,True,3
1644,0,0,0,2,2,0,unacc,1,0,unacc,True,3
1649,0,0,1,0,0,2,unacc,84,29,unacc,True,3
1650,0,0,1,0,1,0,unacc,1,0,unacc,True,3
1651,0,0,1,0,1,1,unacc,155,80,acc,False,3
1653,0,0,1,0,2,0,unacc,1,0,unacc,True,3
1654,0,0,1,0,2,1,unacc,155,80,acc,False,3
1656,0,0,1,1,0,0,unacc,1,0,unacc,True,3
1662,0,0,1,1,2,0,unacc,1,0,unacc,True,3
1668,0,0,1,2,1,0,unacc,1,0,unacc,True,3
1671,0,0,1,2,2,0,unacc,1,0,unacc,True,3
1676,0,0,2,0,0,2,unacc,84,29,unacc,True,3
1686,0,0,2,1,1,0,unacc,1,0,unacc,True,3
1689,0,0,2,1,2,0,unacc,1,0,unacc,True,3
1698,0,0,2,2,2,0,unacc,1,0,unacc,True,3
1701,0,0,3,0,0,0,unacc,1,0,unacc,True,3
1705,0,0,3,0,1,1,unacc,155,80,acc,False,3
1706,0,0,3,0,1,2,unacc,85,29,acc,False,3
1708,0,0,3,0,2,1,unacc,155,80,acc,False,3
1713,0,0,3,1,1,0,unacc,1,0,unacc,True,3
1719,0,0,3,2,0,0,unacc,1,0,unacc,True,3
1725,0,0,3,2,2,0,unacc,1,0,unacc,True,3
230,3,1,0,1,1,2,acc,37,13,acc,True,3
232,3,1,0,1,2,1,acc,76,23,acc,True,3
239,3,1,0,2,1,2,acc,25,10,unacc,False,3
259,3,1,1,1,2,1,acc,76,23,acc,True,3
260,3,1,1,1,2,2,acc,37,13,acc,True,3
263,3,1,1,2,0,2,acc,25,10,unacc,False,3
265,3,1,1,2,1,1,acc,147,73,acc,True,3
287,3,1,2,1,2,2,acc,37,13,acc,True,3
292,3,1,2,2,1,1,acc,147,73,acc,True,3
293,3,1,2,2,1,2,acc,25,10,unacc,False,3
295,3,1,2,2,2,1,acc,147,73,acc,True,3
311,3,1,3,1,1,2,acc,37,13,acc,True,3
313,3,1,3,1,2,1,acc,76,23,acc,True,3
317,3,1,3,2,0,2,acc,25,10,unacc,False,3
322,3,1,3,2,2,1,acc,147,73,acc,True,3
323,3,1,3,2,2,2,acc,25,10,unacc,False,3
335,3,0,0,1,0,2,acc,37,13,acc,True,3
338,3,0,0,1,1,2,acc,37,13,acc,True,3
362,3,0,1,1,0,2,acc,37,13,acc,True,3
365,3,0,1,1,1,2,acc,37,13,acc,True,3
367,3,0,1,1,2,1,acc,77,23,acc,True,3
373,3,0,1,2,1,1,acc,74,22,acc,True,3
377,3,0,1,2,2,2,acc,25,10,unacc,False,3
400,3,0,2,2,1,1,acc,74,22,acc,True,3
427,3,0,3,2,1,1,acc,74,22,acc,True,3
428,3,0,3,2,1,2,acc,25,10,unacc,False,3
430,3,0,3,2,2,1,acc,74,22,acc,True,3
554,2,2,0,1,1,2,acc,36,13,acc,True,3
557,2,2,0,1,2,2,acc,36,13,acc,True,3
583,2,2,1,1,2,1,acc,149,75,acc,True,3
589,2,2,1,2,1,1,acc,144,71,acc,True,3
590,2,2,1,2,1,2,acc,27,10,acc,True,3
593,2,2,1,2,2,2,acc,27,10,acc,True,3
611,2,2,2,1,2,2,acc,36,13,acc,True,3
617,2,2,2,2,1,2,acc,27,10,acc,True,3
620,2,2,2,2,2,2,acc,27,10,acc,True,3
634,2,2,3,1,1,1,acc,149,75,acc,True,3
647,2,2,3,2,2,2,acc,27,10,acc,True,3
659,2,1,0,1,0,2,acc,36,13,acc,True,3
689,2,1,1,1,1,2,acc,36,13,acc,True,3
698,2,1,1,2,1,2,acc,27,10,acc,True,3
700,2,1,1,2,2,1,acc,147,73,acc,True,3
701,2,1,1,2,2,2,acc,27,10,acc,True,3
716,2,1,2,1,1,2,acc,36,13,acc,True,3
719,2,1,2,1,2,2,acc,36,13,acc,True,3
722,2,1,2,2,0,2,acc,27,10,acc,True,3
742,2,1,3,1,1,1,acc,76,23,acc,True,3
743,2,1,3,1,1,2,acc,36,13,acc,True,3
745,2,1,3,1,2,1,acc,76,23,acc,True,3
746,2,1,3,1,2,2,acc,36,13,acc,True,3
754,2,1,3,2,2,1,acc,147,73,acc,True,3
772,2,0,0,1,2,1,acc,77,23,acc,True,3
773,2,0,0,1,2,2,acc,36,13,acc,True,3
779,2,0,0,2,1,2,acc,27,10,acc,True,3
781,2,0,0,2,2,1,acc,74,22,acc,True,3
799,2,0,1,1,2,1,acc,77,23,acc,True,3
805,2,0,1,2,1,1,acc,74,22,acc,True,3
806,2,0,1,2,1,2,acc,27,10,acc,True,3
821,2,0,2,1,0,2,acc,36,13,acc,True,3
823,2,0,2,1,1,1,acc,77,23,acc,True,3
824,2,0,2,1,1,2,acc,36,13,acc,True,3
827,2,0,2,1,2,2,acc,36,13,acc,True,3
830,2,0,2,2,0,2,acc,27,10,acc,True,3
833,2,0,2,2,1,2,acc,27,10,acc,True,3
835,2,0,2,2,2,1,acc,74,22,acc,True,3
836,2,0,2,2,2,2,acc,27,10,acc,True,3
848,2,0,3,1,0,2,acc,36,13,acc,True,3
850,2,0,3,1,1,1,acc,77,23,acc,True,3
859,2,0,3,2,1,1,acc,74,22,acc,True,3
881,1,3,0,1,2,2,acc,94,38,vgood,False,3
890,1,3,0,2,2,2,acc,28,10,acc,True,3
902,1,3,1,1,0,2,acc,94,38,vgood,False,3
907,1,3,1,1,2,1,acc,148,75,unacc,False,3
916,1,3,1,2,2,1,acc,72,22,unacc,False,3
935,1,3,2,1,2,2,acc,94,38,vgood,False,3
958,1,3,3,1,1,1,acc,148,75,unacc,False,3
965,1,3,3,2,0,2,acc,28,10,acc,True,3
968,1,3,3,2,1,2,acc,28,10,acc,True,3
970,1,3,3,2,2,1,acc,72,22,unacc,False,3
988,1,2,0,1,2,1,acc,148,75,unacc,False,3
989,1,2,0,1,2,2,acc,94,38,vgood,False,3
1019,1,2,1,2,0,2,acc,28,10,acc,True,3
1021,1,2,1,2,1,1,acc,143,71,unacc,False,3
1040,1,2,2,1,1,2,acc,94,38,vgood,False,3
1046,1,2,2,2,0,2,acc,28,10,acc,True,3
1048,1,2,2,2,1,1,acc,143,71,unacc,False,3
1049,1,2,2,2,1,2,acc,28,10,acc,True,3
1051,1,2,2,2,2,1,acc,143,71,unacc,False,3
1052,1,2,2,2,2,2,acc,28,10,acc,True,3
1066,1,2,3,1,1,1,acc,148,75,unacc,False,3
1069,1,2,3,1,2,1,acc,148,75,unacc,False,3
1070,1,2,3,1,2,2,acc,94,38,vgood,False,3
1073,1,2,3,2,0,2,acc,28,10,acc,True,3
1075,1,2,3,2,1,1,acc,143,71,unacc,False,3
1079,1,2,3,2,2,2,acc,28,10,acc,True,3
1090,1,1,0,1,0,1,acc,76,23,acc,True,3
1102,1,1,0,2,1,1,acc,146,73,acc,True,3
1117,1,1,1,1,0,1,acc,76,23,acc,True,3
1129,1,1,1,2,1,1,acc,146,73,acc,True,3
1147,1,1,2,1,1,1,acc,76,23,acc,True,3
1153,1,1,2,2,0,1,acc,146,73,acc,True,3
1156,1,1,2,2,1,1,acc,146,73,acc,True,3
1172,1,1,3,1,0,2,acc,92,38,acc,True,3
1180,1,1,3,2,0,1,acc,146,73,acc,True,3
1183,1,1,3,2,1,1,acc,146,73,acc,True,3
1186,1,1,3,2,2,1,acc,146,73,acc,True,3
1198,1,0,0,1,0,1,acc,77,23,acc,True,3
1201,1,0,0,1,1,1,acc,77,23,acc,True,3
1225,1,0,1,1,0,1,acc,77,23,acc,True,3
1228,1,0,1,1,1,1,acc,77,23,acc,True,3
1234,1,0,1,2,0,1,acc,74,22,acc,True,3
1252,1,0,2,1,0,1,acc,77,23,acc,True,3
1261,1,0,2,2,0,1,acc,74,22,acc,True,3
1288,1,0,3,2,0,1,acc,74,22,acc,True,3
1313,0,3,0,1,2,2,acc,96,39,vgood,False,3
1322,0,3,0,2,2,2,acc,83,26,acc,True,3
1334,0,3,1,1,0,2,acc,96,39,vgood,False,3
1337,0,3,1,1,1,2,acc,96,39,vgood,False,3
1339,0,3,1,1,2,1,acc,148,75,unacc,False,3
1340,0,3,1,1,2,2,acc,96,39,vgood,False,3
1346,0,3,1,2,1,2,acc,83,26,acc,True,3
1364,0,3,2,1,1,2,acc,96,39,vgood,False,3
1366,0,3,2,1,2,1,acc,148,75,unacc,False,3
1367,0,3,2,1,2,2,acc,96,39,vgood,False,3
1375,0,3,2,2,2,1,acc,72,22,unacc,False,3
1390,0,3,3,1,1,1,acc,148,75,unacc,False,3
1391,0,3,3,1,1,2,acc,96,39,vgood,False,3
1393,0,3,3,1,2,1,acc,148,75,unacc,False,3
1394,0,3,3,1,2,2,acc,96,39,vgood,False,3
1397,0,3,3,2,0,2,acc,83,26,acc,True,3
1400,0,3,3,2,1,2,acc,83,26,acc,True,3
1403,0,3,3,2,2,2,acc,83,26,acc,True,3
1414,0,2,0,1,0,1,acc,148,75,unacc,False,3
1415,0,2,0,1,0,2,acc,96,39,vgood,False,3
1426,0,2,0,2,1,1,acc,142,71,unacc,False,3
1427,0,2,0,2,1,2,acc,83,26,acc,True,3
1447,0,2,1,1,2,1,acc,148,75,unacc,False,3
1450,0,2,1,2,0,1,acc,142,71,unacc,False,3
1451,0,2,1,2,0,2,acc,83,26,acc,True,3
1468,0,2,2,1,0,1,acc,148,75,unacc,False,3
1474,0,2,2,1,2,1,acc,148,75,unacc,False,3
1477,0,2,2,2,0,1,acc,142,71,unacc,False,3
1498,0,2,3,1,1,1,acc,148,75,unacc,False,3
1504,0,2,3,2,0,1,acc,142,71,unacc,False,3
1549,0,1,1,1,0,1,acc,76,23,acc,True,3
1552,0,1,1,1,1,1,acc,76,23,acc,True,3
1558,0,1,1,2,0,1,acc,145,73,unacc,False,3
1576,0,1,2,1,0,1,acc,76,23,acc,True,3
1603,0,1,3,1,0,1,acc,76,23,acc,True,3
1660,0,0,1,1,1,1,acc,77,23,acc,True,3
1684,0,0,2,1,0,1,acc,77,23,acc,True,3
1711,0,0,3,1,0,1,acc,77,23,acc,True,3
1720,0,0,3,2,0,1,acc,74,22,acc,True,3
1130,1,1,1,2,1,2,vgood,28,10,acc,False,3
1151,1,1,2,1,2,2,vgood,92,38,acc,False,3
1160,1,1,2,2,2,2,vgood,28,10,acc,False,3
1205,1,0,0,1,2,2,vgood,93,38,acc,False,3
1214,1,0,0,2,2,2,vgood,28,10,acc,False,3
1241,1,0,1,2,2,2,vgood,28,10,acc,False,3
1256,1,0,2,1,1,2,vgood,93,38,acc,False,3
1265,1,0,2,2,1,2,vgood,28,10,acc,False,3
1286,1,0,3,1,2,2,vgood,93,38,acc,False,3
1421,0,2,0,1,2,2,vgood,96,39,vgood,True,3
1457,0,2,1,2,2,2,vgood,83,26,acc,False,3
1472,0,2,2,1,1,2,vgood,96,39,vgood,True,3
1508,0,2,3,2,1,2,vgood,83,26,acc,False,3
1511,0,2,3,2,2,2,vgood,83,26,acc,False,3
1529,0,1,0,1,2,2,vgood,95,39,vgood,True,3
1589,0,1,2,2,1,2,vgood,82,26,unacc,False,3
1607,0,1,3,1,1,2,vgood,95,39,vgood,True,3
1619,0,1,3,2,2,2,vgood,82,26,unacc,False,3
1637,0,0,0,1,2,2,vgood,97,39,good,False,3
1664,0,0,1,1,2,2,vgood,97,39,good,False,3
1670,0,0,1,2,1,2,vgood,82,26,unacc,False,3
1688,0,0,2,1,1,2,vgood,97,39,good,False,3
